sample_id,image_path,ground_truth,language,dataset,prediction_gpt-5-mini,inference_time_ms_gpt-5-mini,tokens_used_gpt-5-mini,error_gpt-5-mini,prediction_gpt-5-nano,inference_time_ms_gpt-5-nano,tokens_used_gpt-5-nano,error_gpt-5-nano
icdar_tr_img_03727,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03727.jpg,"I can’t reliably read the text in this image. The Chinese characters on the two diagonal rectangles are not legible due to resolution and blur. There are also decorative plus-patterns and a central circular symbol that aren’t text.

If you can provide a higher‑resolution image or crop the areas containing the text (especially the two diagonal rectangles), I can extract the exact wording.",Chinese,ICDAR_mini,"北京路灯
釜阳制造",16462.181091308594,,,"北京路灯
釜阳制造",13929.875135421753,,
icdar_tr_img_03735,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03735.jpg,"- Chinese: 临桂广美居装潢设计有限公司
- English: LinGui Guangmei ju Engineering D coration CO., LTD","Chinese, Latin",ICDAR_mini,"临桂广美居装饰设计有限公司
coration
CO.,
LTD
Enginering
ju
D
LinGui
Guangmei",8554.490804672241,,,"临桂广美居装饰设计有限公司
coration
CO.,
LTD
Enginering
ju
D
LinGui
Guangmei",11759.899854660034,,
icdar_tr_img_03748,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03748.jpg,"Extracted text:
- 冰镇老北京酸奶
- 冰镇老北京豆汁
- 冰镇
- 北京酸奶
- 老北京豆汁",Chinese,ICDAR_mini,"冰镇老北京酸奶
冰镇老
京豆汁
冰镇
冰镇
老北京
北京酸奶",7996.716022491455,,,"冰镇老北京酸奶
冰镇老
京豆汁
冰镇
冰镇
老北京
北京酸奶",8200.780153274536,,
icdar_tr_img_03763,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03763.jpg,"- 引领
- WiFi-一键认证
- www.ct10000.com
- 客户服务热线
- Customer Hotline
- 10000","Mixed, Chinese, Latin",ICDAR_mini,"引领
WiFi一键认证
10000
客户服务热线
www.ct10000.com
Customer
Hotline",8680.886030197144,,,"引领
WiFi一键认证
10000
客户服务热线
www.ct10000.com
Customer
Hotline",10944.056034088135,,
icdar_tr_img_03767,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03767.jpg,"- HUAYUAN
- 华远地产
- RESPONSIBLE REAL ESTATE
- PREMIUM ARCHITECTURE","Chinese, Latin",ICDAR_mini,"华远地产
责任地产
品质建筑
HUAYUAN
RESPONSIBLE
REAL
ESTATE
PREMIUM
ARCHITECTURE",7059.026002883911,,,"华远地产
责任地产
品质建筑
HUAYUAN
RESPONSIBLE
REAL
ESTATE
PREMIUM
ARCHITECTURE",12189.136266708374,,
icdar_tr_img_03799,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03799.jpg,"- [Unclear Chinese text at the very top]
- Warning marks stand around the snow fence.
- 日落时, Adamants 客栈前的景色。
- Sunset veiw before Adamant Lodge.
- 116 CAAC INFLIGHT MAGAZINE","Mixed, Chinese, Latin",ICDAR_mini,"滑雪场围栏内侧立着警示标志。
around
fence.
stand
the
marks
Warning
snow
日落时,Adamants客栈前的景色。
Sunset
view
before
Adamant
Lodge.
116
CAAC
INFLIGHT
MAGAZINE",12625.77199935913,,,"滑雪场围栏内侧立着警示标志。
around
fence.
stand
the
marks
Warning
snow
日落时,Adamants客栈前的景色。
Sunset
view
before
Adamant
Lodge.
116
CAAC
INFLIGHT
MAGAZINE",14955.322980880737,,
icdar_tr_img_03849,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03849.jpg,"- 卫生间
- Toilet
- 6:00 — 20:00","Symbols, Chinese, Latin",ICDAR_mini,"卫生间
Toilet
20:00
6:00
——",8078.941822052002,,,"卫生间
Toilet
20:00
6:00
——",8484.703063964844,,
icdar_tr_img_03858,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03858.jpg,,"Chinese, Latin",ICDAR_mini,"designers
From
clients.
all
to
醜
要便宜
要快
不可能
要等
要钱
要好",13623.346328735352,,,"designers
From
clients.
all
to
醜
要便宜
要快
不可能
要等
要钱
要好",15052.449941635132,,
icdar_tr_img_03863,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03863.jpg,"Extracted text:
- 授予和晋升武警少将警衔仪式",Chinese,ICDAR_mini,授予和晋升武警少将警衔仪式,4804.411172866821,,,授予和晋升武警少将警衔仪式,5893.955945968628,,
icdar_tr_img_03874,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03874.jpg,"THE WESTIN
NANJING
南京威斯汀大酒店","Chinese, Latin",ICDAR_mini,"35
WESTIN
The
NANJING
南京威斯汀大酒店",9744.340896606445,,,"35
WESTIN
The
NANJING
南京威斯汀大酒店",10656.179904937744,,
icdar_tr_img_03877,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03877.jpg,"国内到达
Domestic Arrivals","Chinese, Latin",ICDAR_mini,"国内到达
Arrivals
Domestic",3108.565092086792,,,"国内到达
Arrivals
Domestic",4449.49197769165,,
icdar_tr_img_03896,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03896.jpg,"- 出口
- EXIT
- 2m
- P
- 5
- 入口
- ENTER","None, Chinese, Latin",ICDAR_mini,"入口
出口
P
2m
5
ENTER
EXIT",8438.241004943848,,,"入口
出口
P
2m
5
ENTER
EXIT",11461.65418624878,,
icdar_tr_img_03917,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03917.jpg,"- DOOSAN

Other text on the image consists of small safety labels in Chinese (e.g., “危险” meaning “Danger”) whose exact wording is not legible in the image.","Chinese, Latin",ICDAR_mini,"危险
危险
禁止接近
作业半径内
禁止接近
作业半径内
DOOSAN",13079.673290252686,,,"危险
危险
禁止接近
作业半径内
禁止接近
作业半径内
DOOSAN",13533.003091812134,,
icdar_tr_img_03918,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03918.jpg,,Chinese,ICDAR_mini,"潍坊高新区项目集中开工仪式
富士达涡轮增
华盾矿用救生艇项目
银轮热交换系统项目
雅士净化空调项目
中艺华海总
胜达新材料项目
东航精密机械项目
赛马力燃气发电机项目
二0一一年一月
奠基",13497.016906738281,,,"潍坊高新区项目集中开工仪式
富士达涡轮增
华盾矿用救生艇项目
银轮热交换系统项目
雅士净化空调项目
中艺华海总
胜达新材料项目
东航精密机械项目
赛马力燃气发电机项目
二0一一年一月
奠基",12452.012062072754,,
icdar_tr_img_03922,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03922.jpg,"- 梦溪宾馆
- MENGXI HOTEL","Chinese, Latin",ICDAR_mini,"梦溪宾馆
HOTEL
MENGXI",10026.998043060303,,,"梦溪宾馆
HOTEL
MENGXI",9486.66000366211,,
icdar_tr_img_03939,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03939.jpg,西家大楼 46-3,"Chinese, Latin",ICDAR_mini,"西家大塘
46—3",9099.506139755249,,,"西家大塘
46—3",14015.031814575195,,
icdar_tr_img_03953,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03953.jpg,,"Chinese, Latin",ICDAR_mini,"推荐引擎的规模化效应
Engineering
RecSys
成本:推荐系统工程成本摊低
算法:问题的维度变化,从“艺术”转向“科学”
算法
成本
数据:不同应用共享数据,克服数据稀疏问题
效果:推荐产品功能横向打通,多领域满足用户需求
效果
数据
Bai
百度
du",9011.775016784668,,,"推荐引擎的规模化效应
Engineering
RecSys
成本:推荐系统工程成本摊低
算法:问题的维度变化,从“艺术”转向“科学”
算法
成本
数据:不同应用共享数据,克服数据稀疏问题
效果:推荐产品功能横向打通,多领域满足用户需求
效果
数据
Bai
百度
du",13179.903984069824,,
icdar_tr_img_03958,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03958.jpg,"- 乌龙峡谷
- Wulong Canyon
- 入口","Chinese, Latin",ICDAR_mini,"乌龙峡谷
Wulong
Canyon
入口",10101.984024047852,,,"乌龙峡谷
Wulong
Canyon
入口",10563.12108039856,,
icdar_tr_img_03981,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03981.jpg,,Chinese,ICDAR_mini,"女儿开心
快乐每一天!",10536.498069763184,,,"女儿开心
快乐每一天!",12079.447031021118,,
icdar_tr_img_03989,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_03989.jpg,请勿戏水,Chinese,ICDAR_mini,请勿戏水,9824.518918991089,,,请勿戏水,10061.416149139404,,
icdar_tr_img_04073,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04073.jpg,"Widerrechtlich abgestellte Fahrzeuge
werden kostenpflichtig abgeschleppt",Latin,ICDAR_mini,"Fahrzeuge
abgestellte
Widerrechtlich
abgeschleppt
kostenpflichtig
Werden",8502.088785171509,,,"Fahrzeuge
abgestellte
Widerrechtlich
abgeschleppt
kostenpflichtig
Werden",10789.813041687012,,
icdar_tr_img_04118,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04118.jpg,"P
Adler-Apotheke
92
Apotheke",Latin,ICDAR_mini,"Adler-Apotheke
P
92
Apotheke",9065.668106079102,,,"Adler-Apotheke
P
92
Apotheke",9747.21097946167,,
icdar_tr_img_04155,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04155.jpg,"- 2 Std.
- 7-19 h
- Bewohner mit Parkausweis Nr 275 frei","Symbols, None, Latin",ICDAR_mini,"P
2
Std.
P
7
19
h
-
Bewohner
frei",11238.49081993103,,,"P
2
Std.
P
7
19
h
-
Bewohner
frei",12553.23076248169,,
icdar_tr_img_04262,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04262.jpg,,"None, Latin",ICDAR_mini,"Feac
Feac",13072.750091552734,,,"Feac
Feac",15973.250150680542,,
icdar_tr_img_04276,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04276.jpg,"Kampenstr. 46 • 57072 Siegen
Eine-Welt-Laden
St. Michael
Weltläden
Ein Stück Welt von Morgen
Öffnungszeiten:
Mo. - Fr. 16.00 - 18.00 Uhr
So. 11.30 - 12.00 Uhr","Symbols, Latin",ICDAR_mini,"Siegen
46
57072
kampenstr.
Laden
Welt
Eine
-
-
St.
Michael
weltläden
Stück
Ein
Welt
Morgen
von
Öffnungszeiten:
Mo.
Uhr
16:00
18:00
Fr.
-
-
So.
11:30
12:00
Uhr
-",9149.905920028687,,,"Siegen
46
57072
kampenstr.
Laden
Welt
Eine
-
-
St.
Michael
weltläden
Stück
Ein
Welt
Morgen
von
Öffnungszeiten:
Mo.
Uhr
16:00
18:00
Fr.
-
-
So.
11:30
12:00
Uhr
-",12497.527122497559,,
icdar_tr_img_04418,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04418.jpg,Blumen & Pflanzen,"Symbols, Latin",ICDAR_mini,"Dllanzen
Blumen
&",8074.487209320068,,,"Dllanzen
Blumen
&",17086.644887924194,,
icdar_tr_img_04520,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04520.jpg,VITALIA,Latin,ICDAR_mini,VITALIA,8460.453033447266,,,VITALIA,9012.02368736267,,
icdar_tr_img_04546,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04546.jpg,"Here is the text I can extract from the image:

- AVOCADO
- IST wieder DA!
- AB 69
- 2,69 €

Possible additional small/partial text (not fully legible due to reflections/overlay):
- sandwich

If you want, I can run a more aggressive OCR pass or try to crop/rotate to improve legibility of the tiny text.","Symbols, None, Latin",ICDAR_mini,"69
2
€
l
AB
69
2
€
l
AVCADO
wiedec
DA!
IST",12560.667276382446,,,"69
2
€
l
AB
69
2
€
l
AVCADO
wiedec
DA!
IST",14337.460041046143,,
icdar_tr_img_04614,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04614.jpg,,"Symbols, Latin",ICDAR_mini,"Welterstraße
h
9
7
-
19
h
15
-
P
Rathaus
/
Markt
82
freie
Plätze
P
Unterstadt
VPC
999
freie
Plätze
P
Altstadt
169
freie
Plätze
SSMANN
Mein
Drogeriemarkt",13286.275148391724,,,"Welterstraße
h
9
7
-
19
h
15
-
P
Rathaus
/
Markt
82
freie
Plätze
P
Unterstadt
VPC
999
freie
Plätze
P
Altstadt
169
freie
Plätze
SSMANN
Mein
Drogeriemarkt",14743.466854095459,,
icdar_tr_img_04645,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04645.jpg,MAREDO,"Symbols, None, Latin",ICDAR_mini,"MAREDO
s
wk
h
n
a
Konch
gegnilll
1.2
u
!
sch
r
net",10683.354139328003,,,"MAREDO
s
wk
h
n
a
Konch
gegnilll
1.2
u
!
sch
r
net",9606.727838516235,,
icdar_tr_img_04690,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04690.jpg,"Achtung
Ausfahrt!","Symbols, Latin",ICDAR_mini,"Achtung
Ausfahrt
!",6907.110691070557,,,"Achtung
Ausfahrt
!",7693.333625793457,,
icdar_tr_img_04746,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04746.jpg,"- REWE
- Suppengrün
- Deklaration lt. Etikett
- 12641298 / 04.11.16
- 500-Gramm-Packung
- 1 kg = 2.58€
- 1,29","Symbols, Latin",ICDAR_mini,"REWE
1.29
Suppengrün
Etikett
Deklaration
lt.
500-Gramm-Packung
1kg=2.58
€
04.11.16
8/
1264129",11101.05013847351,,,"REWE
1.29
Suppengrün
Etikett
Deklaration
lt.
500-Gramm-Packung
1kg=2.58
€
04.11.16
8/
1264129",13800.851821899414,,
icdar_tr_img_04826,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04826.jpg,"Königlicher Schutz – für die Abenteuer im Leben.
Weil ihm der Schutz der Menschen am Herzen lag, gründete König Max I. vor mehr als 200 Jahren eine Versicherung.
www.versicherungskammer-bayern.de","Symbols, Latin",ICDAR_mini,"Königlicher
Schutß
-
für
die
Adenteuer
leben.
im
Weil
ihm
der
Schutz
König
der
Max
Menschen
l.
vor
mehr
am
Heryen
als
200
www.versicherungskammer
Jahren
lag,
gründete
eine
Versicherung.
bazern.de
-",7905.537843704224,,,"Königlicher
Schutß
-
für
die
Adenteuer
leben.
im
Weil
ihm
der
Schutz
König
der
Max
Menschen
l.
vor
mehr
am
Heryen
als
200
www.versicherungskammer
Jahren
lag,
gründete
eine
Versicherung.
bazern.de
-",10403.088808059692,,
icdar_tr_img_04861,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04861.jpg,,"None, Japanese, Latin",ICDAR_mini,"7
8
9
10
2
男
WC
女
Herreri
Damcn
Herren
Da",9157.039880752563,,,"7
8
9
10
2
男
WC
女
Herreri
Damcn
Herren
Da",14511.699199676514,,
icdar_tr_img_04911,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04911.jpg,"- Untersberg-Str.
- P (parking sign)","Symbols, None, Latin",ICDAR_mini,"P
Untersberg
Str
-",9392.97890663147,,,"P
Untersberg
Str
-",11578.342199325562,,
icdar_tr_img_04915,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04915.jpg,,Latin,ICDAR_mini,"PKW
für
Nur
2,5t
SCHLÜSSELDIENST
STD
24
960
0170-70
5C",11248.041868209839,,,"PKW
für
Nur
2,5t
SCHLÜSSELDIENST
STD
24
960
0170-70
5C",15786.62395477295,,
icdar_tr_img_04917,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04917.jpg,BERLIN BRILLEN,Latin,ICDAR_mini,"BERLIN
BRILLEN",7505.2549839019775,,,"BERLIN
BRILLEN",8346.788167953491,,
icdar_tr_img_04927,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_04927.jpg,"Ausfahrt
Tag u.Nacht
freihalten",Latin,ICDAR_mini,"Ausfahrt
u.Nacht
Tag
freihalten",9964.173078536987,,,"Ausfahrt
u.Nacht
Tag
freihalten",10912.194728851318,,
icdar_tr_img_05000,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart1/tr_img_05000.jpg,"- Sanitätshaus
- Kastl
- 30","None, Latin",ICDAR_mini,"Sanitätshaus
Kast
30
B",9543.180227279663,,,"Sanitätshaus
Kast
30
B",13618.968963623047,,
icdar_tr_img_05003,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05003.jpg,"The only clearly legible text in the image is:

- 엔터산업주식회사

There is a small notice inside the doorway, but its text is too small/blurred to read accurately from this image. If you can provide a higher-resolution crop of the notice (or a closer shot), I can extract the exact text from it.","None, Korean",ICDAR_mini,"엔티산업
주식회사
환영합니다
엔티산업(주)
는
여러분의
미래에
꿈과
희망.
동반자
든든한
인생의
그리고
가
약속드립니다.
될
것을
엔티산업
주식회사",13092.199087142944,,,"엔티산업
주식회사
환영합니다
엔티산업(주)
는
여러분의
미래에
꿈과
희망.
동반자
든든한
인생의
그리고
가
약속드립니다.
될
것을
엔티산업
주식회사",10082.159757614136,,
icdar_tr_img_05004,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05004.jpg,"샐러드+음료
파스타 or 피자
AM 11:00 ~ PM 02:30","Latin, Symbols, Korean",ICDAR_mini,"음료
샐러드
+
피자
파스타
Or
02:30
11:00~PM
AM",8587.903022766113,,,"음료
샐러드
+
피자
파스타
Or
02:30
11:00~PM
AM",10216.567039489746,,
icdar_tr_img_05009,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05009.jpg,,"Latin, Mixed, None, Korean",ICDAR_mini,"켭스
ATD
후꾸후꾸
딸기모찌
주문예약:
540-2009
캡스경비구역
ADT
R
때신
그린
CCTV작동중
1588-8400",13505.01298904419,,,"켭스
ATD
후꾸후꾸
딸기모찌
주문예약:
540-2009
캡스경비구역
ADT
R
때신
그린
CCTV작동중
1588-8400",15131.743907928467,,
icdar_tr_img_05038,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05038.jpg,원경안값반,"Latin, Korean",ICDAR_mini,"02
7685
2256
원경안값반",48687.93821334839,,,"02
7685
2256
원경안값반",14442.534923553467,,
icdar_tr_img_05044,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05044.jpg,,"Korean, None, Latin",ICDAR_mini,"칼라분류라벨
NO.C10-504
9mm
7장/616개
8""804224""033804",10507.27128982544,,,"칼라분류라벨
NO.C10-504
9mm
7장/616개
8""804224""033804",15972.559928894043,,
icdar_tr_img_05065,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05065.jpg,"힐링더하기
지압/마사지
국가공인자격증을 소지한","None, Korean",ICDAR_mini,"힐링더하기
지압/마사지
국가공인자격증을
소지한",10003.551959991455,,,"힐링더하기
지압/마사지
국가공인자격증을
소지한",8808.27283859253,,
icdar_tr_img_05071,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05071.jpg,"CGV
대학로 문화극장
목탑
6F","Symbols, Korean, None, Latin",ICDAR_mini,"CGV
문화극장
대학로
긋모
옥탑
6F
얼굴이다
은
DELIGHTFUL
/
NCE
LIF",12842.466115951538,,,"CGV
문화극장
대학로
긋모
옥탑
6F
얼굴이다
은
DELIGHTFUL
/
NCE
LIF",12342.166900634766,,
icdar_tr_img_05100,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05100.jpg,"LG U+ 한성대직영점
기기변경
LG U+
본사지정
담당센터","Mixed, Korean, None, Latin",ICDAR_mini,"U+
클
LG
한성대직영점
프리미엄
기기변경
18개월
매월
응
시
H클럽
인트로
무료
2편
무료
U+
멩버십
LG
본사지정
담당센터",8690.318822860718,,,"U+
클
LG
한성대직영점
프리미엄
기기변경
18개월
매월
응
시
H클럽
인트로
무료
2편
무료
U+
멩버십
LG
본사지정
담당센터",10346.712112426758,,
icdar_tr_img_05112,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05112.jpg,"- 융복합형 산림비즈니스
- 개발 연구사업단
- Research Center for Integrated Forest Business

(Note: A circular logo is present but its text is not legible in the image.)","Latin, None, Korean",ICDAR_mini,"산림비즈니스
연구사업단
융복합형
개발
Business
작동중
Forest
CCTV
Integrated
telecop
Kt
for
Center
821-5112
Research
TIONAL",12350.22521018982,,,"산림비즈니스
연구사업단
융복합형
개발
Business
작동중
Forest
CCTV
Integrated
telecop
Kt
for
Center
821-5112
Research
TIONAL",15277.795791625977,,
icdar_tr_img_05136,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05136.jpg,"Text extracted from the image:

- 뮤직홈 음악연구소
- “처음 배우는 사람도 입단 가능한…”","Latin, None, Korean",ICDAR_mini,"자담배
청춘
와인
SKY
BLUE
20
음악연구소
뮤직홈
가능한...”
“처음
배우는
사람도
입단",11200.579166412354,,,"자담배
청춘
와인
SKY
BLUE
20
음악연구소
뮤직홈
가능한...”
“처음
배우는
사람도
입단",15059.394121170044,,
icdar_tr_img_05146,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05146.jpg,서울특별시,"Latin, None, Korean",ICDAR_mini,"대
문
중
서울
특별시
예친분
大",10341.197729110718,,,"대
문
중
서울
특별시
예친분
大",8882.671117782593,,
icdar_tr_img_05153,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05153.jpg,"- EXIT
- 비상문
- EXIT (appears together with 비상문)
- 32

Note: There is a small line of Korean text along the bottom edge that is too blurry to read accurately in this image.","Latin, Korean",ICDAR_mini,"비상문
EXIT
3
사용할수없음
법정장소에는
2
하는
걸치되어이
유도둥이",15973.014116287231,,,"비상문
EXIT
3
사용할수없음
법정장소에는
2
하는
걸치되어이
유도둥이",13716.883182525635,,
icdar_tr_img_05175,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05175.jpg,"- 낙원
- 떡방앗간
- 763-2813
- 명동길
- Myeongdong-gil
- 48","Latin, Symbols, None, Korean",ICDAR_mini,"낙원
떡방앗간
2813
763
-
명륜길
48",9578.1729221344,,,"낙원
떡방앗간
2813
763
-
명륜길
48",9959.786891937256,,
icdar_tr_img_05182,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05182.jpg,"계산은 부담입니다.
음료는 take-out 안됩니다
take-out 컵이 없어서 ..ㅠ","Latin, Korean",ICDAR_mini,"후불
입니다.
계산은
안립니다
take-out
음료는
take-out
없어서..ᄁ
컵이
OKPOS",8342.82898902893,,,"후불
입니다.
계산은
안립니다
take-out
음료는
take-out
없어서..ᄁ
컵이
OKPOS",10136.595964431763,,
icdar_tr_img_05183,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05183.jpg,,"Latin, None, Korean",ICDAR_mini,"실크빙수
신규가입
복권
기기변경
중
사용을
연결
GIGA
무료
판매점
나눔
6/45
Lotto
6
45
520
복권
연금
즉석식복권
스피또
없습니다.
수
판매할
없습니다.
복권을
에게는
수
초과할
미만)
19세
(만
청소년
1인
매는",9390.653848648071,,,"실크빙수
신규가입
복권
기기변경
중
사용을
연결
GIGA
무료
판매점
나눔
6/45
Lotto
6
45
520
복권
연금
즉석식복권
스피또
없습니다.
수
판매할
없습니다.
복권을
에게는
수
초과할
미만)
19세
(만
청소년
1인
매는",15288.697957992554,,
icdar_tr_img_05200,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05200.jpg,,"None, Korean",ICDAR_mini,월풀빨래방,13290.141105651855,,,월풀빨래방,16791.89705848694,,
icdar_tr_img_05206,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05206.jpg,"출차 주의
외부 차량 진입 금지",Korean,ICDAR_mini,"출차주의
외부차량진입금지",8320.372343063354,,,"출차주의
외부차량진입금지",14686.733961105347,,
icdar_tr_img_05216,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05216.jpg,"- 따끈한 도시락
- 한글
- T.825-7785~6
- 82","Latin, Mixed, Korean",ICDAR_mini,"한
솥
따끈한
도시락
T.825-7785~6
궁돌오L3번길
""쓰레기는
82
솥
한
래
3식기반납하는",9748.454809188843,,,"한
솥
따끈한
도시락
T.825-7785~6
궁돌오L3번길
""쓰레기는
82
솥
한
래
3식기반납하는",13381.578922271729,,
icdar_tr_img_05223,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05223.jpg,"네이처
멜버스데이","Latin, Korean",ICDAR_mini,"네이처
멤버스데이",8350.551128387451,,,"네이처
멤버스데이",8908.707857131958,,
icdar_tr_img_05246,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05246.jpg,,"Symbols, None, Latin, Korean, Mixed",ICDAR_mini,"프렌치
르
Le
Panier
레스토랑
빠니에
Bleu
&
웰빙
하
핸드드립
츄[HUE]
하우스
전문카페
블루
2
&
와인바",15303.229093551636,,,"프렌치
르
Le
Panier
레스토랑
빠니에
Bleu
&
웰빙
하
핸드드립
츄[HUE]
하우스
전문카페
블루
2
&
와인바",15076.377868652344,,
icdar_tr_img_05257,/Users/kenzabenkirane/Documents/GitHub/research-playground/datasets/parsing/ICDAR/ImagesPart2/tr_img_05257.jpg,"- 우수협력업체
- H 현대해상화재보험
- H 현대하이카다이렉트","Latin, Korean",ICDAR_mini,"우수협력업체
H
H
현대하이카다이렉트
현대해상화재보험",7686.982870101929,,,"우수협력업체
H
H
현대하이카다이렉트
현대해상화재보험",12786.445140838623,,
