phase,sample_id,ground_truth_box_count,azure_intelligence_box_count,azure_intelligence_cat1_count,azure_intelligence_cat2_count,azure_intelligence_cat3_count,azure_intelligence_cat4_count,azure_intelligence_cat5_count,azure_intelligence_inference_time_ms,gpt-5-mini_box_count,gpt-5-mini_cat1_count,gpt-5-mini_cat2_count,gpt-5-mini_cat3_count,gpt-5-mini_cat4_count,gpt-5-mini_cat5_count,gpt-5-mini_inference_time_ms,gpt-5-nano_box_count,gpt-5-nano_cat1_count,gpt-5-nano_cat2_count,gpt-5-nano_cat3_count,gpt-5-nano_cat4_count,gpt-5-nano_cat5_count,gpt-5-nano_inference_time_ms,mistral_document_ai_box_count,mistral_document_ai_cat1_count,mistral_document_ai_cat2_count,mistral_document_ai_cat3_count,mistral_document_ai_cat4_count,mistral_document_ai_cat5_count,mistral_document_ai_inference_time_ms
P-A,229220,3,280,279,1,0,0,0,3371.5410232543945,,,,,,,,,,,,,,,0,0,0,0,0,0,9781.537055969238
P-A,229221,8,222,221,1,0,0,0,3351.123094558716,,,,,,,,,,,,,,,0,0,0,0,0,0,9404.891967773438
P-A,229222,7,172,171,1,0,0,0,4478.132009506226,,,,,,,,,,,,,,,0,0,0,0,0,0,5770.133972167969
P-A,229223,10,173,172,1,0,0,0,4516.525983810425,,,,,,,,,,,,,,,0,0,0,0,0,0,11908.204078674316
P-A,229231,7,112,111,1,0,0,0,3435.4758262634277,,,,,,,,,,,,,,,0,0,0,0,0,0,3040.1902198791504
P-A,229232,21,101,100,1,0,0,0,3303.325891494751,,,,,,,,,,,,,,,0,0,0,0,0,0,2693.871021270752
P-A,229233,14,101,100,1,0,0,0,3289.5920276641846,,,,,,,,,,,,,,,0,0,0,0,0,0,3848.4652042388916
P-A,229234,3,23,22,1,0,0,0,2971.149206161499,,,,,,,,,,,,,,,0,0,0,0,0,0,1652.9042720794678
P-A,232898,9,78,76,2,0,0,0,3280.251979827881,,,,,,,,,,,,,,,0,0,0,0,0,0,3107.8500747680664
P-A,232903,15,107,107,0,0,0,0,3460.0908756256104,,,,,,,,,,,,,,,0,0,0,0,0,0,4785.077095031738
P-A,238569,6,116,116,0,0,0,0,9160.001039505005,,,,,,,,,,,,,,,0,0,0,0,0,0,3341.1340713500977
P-A,242359,12,58,57,1,0,0,0,4403.050899505615,,,,,,,,,,,,,,,0,0,0,0,0,0,2853.75714302063
P-A,245343,13,62,62,0,0,0,0,3627.855062484741,,,,,,,,,,,,,,,0,0,0,0,0,0,4665.087938308716
P-A,245379,2,214,214,0,0,0,0,3287.1320247650146,,,,,,,,,,,,,,,0,0,0,0,0,0,31551.674127578735
P-A,245380,2,208,208,0,0,0,0,3223.8330841064453,,,,,,,,,,,,,,,0,0,0,0,0,0,3144.4311141967773
P-A,246598,11,75,73,2,0,0,0,3315.3064250946045,,,,,,,,,,,,,,,0,0,0,0,0,0,4121.155023574829
P-A,251809,8,167,167,0,0,0,0,3405.137062072754,,,,,,,,,,,,,,,0,0,0,0,0,0,5612.933874130249
P-A,2602,9,141,141,0,0,0,0,3553.1091690063477,,,,,,,,,,,,,,,0,0,0,0,0,0,5336.98296546936
P-A,260541,15,84,80,4,0,0,0,3299.0660667419434,,,,,,,,,,,,,,,0,0,0,0,0,0,3167.447805404663
P-A,260556,11,177,177,0,0,0,0,3368.5319423675537,,,,,,,,,,,,,,,0,0,0,0,0,0,4608.4442138671875
P-A,260563,2,133,133,0,0,0,0,3213.3617401123047,,,,,,,,,,,,,,,0,0,0,0,0,0,2615.4870986938477
P-A,260604,19,119,119,0,0,0,0,3477.1907329559326,,,,,,,,,,,,,,,0,0,0,0,0,0,3724.8730659484863
P-A,260605,10,124,124,0,0,0,0,3397.5839614868164,,,,,,,,,,,,,,,0,0,0,0,0,0,3070.214033126831
P-A,260614,15,119,119,0,0,0,0,3454.678773880005,,,,,,,,,,,,,,,0,0,0,0,0,0,5160.441160202026
P-A,260615,22,116,116,0,0,0,0,3515.3322219848633,,,,,,,,,,,,,,,0,0,0,0,0,0,3715.2011394500732
P-A,260616,18,120,120,0,0,0,0,3495.5856800079346,,,,,,,,,,,,,,,0,0,0,0,0,0,3552.299976348877
P-A,260857,8,184,184,0,0,0,0,3372.0810413360596,,,,,,,,,,,,,,,0,0,0,0,0,0,5262.389898300171
P-A,260858,8,117,117,0,0,0,0,3472.6359844207764,,,,,,,,,,,,,,,0,0,0,0,0,0,3892.2741413116455
P-A,260861,13,147,147,0,0,0,0,3209.3281745910645,,,,,,,,,,,,,,,0,0,0,0,0,0,11331.335067749023
P-A,260862,12,142,142,0,0,0,0,7807.207107543945,,,,,,,,,,,,,,,0,0,0,0,0,0,4763.927698135376
P-A,260872,10,106,106,0,0,0,0,3417.3521995544434,,,,,,,,,,,,,,,0,0,0,0,0,0,6635.1659297943115
P-A,260877,12,106,106,0,0,0,0,5706.533193588257,,,,,,,,,,,,,,,0,0,0,0,0,0,4009.0951919555664
P-A,260878,9,111,111,0,0,0,0,5717.002153396606,,,,,,,,,,,,,,,0,0,0,0,0,0,3415.4958724975586
P-A,263220,11,79,79,0,0,0,0,3374.856948852539,,,,,,,,,,,,,,,0,0,0,0,0,0,3293.66397857666
P-A,264303,12,111,111,0,0,0,0,3417.86789894104,,,,,,,,,,,,,,,0,0,0,0,0,0,6426.003932952881
P-A,264304,8,112,112,0,0,0,0,3429.615020751953,,,,,,,,,,,,,,,0,0,0,0,0,0,3139.708995819092
P-A,2648,11,105,105,0,0,0,0,3423.302173614502,,,,,,,,,,,,,,,0,0,0,0,0,0,7033.483028411865
P-A,2649,10,105,105,0,0,0,0,4566.317081451416,,,,,,,,,,,,,,,0,0,0,0,0,0,6731.558084487915
P-A,2650,7,110,110,0,0,0,0,3581.390142440796,,,,,,,,,,,,,,,0,0,0,0,0,0,4541.762113571167
P-A,266946,11,67,67,0,0,0,0,3322.5159645080566,,,,,,,,,,,,,,,0,0,0,0,0,0,2986.5968227386475
P-A,269280,14,66,64,2,0,0,0,4381.104946136475,,,,,,,,,,,,,,,0,0,0,0,0,0,2452.6491165161133
P-A,269283,12,69,67,2,0,0,0,3324.040174484253,,,,,,,,,,,,,,,0,0,0,0,0,0,3595.433235168457
P-A,269513,17,101,101,0,0,0,0,3199.6588706970215,,,,,,,,,,,,,,,0,0,0,0,0,0,2814.8932456970215
P-A,269723,8,82,82,0,0,0,0,3280.103921890259,,,,,,,,,,,,,,,0,0,0,0,0,0,2102.5772094726562
P-A,269724,23,78,78,0,0,0,0,3313.469886779785,,,,,,,,,,,,,,,0,0,0,0,0,0,4238.399982452393
P-A,269725,10,123,123,0,0,0,0,4604.656219482422,,,,,,,,,,,,,,,0,0,0,0,0,0,3233.775854110718
P-A,269726,12,116,116,0,0,0,0,3437.912702560425,,,,,,,,,,,,,,,0,0,0,0,0,0,8215.748071670532
P-A,269727,13,114,114,0,0,0,0,3439.671039581299,,,,,,,,,,,,,,,0,0,0,0,0,0,3807.358980178833
P-A,282465,11,61,58,3,0,0,0,6639.405250549316,,,,,,,,,,,,,,,0,0,0,0,0,0,4994.7028160095215
P-A,282467,11,78,76,2,0,0,0,6625.963926315308,,,,,,,,,,,,,,,0,0,0,0,0,0,4389.383316040039
P-A,282474,11,58,55,3,0,0,0,3219.7329998016357,,,,,,,,,,,,,,,0,0,0,0,0,0,2676.7008304595947
P-A,282475,13,63,60,3,0,0,0,3194.7240829467773,,,,,,,,,,,,,,,0,0,0,0,0,0,2937.17885017395
P-A,282482,12,56,51,5,0,0,0,3386.482000350952,,,,,,,,,,,,,,,0,0,0,0,0,0,9209.532022476196
P-A,282484,12,58,54,4,0,0,0,3325.551986694336,,,,,,,,,,,,,,,0,0,0,0,0,0,2450.446128845215
P-A,282496,11,62,59,3,0,0,0,4367.755889892578,,,,,,,,,,,,,,,0,0,0,0,0,0,3678.938865661621
P-A,282498,11,64,61,3,0,0,0,5464.069843292236,,,,,,,,,,,,,,,0,0,0,0,0,0,2903.0961990356445
P-A,282501,10,75,73,2,0,0,0,5593.257188796997,,,,,,,,,,,,,,,0,0,0,0,0,0,2675.0540733337402
P-A,282516,13,121,121,0,0,0,0,4655.866861343384,,,,,,,,,,,,,,,0,0,0,0,0,0,3776.0729789733887
P-A,282517,14,93,91,2,0,0,0,3250.258207321167,,,,,,,,,,,,,,,0,0,0,0,0,0,4067.9988861083984
P-A,282518,16,117,117,0,0,0,0,3425.306797027588,,,,,,,,,,,,,,,0,0,0,0,0,0,7412.568092346191
P-A,282524,18,123,122,1,0,0,0,3457.7295780181885,,,,,,,,,,,,,,,0,0,0,0,0,0,10049.296140670776
P-A,282525,13,123,123,0,0,0,0,3414.2398834228516,,,,,,,,,,,,,,,0,0,0,0,0,0,3783.4150791168213
P-A,282551,14,114,114,0,0,0,0,4391.532897949219,,,,,,,,,,,,,,,0,0,0,0,0,0,5800.513982772827
P-A,282554,8,109,109,0,0,0,0,3401.819944381714,,,,,,,,,,,,,,,0,0,0,0,0,0,12259.410858154297
P-A,282555,9,114,114,0,0,0,0,4372.924089431763,,,,,,,,,,,,,,,0,0,0,0,0,0,3433.850049972534
P-A,282556,10,87,87,0,0,0,0,4360.5639934539795,,,,,,,,,,,,,,,0,0,0,0,0,0,3746.7708587646484
P-A,282557,11,86,86,0,0,0,0,3316.6849613189697,,,,,,,,,,,,,,,0,0,0,0,0,0,3159.058094024658
P-A,282558,4,54,54,0,0,0,0,3250.3440380096436,,,,,,,,,,,,,,,0,0,0,0,0,0,2444.362163543701
P-A,282559,6,102,102,0,0,0,0,3215.617895126343,,,,,,,,,,,,,,,0,0,0,0,0,0,3679.1820526123047
P-A,282560,7,72,72,0,0,0,0,3210.9999656677246,,,,,,,,,,,,,,,0,0,0,0,0,0,2358.675003051758
P-A,282561,8,79,79,0,0,0,0,3290.2212142944336,,,,,,,,,,,,,,,0,0,0,0,0,0,2379.8158168792725
P-A,282562,5,85,79,6,0,0,0,3312.4871253967285,,,,,,,,,,,,,,,0,0,0,0,0,0,2803.7939071655273
P-A,282563,7,90,85,5,0,0,0,3216.61639213562,,,,,,,,,,,,,,,0,0,0,0,0,0,2557.204008102417
P-A,282599,10,109,109,0,0,0,0,3503.6780834198,,,,,,,,,,,,,,,0,0,0,0,0,0,3939.845085144043
P-A,282617,10,109,109,0,0,0,0,6912.371873855591,,,,,,,,,,,,,,,0,0,0,0,0,0,6540.121078491211
P-A,282618,7,109,109,0,0,0,0,3490.7941818237305,,,,,,,,,,,,,,,0,0,0,0,0,0,5222.732782363892
P-A,282619,16,106,106,0,0,0,0,3426.447868347168,,,,,,,,,,,,,,,0,0,0,0,0,0,3634.7968578338623
P-A,284443,7,44,40,4,0,0,0,4367.76328086853,,,,,,,,,,,,,,,0,0,0,0,0,0,2226.809024810791
P-A,285436,12,62,61,1,0,0,0,3196.2742805480957,,,,,,,,,,,,,,,0,0,0,0,0,0,3207.376718521118
P-A,289,13,133,133,0,0,0,0,3259.8769664764404,,,,,,,,,,,,,,,0,0,0,0,0,0,5498.946666717529
P-A,289762,10,71,69,2,0,0,0,5508.477210998535,,,,,,,,,,,,,,,0,0,0,0,0,0,2595.0570106506348
P-A,289763,9,100,100,0,0,0,0,4678.714990615845,,,,,,,,,,,,,,,0,0,0,0,0,0,3450.977087020874
P-A,289764,5,70,66,4,0,0,0,7896.533966064453,,,,,,,,,,,,,,,0,0,0,0,0,0,2375.343084335327
P-A,289765,7,106,106,0,0,0,0,3335.7720375061035,,,,,,,,,,,,,,,0,0,0,0,0,0,3300.957202911377
P-A,289766,9,111,111,0,0,0,0,3472.3381996154785,,,,,,,,,,,,,,,0,0,0,0,0,0,3167.2568321228027
P-A,289767,9,111,111,0,0,0,0,6928.092956542969,,,,,,,,,,,,,,,0,0,0,0,0,0,3193.5298442840576
P-A,289768,9,112,112,0,0,0,0,4629.956960678101,,,,,,,,,,,,,,,0,0,0,0,0,0,3398.4591960906982
P-A,289769,9,111,111,0,0,0,0,3417.1390533447266,,,,,,,,,,,,,,,0,0,0,0,0,0,3619.929075241089
P-A,289770,8,111,111,0,0,0,0,3423.907995223999,,,,,,,,,,,,,,,0,0,0,0,0,0,2969.064235687256
P-A,292512,10,112,112,0,0,0,0,6765.981912612915,,,,,,,,,,,,,,,0,0,0,0,0,0,10908.437013626099
P-A,292520,6,91,91,0,0,0,0,7834.6099853515625,,,,,,,,,,,,,,,0,0,0,0,0,0,3736.082077026367
P-A,292538,8,99,99,0,0,0,0,3330.2407264709473,,,,,,,,,,,,,,,0,0,0,0,0,0,2922.297954559326
P-A,298464,8,148,148,0,0,0,0,3326.169013977051,,,,,,,,,,,,,,,0,0,0,0,0,0,3475.621223449707
P-A,298465,6,129,125,4,0,0,0,7905.246019363403,,,,,,,,,,,,,,,0,0,0,0,0,0,3388.2508277893066
P-A,298466,5,146,146,0,0,0,0,3391.339063644409,,,,,,,,,,,,,,,0,0,0,0,0,0,10233.240127563477
P-A,298467,8,122,122,0,0,0,0,3274.7299671173096,,,,,,,,,,,,,,,0,0,0,0,0,0,2966.08304977417
P-A,298468,4,140,140,0,0,0,0,3234.7099781036377,,,,,,,,,,,,,,,0,0,0,0,0,0,7635.6518268585205
P-A,298469,5,123,123,0,0,0,0,3318.9308643341064,,,,,,,,,,,,,,,0,0,0,0,0,0,4549.81803894043
P-A,300825,6,80,80,0,0,0,0,3349.9577045440674,,,,,,,,,,,,,,,0,0,0,0,0,0,2147.793769836426
P-A,301274,14,86,86,0,0,0,0,3414.552927017212,,,,,,,,,,,,,,,0,0,0,0,0,0,3240.7748699188232
P-A,301277,13,133,133,0,0,0,0,3442.5179958343506,,,,,,,,,,,,,,,0,0,0,0,0,0,4929.146766662598
P-A,301280,14,127,127,0,0,0,0,11551.764965057373,,,,,,,,,,,,,,,0,0,0,0,0,0,3576.7221450805664
P-A,301391,6,87,86,1,0,0,0,3213.278293609619,,,,,,,,,,,,,,,0,0,0,0,0,0,2376.7991065979004
P-A,301392,10,106,106,0,0,0,0,3463.8941287994385,,,,,,,,,,,,,,,0,0,0,0,0,0,7947.705030441284
P-A,301424,10,116,116,0,0,0,0,4658.227920532227,,,,,,,,,,,,,,,0,0,0,0,0,0,3485.520839691162
P-A,305969,11,74,73,1,0,0,0,3317.7151679992676,,,,,,,,,,,,,,,0,0,0,0,0,0,2762.7689838409424
P-A,306552,7,88,87,1,0,0,0,5630.00226020813,,,,,,,,,,,,,,,0,0,0,0,0,0,13524.13296699524
P-A,307269,12,59,56,3,0,0,0,3257.3649883270264,,,,,,,,,,,,,,,0,0,0,0,0,0,2948.815107345581
P-A,308575,12,98,97,1,0,0,0,9075.225830078125,,,,,,,,,,,,,,,0,0,0,0,0,0,3108.7629795074463
P-A,308592,10,109,108,1,0,0,0,3488.1889820098877,,,,,,,,,,,,,,,0,0,0,0,0,0,6345.32904624939
P-A,308605,10,99,99,0,0,0,0,3194.6640014648438,,,,,,,,,,,,,,,0,0,0,0,0,0,8520.860195159912
P-A,308606,8,90,90,0,0,0,0,3352.1409034729004,,,,,,,,,,,,,,,0,0,0,0,0,0,2843.6596393585205
P-A,308652,5,119,119,0,0,0,0,3437.4828338623047,,,,,,,,,,,,,,,0,0,0,0,0,0,5838.081836700439
P-A,308653,9,117,117,0,0,0,0,3431.0262203216553,,,,,,,,,,,,,,,0,0,0,0,0,0,5058.125972747803
P-A,309837,14,93,93,0,0,0,0,3446.8061923980713,,,,,,,,,,,,,,,0,0,0,0,0,0,3150.347948074341
P-A,309844,14,148,148,0,0,0,0,5840.692043304443,,,,,,,,,,,,,,,0,0,0,0,0,0,4322.832822799683
P-A,309871,13,122,122,0,0,0,0,3440.9210681915283,,,,,,,,,,,,,,,0,0,0,0,0,0,4149.288892745972
P-A,309872,14,121,121,0,0,0,0,5712.476015090942,,,,,,,,,,,,,,,0,0,0,0,0,0,3814.494848251343
P-A,313591,11,57,53,4,0,0,0,5504.49275970459,,,,,,,,,,,,,,,0,0,0,0,0,0,2359.773874282837
P-A,315985,13,96,96,0,0,0,0,3231.759786605835,,,,,,,,,,,,,,,0,0,0,0,0,0,6733.728885650635
P-A,315994,14,101,101,0,0,0,0,5716.422080993652,,,,,,,,,,,,,,,0,0,0,0,0,0,3481.4999103546143
P-A,319972,12,75,75,0,0,0,0,5508.447885513306,,,,,,,,,,,,,,,0,0,0,0,0,0,6289.699077606201
P-A,319984,16,114,114,0,0,0,0,6801.7449378967285,,,,,,,,,,,,,,,0,0,0,0,0,0,3473.332166671753
P-A,319985,12,182,182,0,0,0,0,3523.0278968811035,,,,,,,,,,,,,,,0,0,0,0,0,0,22644.82092857361
P-A,319998,9,107,107,0,0,0,0,3402.5070667266846,,,,,,,,,,,,,,,0,0,0,0,0,0,4395.761251449585
P-A,320912,8,45,41,4,0,0,0,3522.9499340057373,,,,,,,,,,,,,,,0,0,0,0,0,0,2295.2260971069336
P-A,320920,11,60,55,5,0,0,0,4329.007863998413,,,,,,,,,,,,,,,0,0,0,0,0,0,4223.294019699097
P-A,320974,11,72,72,0,0,0,0,3246.9141483306885,,,,,,,,,,,,,,,0,0,0,0,0,0,4808.561325073242
P-A,322545,11,64,61,3,0,0,0,3223.987102508545,,,,,,,,,,,,,,,0,0,0,0,0,0,2286.449193954468
P-A,322553,9,73,71,2,0,0,0,4456.016778945923,,,,,,,,,,,,,,,0,0,0,0,0,0,2296.679973602295
P-A,322572,12,64,61,3,0,0,0,3306.591033935547,,,,,,,,,,,,,,,0,0,0,0,0,0,3031.9509506225586
P-A,322647,7,38,36,2,0,0,0,3196.277141571045,,,,,,,,,,,,,,,0,0,0,0,0,0,1472.6269245147705
P-A,322648,9,76,75,1,0,0,0,3414.7379398345947,,,,,,,,,,,,,,,0,0,0,0,0,0,2230.4210662841797
P-A,322669,11,102,102,0,0,0,0,3503.371000289917,,,,,,,,,,,,,,,0,0,0,0,0,0,3201.069116592407
P-A,322670,12,111,111,0,0,0,0,3415.714979171753,,,,,,,,,,,,,,,0,0,0,0,0,0,3383.124828338623
P-A,325104,8,42,39,3,0,0,0,4350.884199142456,,,,,,,,,,,,,,,0,0,0,0,0,0,2406.4810276031494
P-A,325220,7,60,60,0,0,0,0,4344.070911407471,,,,,,,,,,,,,,,0,0,0,0,0,0,5432.042360305786
P-A,325221,5,113,111,2,0,0,0,3234.433889389038,,,,,,,,,,,,,,,0,0,0,0,0,0,3057.2428703308105
P-A,325222,5,64,54,10,0,0,0,3259.6609592437744,,,,,,,,,,,,,,,0,0,0,0,0,0,2379.0950775146484
P-A,330760,11,137,137,0,0,0,0,3489.936113357544,,,,,,,,,,,,,,,0,0,0,0,0,0,4516.886949539185
P-A,330769,11,108,108,0,0,0,0,3386.8942260742188,,,,,,,,,,,,,,,0,0,0,0,0,0,3257.223129272461
P-A,330770,11,108,108,0,0,0,0,3321.2521076202393,,,,,,,,,,,,,,,0,0,0,0,0,0,3368.2169914245605
P-A,330840,10,52,49,3,0,0,0,5523.439168930054,,,,,,,,,,,,,,,0,0,0,0,0,0,2713.0939960479736
P-A,33124,14,103,103,0,0,0,0,3454.0507793426514,,,,,,,,,,,,,,,0,0,0,0,0,0,4283.646106719971
P-A,337577,13,68,66,2,0,0,0,6719.336986541748,,,,,,,,,,,,,,,0,0,0,0,0,0,2368.8011169433594
P-A,338740,3,40,37,3,0,0,0,3013.795852661133,,,,,,,,,,,,,,,0,0,0,0,0,0,2113.5079860687256
P-A,338741,8,98,98,0,0,0,0,3299.722909927368,,,,,,,,,,,,,,,0,0,0,0,0,0,4309.015989303589
P-A,34813,8,101,101,0,0,0,0,3371.9751834869385,,,,,,,,,,,,,,,0,0,0,0,0,0,2937.1590614318848
P-A,34814,13,95,95,0,0,0,0,6691.441774368286,,,,,,,,,,,,,,,0,0,0,0,0,0,4365.559101104736
P-A,36676,14,72,71,1,0,0,0,4368.1800365448,,,,,,,,,,,,,,,0,0,0,0,0,0,2963.197946548462
P-A,36757,14,89,89,0,0,0,0,3311.690092086792,,,,,,,,,,,,,,,0,0,0,0,0,0,7475.742816925049
P-A,3688,10,62,59,3,0,0,0,3373.992919921875,,,,,,,,,,,,,,,0,0,0,0,0,0,2601.9699573516846
P-A,39888,6,98,97,1,0,0,0,3385.43701171875,,,,,,,,,,,,,,,0,0,0,0,0,0,2928.1153678894043
P-A,39913,13,66,64,2,0,0,0,3227.0398139953613,,,,,,,,,,,,,,,0,0,0,0,0,0,3155.6396484375
P-A,39916,11,75,72,3,0,0,0,3217.867851257324,,,,,,,,,,,,,,,0,0,0,0,0,0,2561.995029449463
P-A,39917,8,43,40,3,0,0,0,3433.272123336792,,,,,,,,,,,,,,,0,0,0,0,0,0,2517.596960067749
P-A,39925,12,66,63,3,0,0,0,3208.544969558716,,,,,,,,,,,,,,,0,0,0,0,0,0,2482.4721813201904
P-A,41151,11,66,62,4,0,0,0,3265.545129776001,,,,,,,,,,,,,,,0,0,0,0,0,0,2485.262632369995
P-A,41163,11,59,54,5,0,0,0,3318.5558319091797,,,,,,,,,,,,,,,0,0,0,0,0,0,2992.4569129943848
P-A,41222,19,90,90,0,0,0,0,6734.469890594482,,,,,,,,,,,,,,,0,0,0,0,0,0,2407.3801040649414
P-A,41584,10,66,64,2,0,0,0,3374.7169971466064,,,,,,,,,,,,,,,0,0,0,0,0,0,5243.52502822876
P-A,41590,12,59,56,3,0,0,0,3230.9720516204834,,,,,,,,,,,,,,,0,0,0,0,0,0,4494.570255279541
P-A,41593,8,43,40,3,0,0,0,3194.636821746826,,,,,,,,,,,,,,,0,0,0,0,0,0,2097.460985183716
P-A,41594,9,45,42,3,0,0,0,3227.726936340332,,,,,,,,,,,,,,,0,0,0,0,0,0,2848.20294380188
P-A,41602,16,73,72,1,0,0,0,3284.4762802124023,,,,,,,,,,,,,,,0,0,0,0,0,0,4850.827932357788
P-A,41606,13,62,60,2,0,0,0,3360.560178756714,,,,,,,,,,,,,,,0,0,0,0,0,0,2231.532096862793
P-A,41608,13,65,62,3,0,0,0,3227.458953857422,,,,,,,,,,,,,,,0,0,0,0,0,0,3058.687925338745
P-A,41642,18,150,150,0,0,0,0,3463.1288051605225,,,,,,,,,,,,,,,0,0,0,0,0,0,5280.120849609375
P-A,41643,16,159,159,0,0,0,0,3376.3797283172607,,,,,,,,,,,,,,,0,0,0,0,0,0,3984.2307567596436
P-A,41652,19,113,111,2,0,0,0,4466.594934463501,,,,,,,,,,,,,,,0,0,0,0,0,0,3071.4430809020996
P-A,41653,13,71,70,1,0,0,0,3206.07590675354,,,,,,,,,,,,,,,0,0,0,0,0,0,2364.562749862671
P-A,41654,19,123,123,0,0,0,0,5648.132085800171,,,,,,,,,,,,,,,0,0,0,0,0,0,3804.910898208618
P-A,41658,15,111,108,3,0,0,0,3226.9210815429688,,,,,,,,,,,,,,,0,0,0,0,0,0,5717.336177825928
P-A,41659,11,110,108,2,0,0,0,3224.452018737793,,,,,,,,,,,,,,,0,0,0,0,0,0,3400.8419513702393
P-A,41660,13,139,139,0,0,0,0,4637.588024139404,,,,,,,,,,,,,,,0,0,0,0,0,0,5263.1847858428955
P-A,41661,20,108,108,0,0,0,0,3324.5928287506104,,,,,,,,,,,,,,,0,0,0,0,0,0,3548.1228828430176
P-A,41690,5,62,59,3,0,0,0,3116.089105606079,,,,,,,,,,,,,,,0,0,0,0,0,0,2084.7811698913574
P-A,41691,8,61,55,6,0,0,0,4280.273914337158,,,,,,,,,,,,,,,0,0,0,0,0,0,3182.84273147583
P-A,41706,14,107,107,0,0,0,0,3471.0769653320312,,,,,,,,,,,,,,,0,0,0,0,0,0,2981.091022491455
P-A,41714,22,101,101,0,0,0,0,3361.0382080078125,,,,,,,,,,,,,,,0,0,0,0,0,0,4206.271171569824
P-A,41717,23,105,105,0,0,0,0,6069.279909133911,,,,,,,,,,,,,,,0,0,0,0,0,0,3571.152925491333
P-A,41718,21,105,105,0,0,0,0,4569.530963897705,,,,,,,,,,,,,,,0,0,0,0,0,0,3096.951961517334
P-A,41719,13,109,109,0,0,0,0,5842.276811599731,,,,,,,,,,,,,,,0,0,0,0,0,0,4449.061870574951
P-A,41720,18,106,106,0,0,0,0,3444.5018768310547,,,,,,,,,,,,,,,0,0,0,0,0,0,3757.050037384033
P-A,42585,7,59,57,2,0,0,0,3235.8171939849854,,,,,,,,,,,,,,,0,0,0,0,0,0,2410.6481075286865
P-A,42588,8,67,65,2,0,0,0,3278.7818908691406,,,,,,,,,,,,,,,0,0,0,0,0,0,2370.6889152526855
P-A,42627,7,91,91,0,0,0,0,4465.728998184204,,,,,,,,,,,,,,,0,0,0,0,0,0,3696.864128112793
P-A,42697,5,39,38,1,0,0,0,3120.8043098449707,,,,,,,,,,,,,,,0,0,0,0,0,0,1783.7917804718018
P-A,42698,6,62,62,0,0,0,0,3266.695261001587,,,,,,,,,,,,,,,0,0,0,0,0,0,3965.9979343414307
P-A,42712,11,107,107,0,0,0,0,3444.7851181030273,,,,,,,,,,,,,,,0,0,0,0,0,0,5828.861951828003
P-A,42713,10,106,106,0,0,0,0,4716.536045074463,,,,,,,,,,,,,,,0,0,0,0,0,0,4288.311004638672
P-A,42714,8,115,115,0,0,0,0,3418.613910675049,,,,,,,,,,,,,,,0,0,0,0,0,0,3056.360960006714
P-A,42715,10,106,106,0,0,0,0,3452.803134918213,,,,,,,,,,,,,,,0,0,0,0,0,0,4423.369884490967
P-A,42845,10,73,70,3,0,0,0,3190.783977508545,,,,,,,,,,,,,,,0,0,0,0,0,0,4332.040071487427
P-A,43046,13,62,59,3,0,0,0,3241.111993789673,,,,,,,,,,,,,,,0,0,0,0,0,0,4055.705785751343
P-A,43095,11,121,121,0,0,0,0,4602.078199386597,,,,,,,,,,,,,,,0,0,0,0,0,0,8301.516056060791
P-A,46023,15,100,100,0,0,0,0,3597.8193283081055,,,,,,,,,,,,,,,0,0,0,0,0,0,3188.267230987549
P-A,50161,16,123,123,0,0,0,0,6665.900945663452,,,,,,,,,,,,,,,0,0,0,0,0,0,6438.359022140503
P-A,50162,11,111,111,0,0,0,0,3497.4520206451416,,,,,,,,,,,,,,,0,0,0,0,0,0,3166.4657592773438
P-A,50244,17,102,102,0,0,0,0,3406.519889831543,,,,,,,,,,,,,,,0,0,0,0,0,0,2808.6252212524414
P-A,50245,8,104,104,0,0,0,0,3400.122880935669,,,,,,,,,,,,,,,0,0,0,0,0,0,2942.8951740264893
P-A,5185,9,69,67,2,0,0,0,4386.568069458008,,,,,,,,,,,,,,,0,0,0,0,0,0,2740.046739578247
P-A,5221,13,150,149,1,0,0,0,3255.913019180298,,,,,,,,,,,,,,,0,0,0,0,0,0,14717.12589263916
P-A,5222,12,99,97,2,0,0,0,3224.91192817688,,,,,,,,,,,,,,,0,0,0,0,0,0,3243.2188987731934
P-A,56840,6,93,90,3,0,0,0,3309.7410202026367,,,,,,,,,,,,,,,0,0,0,0,0,0,4841.413974761963
P-A,56858,11,75,72,3,0,0,0,3267.026901245117,,,,,,,,,,,,,,,0,0,0,0,0,0,3476.168155670166
P-A,65049,15,73,71,2,0,0,0,3232.2299480438232,,,,,,,,,,,,,,,0,0,0,0,0,0,2712.18204498291
P-A,65085,11,144,144,0,0,0,0,3239.475965499878,,,,,,,,,,,,,,,0,0,0,0,0,0,3210.2630138397217
P-A,65086,10,110,110,0,0,0,0,3387.8448009490967,,,,,,,,,,,,,,,0,0,0,0,0,0,3439.6486282348633
P-A,65163,12,107,107,0,0,0,0,10287.267923355103,,,,,,,,,,,,,,,0,0,0,0,0,0,4301.433801651001
P-A,67353,6,96,94,2,0,0,0,3433.2780838012695,,,,,,,,,,,,,,,0,0,0,0,0,0,2663.2158756256104
P-A,68451,11,63,62,1,0,0,0,3330.2440643310547,,,,,,,,,,,,,,,0,0,0,0,0,0,3780.964136123657
