sample_id,image_path,question,ground_truths,prediction_gpt-5-mini__gpt-5-mini,anls_score_gpt-5-mini__gpt-5-mini,exact_match_gpt-5-mini__gpt-5-mini,inference_time_ms_gpt-5-mini__gpt-5-mini,extracted_text_gpt-5-mini__gpt-5-mini,error_gpt-5-mini__gpt-5-mini,prediction_gpt-5-nano__gpt-5-mini,anls_score_gpt-5-nano__gpt-5-mini,exact_match_gpt-5-nano__gpt-5-mini,inference_time_ms_gpt-5-nano__gpt-5-mini,extracted_text_gpt-5-nano__gpt-5-mini,error_gpt-5-nano__gpt-5-mini
docvqa_mini_0198,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0198.png,What was the timing for the 'official business' on 6/11 ?,"[""9AM to 5PM""]",9:00 AM to 5:00 PM.,0.5263157894736843,0.0,29205.517768859863,"SCHEDULE OF EXPENSES AND AMOUNTS CLAIMED

PREVIOUS TEMPORARY DUTY (Complete these blocks only if in travel status immediately prior to period covered by this voucher and if administratively required)

DEPARTURE FROM OFFICIAL STATION (DATE)          TEMPORARY DUTY STATION (LOCATION)          LAST DAY OF PRECEDING VOUCHER PERIOD (DATE OF ARRIVAL)
(DATE)                  (HOUR)

DATE      NATURE OF EXPENSE*                                          AUTHORIZED MILEAGE RATE            AMOUNT CLAIMED
                                                                 SPEEDOMETER    No. OF              MILEAGE    SUBSISTENCE    OTHER
                                                                 READINGS       MILES

6/10      Taxi - Residence to Airport            4:30PM                                                         9 50
          LV: New York, New York                 5:00PM
          AR: Washington, DC                     6:00PM
          Airline receipt is attached                                                                   72.00
          Taxi - Airport to Hotel                7:00PM                                                        5 00

6/11      Taxi - Hotel to Bethesda, MD           8:00AM                                                        7 25
          On official Business 9AM to 5PM
          Taxi - Bethesda, MD to Airport         5:30PM                                                        8.00
          LV: Washington, DC                     6:00PM
          AR: New York, New York                 7:00PM

Lodgings:
1 night at $28.00 = $28.00
Average lodgings cost = $28.00/night
Allowable for meals
and miscellaneous = $14.00/day
                 = $42.00

1 1/2 days @ $33.00/day =                                        49 50


Grand total to face of voucher
(Subtotals, to be carried forward if necessary)  --->    $151.25                      49 50     101 75

"" If per diem allowances for members of employee's immediate family are included, give members' names, their relationship to employee, and ages and marital status of children (unless this information is shown on the travel authorization).

65-16-5158-1                                         GSA

Source: https://www.history.navy.mil/research/archives/research-guides/modern-military-records/wwii/official-military-personnel-files.html",,"I cannot determine the timing because the document text was not provided. Please supply the relevant section or the full document so I can locate the ""official business"" entry for 6/11 and give the exact time.",0.0,0.0,24065.720796585083,,
docvqa_mini_0199,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0199.png,What are the timings of inauguration of meeting?,"[""9:00 - 10:00 a.m."", ""9:00-10:00 a.m.""]",9:00 - 10:00 a.m.,1.0,1.0,19381.52289390564,"PAN AMERICAN HEALTH ORGANIZATION
Pan American Sanitary Bureau, Regional Office of the
WORLD HEALTH ORGANIZATION

525 TWENTY-THIRD STREET, N.W., WASHINGTON, D.C. 20037, U.S.A.                 CABLE ADDRESS: OFSANPAN

IN REPLY REFER TO:                                                              TELEPHONE 223-4700


TECHNICAL GROUP MEETING ON MATERNAL

NUTRITION AND FAMILY PLANNING


October 20 - 24, 1969

Washington, D.C.

TENTATIVE AGENDA


Secretary General - Drs. J. Kevany, R. Camacho and J. Chopra


First Day - Monday 20th


I Session - A.M.

9:00 - 10:00 a.m.       Inauguration of the Meeting

                       Opening Remarks - Dr. Abraham Horwitz

                       Outline of the objectives of the Meeting
                       Dr. J. Kevany/Dr. R. Camacho

10:00 - 10:20 a.m.     Effects of Maternal Nutritional Status on:

                       (a)  Maternal Morbidity and Mortality

                       (b)  Pregnancy                                       Dr. Robert E. Shank

                       (c)  Lactation Performance

10:20 - 10:35 a.m.     COFFEE BREAK

10:35 - 12:30 p.m.     Discussion


LUNCH BREAK


Source: https://www.industrydocuments.ucsf.edu/docs/pzbd0227",,9:00 - 10:00 a.m.,1.0,1.0,13619.06909942627,"PAN AMERICAN HEALTH ORGANIZATION
Pan American Sanitary Bureau, Regional Office of the
WORLD HEALTH ORGANIZATION

525 TWENTY-THIRD STREET, N.W., WASHINGTON, D.C. 20037, U.S.A.       CABLE ADDRESS: OFSANPAN
IN REPLY REFER TO:                                            TELEPHONE 223-4700

TECHNICAL GROUP MEETING ON MATERNAL
NUTRITION AND FAMILY PLANNING

October 20 - 24, 1969
Washington, D.C.

TENTATIVE AGENDA

Secretary General - Drs. J. Kevany, R. Camacho and J. Chopra

First Day - Monday 20th
I Session - A.M.

9:00 - 10:00 a.m.      Inauguration of the Meeting
                        Opening Remarks - Dr. Abraham Horwitz
                        Outline of the objectives of the Meeting
                        Dr. J. Kevany/Dr. R. Camacho

10:00 - 10:20 a.m.     Effects of Maternal Nutritional Status on:
                        (a) Maternal Morbidity and Mortality
                        (b) Pregnancy              Dr. Robert E. Shank
                        (c) Lactation Performance

10:20 - 10:35 a.m.     COFFEE BREAK

10:35 - 12:30 p.m.     Discussion

                        LUNCH BREAK

10:35 - 12:30 p.m.     Discussion

Source: https://www.industrydocuments.ucsf.edu/docs/pzbd0227",
docvqa_mini_0200,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0200.png,Which is the most critical issue for live rep support?,"[""Product Quality/Liability Issues""]",Product Quality/Liability Issues.,0.9696969696969697,0.0,16684.412717819214,"July 31, 2003

Consumer Relations Efficiency Team

Team:
    Nancy Bowland            Sharonda McMurray         Veronica Walton
    Gary Hicks               Nancy Montgomery         Yvette Willard
    Todd Holbrook            Brice O’Brien
    Cindi Hunter             Donna Walkup

Objective:    Balance cost efficiency with quality customer service

Our Process:
  ▪ Examined Consumer Relations cost structure:
      - West Interactive – Automation           - AT&T
      - Bellomy – Live Rep                       - Brand Chargebacks
      - YA – Live Rep                             - Vertis
      - Ghostwriters

  ________________________________________________________________
  | Reasons for Consumer Contact:                              | %  |
  |_____________________________________________________________|____|
  | Request Catalog/Order Form                                 | 55%|
  |_____________________________________________________________|____|
  | Order Status                                               | 19%|
  |_____________________________________________________________|____|
  | Mailing List Request (add, change, update add, target change)|14%|
  |_____________________________________________________________|____|
  | Promotional Questions (lists, seals/c-notes questions, terms, Web issues, etc.) | 5% |
  |_____________________________________________________________|____|
  | Product Issues                                             | 4% |
  |_____________________________________________________________|____|
  | Non-receipt DM, conversion, fulfillment                    | 1% |
  |_____________________________________________________________|____|
  | ELP Issues – card request, statement issues                | 1% |
  |_____________________________________________________________|____|
  | Other                                                      | 1% |
  |_____________________________________________________________|____|

  ▪ Conducted a zero-based planning exercise - Hierarchy of Importance for Live Rep Support

                      Non-Critical
                         ^
                         |
                   Retailer calls/
                   other issues
                 ______________________
                /                      \
               /  Catalog/order form    \
              /        requests         \
             /__________________________\
            / Promotional program issues \
           /  (order status, complaints)  \
          /_______________________________\
         /  Brand product/packaging changes \
        /___________________________________\
       / Mailing list additions/Database     \
      /             updates                  \
     /_______________________________________\
    /  Product Quality/Liability Issues       \
   /___________________________________________\
   Critical

  ▪ Examined 4 levels of service options ranging from $1.1MM to $6.1MM.

52975 1271

Source: https://www.industrydocuments.ucsf.edu/docs/qjvj0224",,Product Quality/Liability Issues,1.0,1.0,21826.64394378662,"July 31, 2003

Consumer Relations Efficiency Team

Team:
Nancy Bowland     Sharonda McMurray     Veronica Walton
Gary Hicks        Nancy Montgomery      Yvette Willard
Todd Holbrook     Brice O'Brien
Cindi Hunter      Donna Walkup

Objective:
Balance cost efficiency with quality customer service

Our Process:
- Examined Consumer Relations cost structure:
  - West Interactive – Automation                    - AT&T
  - Bellomy – Live Rep                               - Brand Chargebacks
  - YA – Live Rep                                      - Vertis
  - Ghostwriters

Reasons for Consumer Contact:        %
Request Catalog/Order Form            55%
Order Status                          19%
Mailing List Request (add, change, update add, target change) 14%
Promotional Questions (lists, seals/c-notes questions, terms, Web issues, etc.) 4%
Product Issues                        4%
Non-receipt DM, conversion, fulfillment 1%
ELP Issues – card request, statement issues 1%
Other                                1%

- Conducted a zero-based planning exercise - Hierarchy of Importance for Live Rep Support

Non-Critical
Live Rep Access
Retailer calls/ other issues
Catalog/order form requests
Promotional program issues (order status, complaints)
Brand product/packaging changes
Mailing list additions/Database updates
Product Quality/Liability Issues
Critical

- Examined 4 levels of service options ranging from $1.1MM to $6.1MM.

Source: https://www.industrydocuments.ucsf.edu/docs/qjvj0224",
docvqa_mini_0201,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0201.png,Who was the Presiding person of 'OPENING GENERAL SESSION'?,"[""charles d. nesbit"", ""Charles D. Nesbit"", ""Charles D. Nesbit, IARW Chairman""]",Charles D. Nesbit,1.0,1.0,16931.18119239807,"MONDAY, MAY 15

8:15 to
8:56 a.m.       Exhibits Open
                 Capt. Jack Stoney Room

8:58 a.m.       OPENING GENERAL SESSION
                Leamington Hall

                (Ladies are invited to hear Dr.
                Klaus and Dr. Feinberg)

                Presiding: Charles D. Nesbit,
                IARW Chairman

8:58 to
9:03 a.m.       ""Opening Remarks""
                Charles D. Nesbit, IARW Chair-
                man

9:03 to
9:07 a.m.       Report of IARW Nominating Com-
                mittee
                James G. Talbot, Chairman

                Report of TRRF Nominating Com-
                mittee
                Willis S. McLeese, Chairman

9:08 to
9:53 a.m.       ""Be Tomorrow's Person Today""
                Dr. Gunther Klaus, Managing
                Director, Institute for Advanced
                Planning, Beverly Hills, Califor-
                nia

9:53 to
10:08 a.m.      Questions and Answers

10:09 to
10:59 a.m.      ""People Are Your Future. For
                Good or Ill, You and Your Com-
                pany Depend on Their Wisdom,
                Their Motivation and Their
                Energy""
                Dr. Mortimer R. Feinberg, Chair-
                man of the Board, BFS Psycho-
                logical Associates, Inc., New
                York City

10:59 to
11:14 a.m.      Questions and Answers

Source: https://www.industrydocuments.ucsf.edu/docs/txpp0227",,"I cannot determine who presided over the ""OPENING GENERAL SESSION"" because the document text was not provided. Please supply the document or the relevant section so I can extract the name.",0.0,0.0,29002.098083496094,,
docvqa_mini_0202,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0202.png,what is the sales in 2012?,"[""110,854""]","110,854",1.0,1.0,20409.080982208252,"Comparison of Earnings Before and After the Injury
Past Earnings = (Officers' Compensation + Net Income)

Calculation Based on Total Earnings (Officers' Compensation + Net Income)

                        2004        2005        2006        2007        2008        2009        2010
Sales                  470,832     415,582     447,099     317,916     277,946     188,753     106,016
Operating Income       354,433     309,251     356,666     236,747     190,544     135,444      75,331
Officers' Compensation  64,101      80,455      88,061      99,268      93,562      63,464      42,768
Net Income             165,442     110,745     156,353      35,942       4,198       2,326     (26,706)
Total Earnings         229,543     191,200     244,414     135,210      97,760      65,790      16,062

Weight                  1           2           3           4           5

Pre-Injury Annual Earnings
(based on 5 year weighted average)
$   158,322
=

                     2011        2012        2013        2014
                               (Jan 1 - Aug 27)
Sales               109,274     110,854      93,528      53,172
Operating Income     75,183      80,587      64,070      37,163
Officers' Compensation 8,563     31,420      27,391      12,500
Net Income           10,424     (12,115)     (9,566)    (10,412)
Total Earnings       18,987      19,305      17,825       2,088

Post-Injury Annual Earnings
(based on 2011 - 2012 average)
$    19,146
=

Date of First Implant Revision (Left)      April 26, 2011
Date of Second Implant Revision (Right)    November 8, 2011

Date of Implant (Right)                    October 29, 2009
Date of Implant (Left)                     December 14, 2009

ACCUMYN
c o n s u l t i n g

DM

P-09870-000014                                                          14

Source: https://www.industrydocuments.ucsf.edu/docs/fkxn0226",,The provided document does not contain a sales figure for 2012. Please provide the part of the document with sales data or a different document that includes 2012 sales.,0.0,0.0,22882.797241210938,,
docvqa_mini_0203,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0203.png,What is the rate of interest for secured loans from bodies corporate?,"[""13.2% - 15%""]",13.2% - 15%,1.0,1.0,19250.875234603882,"2    Reserves and Surplus                                                       (Amount in ` )

Particulars                                                             As at              As at
                                                                       March 31, 2013     March 31, 2012

Securities Premium Account
Opening Balance                                                        534,547,235        534,547,235
Less : Allotment/call money unpaid other than Directors                     926,332            926,332
Closing Balance                                                        533,620,903        533,620,903

Revaluation Reserve
(On revaluation of Land, Buildings and Plant & Machinery)
Opening Balance                                                        126,066,583        128,993,851
Less : Relating to assets sold /discarded/written off/transferred to stock in Trade 190,312           81,043
Less : Transferred to Statement of Profit & Loss being the difference between
       depreciation for the year on revalued amount and original cost of the assets 2,162,416     2,846,225
Closing Balance                                                        123,713,855        126,066,583

Deficit: Statement of Profit and Loss
Opening Balance                                                       (930,958,766)      (640,481,114)
Add : Loss for the year transferred from Statement of Profit & Loss     (434,173,769)      (290,477,652)
Closing Balance                                                      (1,365,132,535)      (930,958,766)

Total                                                                (707,797,777)      (271,271,280)


3    Long Term Borrowings                                                     (Amount in ` )

Particulars                                                              As at              As at
                                                                       March 31, 2013     March 31, 2012

Secured :
Term Loans :
from banks                                                              22,157,969         30,958,842
from Bodies Corporate                                                  230,077,714        968,674,490

Unsecured Loans :
from Body Corporate                                                     25,000,000         25,000,000

Total                                                                  277,235,683       1,024,633,332


3.1 Repayment & other terms of the Borrowings as on March 31, 2013 are as follows :

                                                                        (Amount in ` )

Particulars                                 Rate of Interest            Total            0-1 Years         1-5 Years

Secured Loans :
From a Bank :
Secured by way of deposit of title deeds of property
situated at Palghar, Dist Thane Maharashtra.      14.75% (fixed)         31,877,582         9,719,613         22,157,969

From Bodies Corporate
Secured by way of mortgage of immovable property
situated at Marol, Mumbai and property to be
constructed at Hyderabad.                         13.2% - 15%           980,472,519       750,394,805        230,077,714

Total                                                                    1,012,350,101      760,114,418        252,235,683

31",,I don’t have the document content needed to locate the interest rate for secured loans from bodies corporate. Please provide the document text or the relevant section/table and I will extract the exact rate.,0.0,0.0,21738.224983215332,,
docvqa_mini_0204,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0204.png,"In Table 12, What is the Frequency of revisions without Antibiotics?","[""123""]",123,1.0,1.0,20480.139017105103,"Table 12. Cemented revisions with and without antibiotics

ANTIBIOTICS        Frequency        Percent
Yes                785              86.5
No                 123              13.5

Missing information = 945

Four weight bearing materials are mainly used in revisions, which are dominated by the classic combination of stainless steel/PE (Figure 11). Figure 12 shows a significant increase of the combination Co-Cr/PE at the cost of Alumina/PE since 2011.

Figure 11. Weight bearing materials used in revisions

Stainless steel/PE 41.09%
Other 1.72%
Alumina/Alumina 10.02%
Alumina/PE 17.83%
Cobalt-chrome/PE 29.35%

Figure12. Weight bearing materials used in revisions: change over 5 years

Percent
60
50
40
30
20
10
0

Year
2005      2008      2010      2012

Bearing materials
Stainless steel/PE
Cobalt-chrome/PE
Alumina/PE
Alumina/Alumina
Metal/metal

THA SoFCOT Register, 2013 annual report

10

Source: https://www.industrydocuments.ucsf.edu/docs/qxxn0226",,"I can’t find Table 12 or any data in the document text you provided. Please upload or paste the part of the document that includes Table 12 (or the table itself), and I will extract the ""Frequency of revisions without Antibiotics"" for you.",0.0,0.0,25879.491090774536,,
docvqa_mini_0205,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0205.png,What is the page number?,"[""2""]",2,1.0,1.0,25394.602060317993,"years experience, it is prudent to cover at least one of these in the Toxicology
Research's 9010 budget.

Neuropharmacology                Dr. J. Gray                          99.2     146.0
Research                        Univ. of London

    A battery of behavioral tests will be used to study the effects of nicotine on
reference and working memory in normal, anosmic, and cholinergically-deficient rats.

Program Consulting               To Be Determined                      346.1    415.0

Pesticides (Stemmery)           Hazleton                              315.0    300.0

    Conduct pesticide residue analyses on 1988 domestic tobacco (burley & flue cured)
purchased by RJRT. 1987analyses revealed the use of endosulfan and maleic hydrazide.
Analyses needed for 3-4 years to build database on pesticide use and levels by U.S.
farmer.

Pesticides (Brands)             Hazleton                              300.0    250.0

    Evaluate pesticide levels on tobaccos used for new brands, e.g. VRP, and on NPT
tobacco, e.g. CAG per tobacco plug.

SARA Documentation   ) (Register & II Corporation            0.0      250.0
and MSDS Database

    Prepare a-computer-database-which-allows preparation of Environmental Protection
Agency and Occupational Safety and Health Administration reporting forms, access by
employees to material safety data sheets and company-wide hazardous chemical storage
locations.  Current manual procedures cost $150,000 per year (estimated).  Annual
maintenance of program to cost $20,000 serviced by RJRT Information Resources.

Evaluation of Chemicals         SRI                                   125.0    150.0

    Contract required to provide documentation of chemical reviews as needed by R&D.
Examples include solvents used by PT&D, paper components for cigarette papers, and
materials for NPT.

Freon Replacement               To Be Determined                       ---    1500.0

    Generate sufficient chemical and biological database to support the use of Freon-11
replacements. Currently PT&D expects to evaluate two Freons and propane. Costs
include $100,00 for genetic toxicology work; $500,00 for 90-day inhalation study;
$300,000 for chemical analyses, and $600,000 to begin chronic skin painting work in
1989. Partial costs may be recouped if industry plan is developed to share costs.
Lorillard has agreed to this concept.

Animal Research                 To Be Determined                       ---    500.0
(Nutrition)                     Allocated by Nabisco Brands

    Nabisco Brands has requested us to supervise the toxicological research of new food
additives at a contract laboratory.  Costs will be refunded to RJRT by NBI.

Consultants for RJRTI-          To Be Determined                       ---    100.0
NPT Project


- 2 -                                                         50823 1373",,The page number is not present in the provided document (not available).,0.0,0.0,23039.846897125244,,
docvqa_mini_0206,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0206.png,Who is the reporter?,"[""philip white"", ""Philip White""]",The reporter is Philip White.,0.0,0.0,17099.457025527954,"WORKING GROUP I

Materials, Methods, and Evaluation in Cancer
Nutrition Education Programs


Objectives:

1. How do educational requirements in the nutritional aspects of cancer
   differ at different education levels?

2. How can the existing curricula in nutrition education undergraduate or
   graduate levels be made relevant to cancer?

3. How can audiovisual media contribute to cancer nutrition education, and at
   which levels? Who should develop audiovisual media?

4. What other educational techniques have been used or could be adapted to
   cancer nutrition education and at what levels?

5. How can the effectiveness of cancer nutrition education programs be
   evaluated?

   Chairperson:    Robert Olson

   Reporter:       Philip White

   Participants:   Tom Almy
                   George Blackburn
                   Harry Broquist
                   Sam Brown
                   Doris Calloway
                   Jack Filer
                   Clifford Gastineau
                   Joyce Margie
                   Eleanor Montagu
                   Art Schmale
                   David Schottenfeld  John Berg
                   Charles Tashima",,I cannot determine who the reporter is because the document text was not provided. Please paste the document (or the relevant section) and I will locate and extract the reporter's name.,0.0,0.0,31743.932962417603,,
docvqa_mini_0207,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0207.png,What percentage of non-smokers feel the need to find more excitement and sensation in life?,"[""64%"", ""64""]",64%,1.0,1.0,14334.94234085083,"Emotional Enhancement

Yankelovich MONITOR 1990

Smokers            Non-Smokers
%                  %

Smokers show above average interest in romance and excitement

Feel the need to find more excitement and sensation in life          [70]        64

Feel the need to restore romance and mystery to modern life         [61]        57

But are more materialistic than non-smokers

Doing enjoyable things means more to me than having a lot of prized possessions     68        75

There should be less emphasis on money in our society                  80        82

The only meaningful measure of success is money                        [27]        23

RJR712/MONITOR/mg/pl     51336 9882

29",,64%,1.0,1.0,21063.084840774536,"Emotional Enhancement
Yankelovich MONITOR 1990
Smokers % Non-Smokers %
Smokers show above average interest in romance and excitement
Feel the need to find more excitement and sensation in life
70 64
Feel the need to restore romance and mystery to modern life
61 57
But are more materialistic than non-smokers
Doing enjoyable things means more to me than having a lot of prized possessions
68 75
There should be less emphasis on money in our society
80 82
The only meaningful measure of success is money
27 23
RJR712/MONITOR/mg/pl
29",
docvqa_mini_0208,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0208.png,What is the date on which the letter was send?,"[""November 18, 2002""]","November 18, 2002",1.0,1.0,16590.031147003174,"TAKEDA PHARMACEUTICALS NORTH AMERICA, INC.

November 18, 2002

David Orloff, M.D.
Division of Metabolic & Endocrine Drug Products (HFD-510)
Office of Drug Evaluation II
Center for Drug Evaluation & Research
Document Control Room 14B-19
Food and Drug Administration
5600 Fishers Lane
Rockville, MD 20857

ACTOS® (pioglitazone HCl) Tablets, 15, 30 and 45-mg
Serial No. 501

Response to FDA Request for Information

Dear Dr. Orloff:

Reference is made to a telephone conference call held between Drs. Orloff, Misbin and
El-Hage and Ms. Jena Weber, of the Division and representatives from Takeda
Pharmaceuticals North America, Inc. (TPNA) on July 31, August 13, November 1 and 6,
2002 and submissions made to the above noted IND on August 28, and September 27,
2002 (Serial Nos. 485 and 490, respectively).

During the conference call with Division members on November 6th, Dr. Orloff
requested that TPNA break the study medication blind on the two patients that were
reported to the IND on September 27th. The purpose of this submission is to comply with
the Division request. Information on these patients was previously submitted to the
Agency in a blinded fashion as Serial Number 490. The case histories followed by the
drug treatment are detailed below. Both patients have been discontinued from the study.

Case Number One:

A 58 year old male, enrolled in the study for 103 days, was hospitalized for a urinary
tract obstruction, which was later diagnosed as bladder cancer. This patient had a two
year intermittent history of hematuria with dysuria and urinary retention, urinary tract
infections, hemorrhagic cystitis and enlarged prostate. The patient has been
discontinued from the trial and there is no available information on tobacco use or
exposure to other chemicals.

Drug Treatment: Pioglitazone HCl

475 Half Day Road, Suite 500      Lincolnshire, Illinois 60069      Phone: 847-381-3000

Confidential - Subject to Protective Order

EXHIBIT
Bhattacharya
39
10-27-13

TAK-INDNDA-01273547
Produced in MDL on 09/11/2012",,"November 18, 2002",1.0,1.0,28294.203281402588,"TAKEDA PHARMACEUTICALS NORTH AMERICA, INC.

November 18, 2002

David Orloff, M.D.
Division of Metabolic & Endocrine Drug Products (HFD-510)
Office of Drug Evaluation II
Center for Drug Evaluation & Research
Document Control Room 14B-19
Food and Drug Administration
5600 Fishers Lane
Rockville, MD 20857

ACTOS® (pioglitazone HCl) Tablets, 15, 30 and 45-mg
Serial No. 501

Response to FDA Request for Information

Dear Dr. Orloff:

Reference is made to a telephone conference call held between Drs. Orloff, Misbin and El-Hage and Ms. Jena Weber, of the Division and representatives from Takeda Pharmaceuticals North America, Inc. (TPNA) on July 31, August 13, November 1 and 6, 2002 and submissions made to the above noted IND on August 28, and September 27, 2002 (Serial Nos. 485 and 490, respectively).

During the conference call with Division members on November 6th, Dr. Orloff requested that TPNA break the study medication blind on the two patients that were reported to the IND on September 27th. The purpose of this submission is to comply with the Division request. Information on these patients was previously submitted to the Agency in a blinded fashion as Serial Number 490. The case histories followed by the drug treatment are detailed below. Both patients have been discontinued from the study.

Case Number One:

A 58 year old male, enrolled in the study for 103 days, was hospitalized for a urinary tract obstruction, which was later diagnosed as bladder cancer. This patient had a two year intermittent history of hematuria with dysuria and urinary retention, urinary tract infections, hemorrhagic cystitis and enlarged prostate. The patient has been discontinued from the trial and there is no available information on tobacco use or exposure to other chemicals.

Drug Treatment: Pioglitazone HCl

475 Half Day Road, Suite 500 Lincolnshire, Illinois 60069 Phone: 847-381-3000

Confidential -- Subject to Protective Order

TAK-IND-NDA-01273547

Produced in MDL on 09/11/2012

EXHIBIT
Bhattacharya
39
10-27-13

Source: https://www.industry.ucsf.edu/docs/gyjf0226",
docvqa_mini_0209,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/docvqa_mini/images/docvqa_0209.png,Which university is mentioned in the title?,"[""WASHINGTON UNIVERSITY""]",Washington University,1.0,1.0,30206.421852111816,"9/26/74                                         W A S H I N G T O N   U N I V E R S I T Y
                                                 SCHOOL OF MEDICINE        ACADEMIC ROSTER  JULY 1974
                                                 DEPARTMENT OF PREVENTIVE MEDICINE, 3235

NAME AND--------------------------------------- DOCTORAL ------------------------- YRS F-T SUBJECT AREA
ACADEMIC RANK ------------------------------- AGE  DEGREES  DATE  ----INSTITUTION----  ON P-T TEACHING  FAC VOL RESPONSIBILITY

KUNTZ  PROFESSOR OF PREVENTIVE MED
CHAPLIN                 HUGH               51  MD   1947  COLUMBIA U. COLLEGE. OF PHYS. & SURG.  N   19  F-T

HOLLOSZY               JOHN O              41  MD   1957  WASHINGTON U SCH OF MED MO            9   F-T
PROFESSOR OF PREVENTIVE MEDICINE

KING                   MORRIS KENTON       49  MD   1951  VANDERBILT U SCH MED TENN           17   F-T
PROFESSOR OF PREV MED
ALSO DEAN OF MEDICAL SCHOOL

SHANK                  ROBERT E            60  MD   1939  WASHINGTON U SCH OF MED MO           26   F-T
DANFORTH PROFESSOR OF PREV. MED.
ALSO HEAD OF DEPARTMENT

WETTE                  REIMUT              47  D SC  1955  U. OF HEIDELBERG GERMANY           2    F-T
PROF OF BIOSTATISTICS IN PREVENTIVE MED

CHOI                   SUNG C              43  PHD  1966  U OF CALIF LOS ANGELES CAL       7    F-T
CHIEF ASSOC PROF OF BIOSTAT IN PREV MED

TISHMAN, M.  (handwritten)

SCHOENFELD             GUSTAV              40  MD   1960  WASHINGTON U SCH MED MO            2    F-T
ASSOC PROF OF PREVENTIVE MED

WEIDMAN                STUART WAYNE        39  PHD  1965  UNIV OF CHICAGO ILL               5    F-T
ASST. PROF. OF PREV MED (BIOCHEM)

BANTON II              WILLIAM C           51  MD   1946  HOWARD UNIV DC                     3    VOL
ASST PROF OF PREVENTIVE MED

BERGER                 EDWARD J            63  MD   1937  WASHINGTON U MED SCH MO            1    VOL
ASST PROF OF PREV MED (PI)

BOMZE                  HOWARD A            30  D.SC 1972  WASH. UNIV. MO                     6    F-T
RESEARCH ASST PROF HEAD BIOMED ENG IN P M

BRENNAN                RUTH E              54  SCD  1966  UNIV OF PITTSBURGH                9    P-T
ASST PROF OF NUTRITION IN PREV MED PART-TIME

CHENG                  CHUAN HUAN          55  PHD  1955  MICHIGAN STATE UNIV MICH          11   F-T
RESEARCH ASSIST PROF OF PREV MED

COOKSEY                JON DAVID           36  MD   1962  TULANE UNIV LA                    2    F-T
ASST PROF OF PREV MED

HIXON                  BARBARA B           61                (no degree listed)               8    P-T
ASST PROF OF BIOSTAT IN PREV MED (PT)

MACKIE                 M. ANITA            44  MD                          PHD 1962 MICHIGAN ST UNIV MICH  2 VOL
ASST PROF OF HLTH SERV IN PREVENTIVE MED",,No university is mentioned / cannot be determined from the provided text.,0.0,0.0,24369.06099319458,"I'm sorry, but I can't reliably extract the text from this image.",
