sample_id,model,phase,ground_truth_len,prediction_len,cer,wer,inference_time_ms,has_prediction
rxpad_training_data_prescr-101869,mistral_document_ai,Phase P-A (OCR),2551,529,3.7813084112149533,2.813953488372093,4778.1219482421875,True
rxpad_training_data_prescr-101871,mistral_document_ai,Phase P-A (OCR),2494,1093,1.5158658204895739,1.2737430167597765,3098.2179641723633,True
rxpad_training_data_prescr-101872,mistral_document_ai,Phase P-A (OCR),2180,775,1.8217948717948718,1.2803030303030303,3102.327823638916,True
rxpad_training_data_prescr-101873,mistral_document_ai,Phase P-A (OCR),1583,406,2.965936739659367,2.08974358974359,3595.160722732544,True
rxpad_training_data_prescr-101874,mistral_document_ai,Phase P-A (OCR),1697,727,1.613821138211382,1.5178571428571428,2399.3990421295166,True
rxpad_training_data_prescr-101875,mistral_document_ai,Phase P-A (OCR),1275,407,2.156479217603912,1.2891566265060241,4420.5451011657715,True
rxpad_training_data_prescr-101876,mistral_document_ai,Phase P-A (OCR),4211,1652,1.6638805970149253,1.0814814814814815,4897.4289894104,True
rxpad_training_data_prescr-101877,mistral_document_ai,Phase P-A (OCR),965,533,1.146788990825688,1.0864197530864197,2725.5003452301025,True
rxpad_training_data_prescr-101878,mistral_document_ai,Phase P-A (OCR),1507,439,2.4514672686230248,2.0,3867.9940700531006,True
rxpad_training_data_prescr-101879,mistral_document_ai,Phase P-A (OCR),3800,1291,1.9303749043611325,1.1971153846153846,2956.2768936157227,True
rxpad_training_data_prescr-101882,mistral_document_ai,Phase P-A (OCR),1848,786,1.3844221105527639,1.0656934306569343,2493.5238361358643,True
rxpad_training_data_prescr-101898,mistral_document_ai,Phase P-A (OCR),632,261,1.4431818181818181,1.0,2416.1617755889893,True
rxpad_training_data_prescr-101901,mistral_document_ai,Phase P-A (OCR),865,121,6.121951219512195,5.130434782608695,2553.3130168914795,True
rxpad_training_data_prescr-101904,mistral_document_ai,Phase P-A (OCR),2047,722,1.9587345254470427,1.4871794871794872,2418.483018875122,True
rxpad_training_data_prescr-101908,mistral_document_ai,Phase P-A (OCR),1686,499,2.514,1.7142857142857142,3495.266914367676,True
rxpad_training_data_prescr-101910,mistral_document_ai,Phase P-A (OCR),2834,983,1.9458375125376128,1.4725274725274726,4742.463111877441,True
rxpad_training_data_prescr-101911,mistral_document_ai,Phase P-A (OCR),1107,416,1.804245283018868,1.5394736842105263,3181.5218925476074,True
rxpad_training_data_prescr-101916,mistral_document_ai,Phase P-A (OCR),2541,700,2.647727272727273,1.394736842105263,2847.320795059204,True
rxpad_training_data_prescr-101917,mistral_document_ai,Phase P-A (OCR),1713,424,3.2242990654205608,2.4657534246575343,2935.642957687378,True
rxpad_training_data_prescr-101918,mistral_document_ai,Phase P-A (OCR),1830,457,3.0303687635574836,1.6203703703703705,2695.8770751953125,True
rxpad_training_data_prescr-101921,mistral_document_ai,Phase P-A (OCR),2075,699,2.1982881597717547,1.717741935483871,5407.729864120483,True
rxpad_training_data_prescr-101922,mistral_document_ai,Phase P-A (OCR),604,98,4.950980392156863,3.588235294117647,1740.110158920288,True
rxpad_training_data_prescr-101924,mistral_document_ai,Phase P-A (OCR),2189,700,2.1742209631728047,1.2337662337662338,3336.625099182129,True
rxpad_training_data_prescr-101925,mistral_document_ai,Phase P-A (OCR),1505,376,3.111111111111111,2.5555555555555554,3945.544958114624,True
rxpad_training_data_prescr-101926,mistral_document_ai,Phase P-A (OCR),1740,585,2.0694915254237287,1.7628865979381443,2705.347776412964,True
rxpad_training_data_prescr-101927,mistral_document_ai,Phase P-A (OCR),1789,519,2.434285714285714,1.5294117647058822,2810.257911682129,True
rxpad_training_data_prescr-101928,mistral_document_ai,Phase P-A (OCR),992,203,3.8737864077669903,2.972972972972973,1848.710298538208,True
rxpad_training_data_prescr-101930,mistral_document_ai,Phase P-A (OCR),1570,977,0.7222222222222222,0.5570469798657718,3174.968004226685,True
rxpad_training_data_prescr-101932,mistral_document_ai,Phase P-A (OCR),1921,691,1.781294964028777,1.2432432432432432,2744.843006134033,True
rxpad_training_data_prescr-101933,mistral_document_ai,Phase P-A (OCR),1588,528,2.39292364990689,2.4318181818181817,2032.8943729400637,True
rxpad_training_data_prescr-101935,mistral_document_ai,Phase P-A (OCR),1714,544,2.132727272727273,1.7411764705882353,2624.986171722412,True
rxpad_training_data_prescr-101936,mistral_document_ai,Phase P-A (OCR),1662,367,3.5230352303523036,2.136986301369863,2617.1391010284424,True
rxpad_training_data_prescr-101937,mistral_document_ai,Phase P-A (OCR),1727,456,2.9344978165938866,2.2375,2537.3051166534424,True
rxpad_training_data_prescr-101938,mistral_document_ai,Phase P-A (OCR),1920,535,2.6945996275605215,1.907216494845361,3537.7912521362305,True
rxpad_training_data_prescr-101939,mistral_document_ai,Phase P-A (OCR),1995,519,2.9310344827586206,1.9361702127659575,2749.1729259490967,True
rxpad_training_data_prescr-101942,mistral_document_ai,Phase P-A (OCR),973,201,3.762135922330097,2.4166666666666665,2180.248260498047,True
rxpad_training_data_prescr-101943,mistral_document_ai,Phase P-A (OCR),992,274,2.5949820788530467,2.675,5272.57513999939,True
rxpad_training_data_prescr-101944,mistral_document_ai,Phase P-A (OCR),1718,452,2.8373626373626375,1.8333333333333333,2765.0930881500244,True
rxpad_training_data_prescr-101947,mistral_document_ai,Phase P-A (OCR),1371,302,3.5723684210526314,2.5925925925925926,2353.604316711426,True
rxpad_training_data_prescr-101949,mistral_document_ai,Phase P-A (OCR),2363,734,2.2452830188679247,1.295774647887324,2966.6149616241455,True
rxpad_testing_data_prescr-102125,claude_sonnet,Phase P-B (VLM generic),2008,1382,0.46910919540229884,0.22580645161290322,19359.979152679443,True
rxpad_testing_data_prescr-102126,claude_sonnet,Phase P-B (VLM generic),1468,1271,0.20198170731707318,0.14953271028037382,17440.696001052856,True
rxpad_testing_data_prescr-102127,claude_sonnet,Phase P-B (VLM generic),843,443,0.9198218262806236,0.6388888888888888,10599.30396080017,True
rxpad_testing_data_prescr-102128,claude_sonnet,Phase P-B (VLM generic),1501,867,0.8358038768529077,0.8027210884353742,15757.960081100464,True
rxpad_testing_data_prescr-102129,claude_sonnet,Phase P-B (VLM generic),2417,1083,1.2933088909257562,0.93717277486911,14339.196920394896,True
rxpad_testing_data_prescr-102130,claude_sonnet,Phase P-B (VLM generic),587,236,1.4831932773109244,0.6052631578947368,6310.174942016602,True
rxpad_testing_data_prescr-102131,claude_sonnet,Phase P-B (VLM generic),630,379,0.6762749445676275,0.49122807017543857,7677.372932434082,True
rxpad_testing_data_prescr-102132,claude_sonnet,Phase P-B (VLM generic),568,329,0.7335329341317365,0.4489795918367347,8944.861888885498,True
rxpad_testing_data_prescr-102133,claude_sonnet,Phase P-B (VLM generic),4430,1706,1.599070307960488,0.7643312101910829,29258.9008808136,True
rxpad_testing_data_prescr-102134,claude_sonnet,Phase P-B (VLM generic),603,251,1.405511811023622,1.054054054054054,7876.533031463623,True
rxpad_testing_data_prescr-102135,claude_sonnet,Phase P-B (VLM generic),917,427,1.1768707482993197,0.5921052631578947,10882.788896560667,True
rxpad_testing_data_prescr-102136,claude_sonnet,Phase P-B (VLM generic),725,374,0.9708222811671088,0.7076923076923077,7028.422117233276,True
rxpad_testing_data_prescr-102137,claude_sonnet,Phase P-B (VLM generic),882,598,0.47854785478547857,0.28735632183908044,10275.82621574402,True
rxpad_testing_data_prescr-102138,claude_sonnet,Phase P-B (VLM generic),2485,1056,1.356203007518797,0.9265536723163842,21614.502906799316,True
rxpad_testing_data_prescr-102139,claude_sonnet,Phase P-B (VLM generic),905,329,1.7537537537537538,1.6590909090909092,7751.602172851563,True
rxpad_testing_data_prescr-102140,claude_sonnet,Phase P-B (VLM generic),1544,698,1.2116477272727273,0.553030303030303,14393.55206489563,True
rxpad_testing_data_prescr-102141,claude_sonnet,Phase P-B (VLM generic),436,303,0.4707792207792208,0.4473684210526316,6022.135019302368,True
rxpad_testing_data_prescr-102142,claude_sonnet,Phase P-B (VLM generic),1680,671,1.4896755162241888,0.7394957983193278,12171.13184928894,True
rxpad_testing_data_prescr-102143,claude_sonnet,Phase P-B (VLM generic),842,393,1.1382978723404256,0.875,10158.190250396729,True
rxpad_testing_data_prescr-102144,claude_sonnet,Phase P-B (VLM generic),3639,1343,1.7282127031019203,1.2107438016528926,20873.329877853394,True
rxpad_testing_data_prescr-102145,claude_sonnet,Phase P-B (VLM generic),680,298,1.2937293729372936,0.6363636363636364,7483.282089233398,True
rxpad_testing_data_prescr-102146,claude_sonnet,Phase P-B (VLM generic),606,257,1.5095785440613028,1.2439024390243902,7650.499105453491,True
rxpad_testing_data_prescr-102147,claude_sonnet,Phase P-B (VLM generic),750,465,0.6212765957446809,0.3888888888888889,10062.327146530151,True
rxpad_testing_data_prescr-102148,claude_sonnet,Phase P-B (VLM generic),1736,667,1.6017699115044248,0.8468468468468469,15703.30786705017,True
rxpad_testing_data_prescr-102149,claude_sonnet,Phase P-B (VLM generic),1428,629,1.2784810126582278,0.5304347826086957,11870.275735855104,True
rxpad_testing_data_prescr-102150,claude_sonnet,Phase P-B (VLM generic),318,164,0.9281437125748503,0.782608695652174,6110.285997390747,True
rxpad_testing_data_prescr-102151,claude_sonnet,Phase P-B (VLM generic),677,499,0.3877159309021113,0.1951219512195122,10063.85087966919,True
rxpad_testing_data_prescr-102152,claude_sonnet,Phase P-B (VLM generic),1241,535,1.3240740740740742,0.7555555555555555,13878.185033798218,True
rxpad_testing_data_prescr-102153,claude_sonnet,Phase P-B (VLM generic),1934,831,1.3309523809523809,0.7465753424657534,14844.432830810549,True
rxpad_testing_data_prescr-102154,claude_sonnet,Phase P-B (VLM generic),1354,570,1.3806228373702423,0.8349514563106796,12264.137268066406,True
rxpad_testing_data_prescr-102155,claude_sonnet,Phase P-B (VLM generic),676,285,1.3598615916955017,0.5689655172413793,6613.777875900269,True
rxpad_testing_data_prescr-102156,claude_sonnet,Phase P-B (VLM generic),2526,951,1.6600625651720542,1.0122699386503067,15266.446113586426,True
rxpad_testing_data_prescr-102157,claude_sonnet,Phase P-B (VLM generic),628,301,1.082236842105263,0.7906976744186046,7016.222953796387,True
rxpad_testing_data_prescr-102158,claude_sonnet,Phase P-B (VLM generic),962,397,1.4,0.7361111111111112,8016.443967819214,True
rxpad_testing_data_prescr-102159,claude_sonnet,Phase P-B (VLM generic),769,385,0.9974293059125964,0.5352112676056338,7184.597015380859,True
rxpad_testing_data_prescr-102160,claude_sonnet,Phase P-B (VLM generic),3516,1296,1.7350230414746544,0.9829787234042553,19778.18608283997,True
rxpad_testing_data_prescr-102161,claude_sonnet,Phase P-B (VLM generic),1764,555,2.1735241502683365,1.1326530612244898,14633.92686843872,True
rxpad_testing_data_prescr-102162,claude_sonnet,Phase P-B (VLM generic),765,342,1.2369942196531791,0.8,7486.289978027344,True
rxpad_testing_data_prescr-102163,claude_sonnet,Phase P-B (VLM generic),1590,535,2.0,1.2403846153846154,10848.147869110107,True
rxpad_testing_data_prescr-102164,claude_sonnet,Phase P-B (VLM generic),2295,902,1.554945054945055,1.0368098159509203,16212.790966033936,True
rxpad_testing_data_prescr-102165,claude_sonnet,Phase P-B (VLM generic),1332,564,1.3537653239929948,0.8020833333333334,10123.569965362549,True
rxpad_testing_data_prescr-102166,claude_sonnet,Phase P-B (VLM generic),695,268,1.589090909090909,1.0392156862745099,9928.082942962646,True
rxpad_testing_data_prescr-102167,claude_sonnet,Phase P-B (VLM generic),1005,369,1.7032085561497325,0.6901408450704225,6584.419965744019,True
rxpad_testing_data_prescr-102168,claude_sonnet,Phase P-B (VLM generic),224,105,1.1308411214953271,0.55,4378.989934921265,True
rxpad_testing_data_prescr-102169,claude_sonnet,Phase P-B (VLM generic),928,530,0.7574626865671642,0.48717948717948717,8584.793090820312,True
rxpad_testing_data_prescr-102170,claude_sonnet,Phase P-B (VLM generic),752,350,1.1534090909090908,0.5409836065573771,9604.352951049805,True
rxpad_testing_data_prescr-102171,claude_sonnet,Phase P-B (VLM generic),549,278,0.9679715302491103,0.425531914893617,6429.619789123535,True
rxpad_testing_data_prescr-102172,claude_sonnet,Phase P-B (VLM generic),396,227,0.74235807860262,0.40540540540540543,5663.6552810668945,True
rxpad_testing_data_prescr-102173,claude_sonnet,Phase P-B (VLM generic),430,209,1.0456621004566211,0.7027027027027027,6569.741725921631,True
rxpad_testing_data_prescr-102174,claude_sonnet,Phase P-B (VLM generic),608,254,1.3875968992248062,0.85,8706.252098083496,True
rxpad_training_data_ordo1,claude_sonnet,Phase P-B (VLM generic),828,394,1.0977443609022557,0.6557377049180327,10368.149995803831,True
rxpad_training_data_ordo10,claude_sonnet,Phase P-B (VLM generic),2179,717,2.0290055248618786,1.7264150943396226,10790.096759796144,True
rxpad_training_data_ordo12,claude_sonnet,Phase P-B (VLM generic),1403,626,1.2916006339144215,0.8303571428571429,13226.245164871216,True
rxpad_training_data_ordo13,claude_sonnet,Phase P-B (VLM generic),2556,829,2.104191616766467,1.3202614379084967,17252.28214263916,True
rxpad_training_data_ordo15,claude_sonnet,Phase P-B (VLM generic),631,164,2.9064327485380117,1.84375,6459.537982940674,True
rxpad_training_data_ordo16,claude_sonnet,Phase P-B (VLM generic),193,63,2.0952380952380953,1.0,4808.4657192230225,True
rxpad_training_data_ordo18,claude_sonnet,Phase P-B (VLM generic),1432,654,1.1981845688350983,0.8363636363636363,13514.93787765503,True
rxpad_training_data_ordo19,claude_sonnet,Phase P-B (VLM generic),1258,385,1.9417040358744395,1.8360655737704918,9821.444034576416,True
rxpad_training_data_ordo20,claude_sonnet,Phase P-B (VLM generic),1438,196,5.995169082125604,4.514285714285714,4895.182847976685,True
rxpad_training_data_ordo21,claude_sonnet,Phase P-B (VLM generic),2947,1406,1.110091743119266,0.7510917030567685,21994.313955307007,True
rxpad_training_data_ordo22,claude_sonnet,Phase P-B (VLM generic),1601,561,1.8548672566371682,1.0198019801980198,11185.85181236267,True
rxpad_training_data_ordo23,claude_sonnet,Phase P-B (VLM generic),1397,493,1.8209255533199196,1.2386363636363635,11679.05306816101,True
rxpad_training_data_ordo25,claude_sonnet,Phase P-B (VLM generic),2941,1251,1.3526148969889065,0.8719211822660099,17933.4876537323,True
rxpad_training_data_ordo26,claude_sonnet,Phase P-B (VLM generic),593,168,2.511764705882353,1.0,5965.183973312378,True
rxpad_training_data_ordo27,claude_sonnet,Phase P-B (VLM generic),3920,1406,1.7732394366197184,1.3304721030042919,19736.736059188843,True
rxpad_training_data_ordo4,claude_sonnet,Phase P-B (VLM generic),916,417,1.4367541766109786,1.1388888888888888,9242.138147354126,True
rxpad_training_data_ordo5,claude_sonnet,Phase P-B (VLM generic),2263,587,2.8527918781725887,1.9405940594059405,12067.600011825562,True
rxpad_training_data_ordo6,claude_sonnet,Phase P-B (VLM generic),1234,204,4.980676328502415,4.870967741935484,5261.10315322876,True
rxpad_training_data_ordo7,claude_sonnet,Phase P-B (VLM generic),1729,525,2.506641366223909,2.0987654320987654,9152.593851089478,True
rxpad_training_data_ordo9,claude_sonnet,Phase P-B (VLM generic),2015,541,2.6399286987522284,1.935483870967742,10459.55514907837,True
rxpad_training_data_prescr-100006,claude_sonnet,Phase P-B (VLM generic),1112,295,2.7357859531772575,1.8305084745762712,7433.336973190308,True
rxpad_training_data_prescr-100011,claude_sonnet,Phase P-B (VLM generic),2879,1000,1.8116079923882018,1.0210526315789474,19118.767261505127,True
rxpad_training_data_prescr-100013,claude_sonnet,Phase P-B (VLM generic),3782,1332,1.8369483919222138,1.0,26713.404178619385,True
rxpad_training_data_prescr-100014,claude_sonnet,Phase P-B (VLM generic),3005,1102,1.5275779376498801,1.0402010050251256,17281.611919403076,True
rxpad_training_data_prescr-100019,claude_sonnet,Phase P-B (VLM generic),3336,944,2.52260778128286,1.2972972972972974,19577.78692245483,True
rxpad_training_data_prescr-100021,claude_sonnet,Phase P-B (VLM generic),1131,344,2.2758620689655173,1.94,6920.883893966675,True
rxpad_training_data_prescr-100034,claude_sonnet,Phase P-B (VLM generic),981,299,2.2712418300653594,1.9285714285714286,7290.325880050659,True
rxpad_training_data_prescr-100036,claude_sonnet,Phase P-B (VLM generic),2228,752,1.9550858652575958,1.1654676258992807,16912.92691230774,True
rxpad_training_data_prescr-100037,claude_sonnet,Phase P-B (VLM generic),1353,321,2.3280898876404494,1.338235294117647,9251.11699104309,True
rxpad_training_data_prescr-100039,claude_sonnet,Phase P-B (VLM generic),1057,465,1.0398089171974523,0.8194444444444444,9968.290090560911,True
rxpad_training_data_prescr-100040,claude_sonnet,Phase P-B (VLM generic),1144,462,0.9720194647201946,0.868421052631579,10248.100996017456,True
rxpad_training_data_prescr-100045,claude_sonnet,Phase P-B (VLM generic),1780,589,2.0134680134680134,1.3300970873786409,12000.044107437134,True
rxpad_training_data_prescr-100053,claude_sonnet,Phase P-B (VLM generic),1371,458,1.9762931034482758,1.3373493975903614,8977.286100387573,True
rxpad_training_data_prescr-100055,claude_sonnet,Phase P-B (VLM generic),2056,773,1.330106485963214,0.9384615384615385,13911.13805770874,True
rxpad_training_data_prescr-100063,claude_sonnet,Phase P-B (VLM generic),1724,462,1.682704811443433,1.3146067415730338,8616.760969161987,True
rxpad_training_data_prescr-100066,claude_sonnet,Phase P-B (VLM generic),1787,665,1.6825633383010432,1.1130434782608696,17143.638610839844,True
rxpad_training_data_prescr-100067,claude_sonnet,Phase P-B (VLM generic),3998,1366,1.931159420289855,1.2874015748031495,20938.370943069454,True
rxpad_training_data_prescr-100069,claude_sonnet,Phase P-B (VLM generic),1195,466,1.401904761904762,1.2666666666666666,9098.689079284668,True
rxpad_training_data_prescr-100070,claude_sonnet,Phase P-B (VLM generic),791,179,3.33879781420765,2.923076923076923,6240.737199783325,True
rxpad_training_data_prescr-100078,claude_sonnet,Phase P-B (VLM generic),2239,679,2.2747093023255816,1.6916666666666667,13210.544109344482,True
rxpad_training_data_prescr-100079,claude_sonnet,Phase P-B (VLM generic),825,203,3.0341463414634147,2.6666666666666665,4545.026063919067,True
rxpad_training_data_prescr-100092,claude_sonnet,Phase P-B (VLM generic),744,65,10.272727272727273,13.5,6154.378890991211,True
rxpad_training_data_prescr-100110,claude_sonnet,Phase P-B (VLM generic),1227,716,0.7472375690607734,0.7372881355932204,15146.886825561523,True
rxpad_training_data_prescr-100126,claude_sonnet,Phase P-B (VLM generic),1344,387,2.598984771573604,1.6781609195402298,9623.132944107056,True
rxpad_training_data_prescr-100132,claude_sonnet,Phase P-B (VLM generic),3236,827,2.942376950780312,2.3656716417910446,16388.81778717041,True
rxpad_training_data_prescr-100133,claude_sonnet,Phase P-B (VLM generic),1252,312,2.9779179810725553,2.314814814814815,7111.993312835693,True
rxpad_training_data_prescr-100134,claude_sonnet,Phase P-B (VLM generic),2534,761,2.3098958333333335,2.0267857142857144,12250.19097328186,True
rxpad_training_data_prescr-100142,claude_sonnet,Phase P-B (VLM generic),351,124,1.8031496062992125,1.263157894736842,7308.734893798828,True
rxpad_training_data_prescr-100144,claude_sonnet,Phase P-B (VLM generic),1218,298,3.036303630363036,2.5208333333333335,6156.130075454712,True
rxpad_training_data_prescr-100147,claude_sonnet,Phase P-B (VLM generic),1445,351,3.1045197740112993,2.046875,7127.3908615112305,True
rxpad_training_data_prescr-100148,claude_sonnet,Phase P-B (VLM generic),2609,959,1.716202270381837,1.0484848484848486,16188.84015083313,True
rxpad_training_data_prescr-100150,claude_sonnet,Phase P-B (VLM generic),1120,353,2.1215469613259668,1.532258064516129,8970.7510471344,True
rxpad_training_data_prescr-100151,claude_sonnet,Phase P-B (VLM generic),1215,485,1.4959183673469387,1.05,8498.437881469727,True
rxpad_training_data_prescr-100161,claude_sonnet,Phase P-B (VLM generic),1885,523,2.6875,1.7373737373737375,11845.21484375,True
rxpad_training_data_prescr-100166,claude_sonnet,Phase P-B (VLM generic),1429,507,1.8927875243664718,1.367816091954023,10316.274881362917,True
rxpad_training_data_prescr-100171,claude_sonnet,Phase P-B (VLM generic),1987,827,1.4213685474189677,0.8832116788321168,14926.517009735107,True
rxpad_training_data_prescr-100175,claude_sonnet,Phase P-B (VLM generic),2278,619,2.6624,2.0660377358490565,10668.833017349243,True
rxpad_training_data_prescr-100176,claude_sonnet,Phase P-B (VLM generic),1020,236,3.3263598326359833,2.14,7538.009881973267,True
rxpad_training_data_prescr-100178,claude_sonnet,Phase P-B (VLM generic),1309,482,1.7084188911704312,1.2933333333333332,9423.15912246704,True
rxpad_training_data_prescr-100183,claude_sonnet,Phase P-B (VLM generic),897,392,1.3055555555555556,0.9850746268656716,8103.6670207977295,True
rxpad_training_data_prescr-100765,claude_sonnet,Phase P-B (VLM generic),1613,403,2.9853300733496333,2.578125,10129.31203842163,True
rxpad_training_data_prescr-100777,claude_sonnet,Phase P-B (VLM generic),1892,691,1.7542857142857142,1.3846153846153846,12031.82816505432,True
rxpad_training_data_prescr-100778,claude_sonnet,Phase P-B (VLM generic),1027,332,2.107142857142857,1.8867924528301887,9150.134801864624,True
rxpad_training_data_prescr-100780,claude_sonnet,Phase P-B (VLM generic),1651,975,0.719959266802444,0.5163398692810458,16068.234920501707,True
rxpad_training_data_prescr-100785,claude_sonnet,Phase P-B (VLM generic),1106,402,1.8386308068459658,1.7903225806451613,9222.31912612915,True
rxpad_training_data_prescr-100787,claude_sonnet,Phase P-B (VLM generic),1715,339,4.284057971014493,3.283333333333333,6862.66303062439,True
rxpad_training_data_prescr-100809,claude_sonnet,Phase P-B (VLM generic),2200,849,1.6468531468531469,1.143835616438356,16072.004079818726,True
rxpad_training_data_prescr-100810,claude_sonnet,Phase P-B (VLM generic),2191,598,2.6485148514851486,2.1982758620689653,12922.523975372314,True
rxpad_training_data_prescr-100811,claude_sonnet,Phase P-B (VLM generic),1024,344,2.0,1.5423728813559323,9908.987045288086,True
rxpad_training_data_prescr-100820,claude_sonnet,Phase P-B (VLM generic),947,183,4.0855614973262036,3.7241379310344827,6048.019886016846,True
rxpad_training_data_prescr-100836,claude_sonnet,Phase P-B (VLM generic),2108,575,2.6557659208261617,2.0,10228.235006332396,True
rxpad_training_data_prescr-100858,claude_sonnet,Phase P-B (VLM generic),1801,397,3.4975124378109452,2.723076923076923,9937.481880187988,True
rxpad_training_data_prescr-100869,claude_sonnet,Phase P-B (VLM generic),2553,341,6.336206896551724,5.388888888888889,13821.89917564392,True
rxpad_training_data_prescr-100879,claude_sonnet,Phase P-B (VLM generic),1360,363,2.7065217391304346,1.4931506849315068,8293.330907821655,True
rxpad_training_data_prescr-100882,claude_sonnet,Phase P-B (VLM generic),2282,647,2.5068912710566615,1.9464285714285714,12964.420795440674,True
rxpad_training_data_prescr-100895,claude_sonnet,Phase P-B (VLM generic),1426,416,2.4166666666666665,1.9583333333333333,9542.710065841677,True
rxpad_training_data_prescr-100918,claude_sonnet,Phase P-B (VLM generic),1260,346,2.601139601139601,2.706896551724138,7330.74688911438,True
rxpad_training_data_prescr-100921,claude_sonnet,Phase P-B (VLM generic),1077,230,3.6452991452991452,3.323529411764706,6617.11311340332,True
rxpad_training_data_prescr-100930,claude_sonnet,Phase P-B (VLM generic),1280,383,2.3350515463917527,1.921875,9010.37883758545,True
rxpad_training_data_prescr-100934,claude_sonnet,Phase P-B (VLM generic),2764,600,3.5187601957585644,2.3388429752066116,13102.802038192747,True
rxpad_training_data_prescr-101762,claude_sonnet,Phase P-B (VLM generic),1426,365,2.8831521739130435,1.9565217391304348,7574.139833450317,True
rxpad_training_data_prescr-101765,claude_sonnet,Phase P-B (VLM generic),1743,565,2.0698080279232114,1.4857142857142858,9683.111906051636,True
rxpad_training_data_prescr-101768,claude_sonnet,Phase P-B (VLM generic),1802,492,2.651821862348178,1.396039603960396,10186.126947402954,True
rxpad_training_data_prescr-101769,claude_sonnet,Phase P-B (VLM generic),1224,360,2.386740331491713,1.5072463768115942,7988.126993179321,True
rxpad_training_data_prescr-101770,claude_sonnet,Phase P-B (VLM generic),1187,339,2.495601173020528,1.7704918032786885,6506.160020828247,True
rxpad_training_data_prescr-101774,claude_sonnet,Phase P-B (VLM generic),3783,1167,2.238539898132428,1.429951690821256,18265.96474647522,True
rxpad_training_data_prescr-101784,claude_sonnet,Phase P-B (VLM generic),4293,1516,1.850130890052356,1.316793893129771,24064.782857894897,True
rxpad_training_data_prescr-101792,claude_sonnet,Phase P-B (VLM generic),1359,279,3.8666666666666667,5.162162162162162,6553.422927856445,True
rxpad_training_data_prescr-101793,claude_sonnet,Phase P-B (VLM generic),2242,732,2.0539083557951483,1.6864406779661016,13006.55484199524,True
rxpad_training_data_prescr-101798,claude_sonnet,Phase P-B (VLM generic),1122,375,1.9658792650918635,1.318840579710145,9568.428993225098,True
rxpad_training_data_prescr-101803,claude_sonnet,Phase P-B (VLM generic),3159,775,3.0625798212005106,2.347517730496454,14730.928897857666,True
rxpad_training_data_prescr-101805,claude_sonnet,Phase P-B (VLM generic),4432,2041,1.178988326848249,0.878419452887538,34598.33097457886,True
rxpad_training_data_prescr-101808,claude_sonnet,Phase P-B (VLM generic),2411,693,2.4586894586894585,1.7222222222222223,10834.792852401732,True
rxpad_training_data_prescr-101814,claude_sonnet,Phase P-B (VLM generic),1404,339,3.1137026239067054,2.7,7548.786163330078,True
rxpad_training_data_prescr-101818,claude_sonnet,Phase P-B (VLM generic),2350,731,2.2096774193548385,1.8650793650793651,15857.64503479004,True
rxpad_training_data_prescr-101823,claude_sonnet,Phase P-B (VLM generic),897,322,1.3511777301927195,1.3584905660377358,7922.266006469727,True
rxpad_training_data_prescr-101825,claude_sonnet,Phase P-B (VLM generic),1242,494,1.5050100200400802,1.7375,8878.235816955566,True
rxpad_training_data_prescr-101828,claude_sonnet,Phase P-B (VLM generic),2236,810,1.8386308068459658,1.9465648854961832,16641.434907913208,True
rxpad_training_data_prescr-101832,claude_sonnet,Phase P-B (VLM generic),2776,1057,1.6223055295220243,1.272189349112426,19936.326026916504,True
rxpad_training_data_prescr-101834,claude_sonnet,Phase P-B (VLM generic),3845,379,9.013020833333334,8.254545454545454,8304.75902557373,True
rxpad_training_data_prescr-101848,claude_sonnet,Phase P-B (VLM generic),966,313,2.078125,1.82,7763.063192367554,True
rxpad_training_data_prescr-101853,claude_sonnet,Phase P-B (VLM generic),2938,1323,1.2294958615500375,0.8706896551724138,22850.406885147095,True
rxpad_training_data_prescr-101854,claude_sonnet,Phase P-B (VLM generic),2412,873,1.7734994337485843,1.2818791946308725,16444.73886489868,True
rxpad_training_data_prescr-101856,claude_sonnet,Phase P-B (VLM generic),2310,885,1.696868008948546,1.0263157894736843,14050.525903701782,True
rxpad_training_data_prescr-101857,claude_sonnet,Phase P-B (VLM generic),1419,456,2.100217864923747,1.5679012345679013,9479.280948638916,True
rxpad_training_data_prescr-101858,claude_sonnet,Phase P-B (VLM generic),2475,1179,1.1076534903280066,0.7760416666666666,20540.128231048584,True
rxpad_training_data_prescr-101861,claude_sonnet,Phase P-B (VLM generic),2743,996,1.7224371373307543,1.304093567251462,16445.576906204224,True
rxpad_training_data_prescr-101862,claude_sonnet,Phase P-B (VLM generic),1025,159,5.333333333333333,5.380952380952381,5308.542013168335,True
rxpad_training_data_prescr-101863,claude_sonnet,Phase P-B (VLM generic),3785,1628,1.340451494813911,0.7017543859649122,25331.74705505371,True
rxpad_training_data_prescr-101867,claude_sonnet,Phase P-B (VLM generic),5024,1877,1.6926751592356688,1.065934065934066,23418.192863464355,True
rxpad_training_data_prescr-101869,claude_sonnet,Phase P-B (VLM generic),2551,646,2.900763358778626,2.295918367346939,13542.656183242798,True
rxpad_training_data_prescr-101871,claude_sonnet,Phase P-B (VLM generic),2494,1006,1.6938976377952757,1.3485714285714285,15530.92122077942,True
rxpad_training_data_prescr-101872,claude_sonnet,Phase P-B (VLM generic),2180,766,1.8432642487046633,1.2945736434108528,12943.28236579895,True
