sample_id,model,ground_truth_len,prediction_len,cer,wer,has_prediction,phase,language_simplified
icdar_tr_img_02452,donut,21,46,0.6304347826086957,1.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_02478,donut,15,40,0.7,0.5,True,Phase 1 (OCR),Latin
icdar_tr_img_02495,donut,15,51,0.8235294117647058,1.5,True,Phase 1 (OCR),Symbols
icdar_tr_img_02572,donut,32,117,0.8888888888888888,1.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_02626,donut,14,49,1.0,4.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_02899,donut,36,20,1.7,3.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_02932,donut,28,58,0.9310344827586207,1.6,True,Phase 1 (OCR),Symbols
icdar_tr_img_02969,donut,39,66,0.9393939393939394,2.25,True,Phase 1 (OCR),None
icdar_tr_img_03006,donut,40,31,1.2258064516129032,2.3333333333333335,True,Phase 1 (OCR),Mixed
icdar_tr_img_03017,donut,44,48,1.0,1.25,True,Phase 1 (OCR),Chinese
icdar_tr_img_03039,donut,23,1288,1.0,1.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_03052,donut,7,14,1.0,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03120,donut,12,14,1.0,2.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03121,donut,36,1525,0.9881967213114754,2.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03127,donut,25,45,0.8222222222222222,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03135,donut,36,14,2.5714285714285716,5.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03137,donut,2,14,1.0,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03155,donut,218,291,0.6838487972508591,1.2,True,Phase 1 (OCR),Mixed
icdar_tr_img_03160,donut,125,46,2.4347826086956523,4.5,True,Phase 1 (OCR),Mixed
icdar_tr_img_03160,donut,125,46,2.4347826086956523,4.5,True,Phase 1 (OCR),Mixed
icdar_tr_img_03166,donut,26,51,0.6862745098039216,0.8,True,Phase 1 (OCR),Chinese
icdar_tr_img_03181,donut,15,14,1.0714285714285714,3.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03237,donut,159,1550,0.9870967741935484,2.4285714285714284,True,Phase 1 (OCR),Mixed
icdar_tr_img_03241,donut,59,51,1.0196078431372548,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03286,donut,39,18,2.1666666666666665,1.5,True,Phase 1 (OCR),Chinese
icdar_tr_img_03291,donut,79,1542,1.0,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03306,donut,6,14,1.0,3.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03314,donut,4,19,1.0,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03316,donut,80,243,0.8518518518518519,1.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_03320,donut,73,14,4.928571428571429,11.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03342,donut,15,14,1.0714285714285714,3.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03369,donut,26,64,0.9375,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03371,donut,105,76,1.2763157894736843,4.5,True,Phase 1 (OCR),Chinese
icdar_tr_img_03444,donut,135,45,2.577777777777778,3.5,True,Phase 1 (OCR),Chinese
icdar_tr_img_03445,donut,24,50,0.8,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03463,donut,165,194,0.9536082474226805,2.6,True,Phase 1 (OCR),Mixed
icdar_tr_img_03464,donut,53,105,0.9619047619047619,1.3333333333333333,True,Phase 1 (OCR),Mixed
icdar_tr_img_03487,donut,38,19,1.7894736842105263,2.5,True,Phase 1 (OCR),Mixed
icdar_tr_img_03524,donut,10,18,1.0,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03527,donut,50,78,0.7692307692307693,1.5,True,Phase 1 (OCR),Chinese
icdar_tr_img_03529,donut,15,14,1.0714285714285714,2.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03573,donut,15,45,0.7333333333333333,0.6666666666666666,True,Phase 1 (OCR),Symbols
icdar_tr_img_03591,donut,137,779,0.993581514762516,1.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_03638,donut,12,14,1.2857142857142858,4.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03642,donut,19,14,1.3571428571428572,3.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03645,donut,23,53,0.9811320754716981,1.3333333333333333,True,Phase 1 (OCR),Mixed
icdar_tr_img_03655,donut,66,46,1.326086956521739,5.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03656,donut,17,18,0.8888888888888888,2.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03664,donut,38,30,1.2666666666666666,3.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_03665,donut,17,22,0.9545454545454546,1.5,True,Phase 1 (OCR),Chinese
icdar_tr_img_03676,donut,61,87,0.9195402298850575,1.5,True,Phase 1 (OCR),Chinese
icdar_tr_img_03693,donut,54,14,3.857142857142857,8.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03701,donut,50,63,0.47619047619047616,0.5,True,Phase 1 (OCR),Chinese
icdar_tr_img_03718,donut,10,14,1.0,2.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03721,donut,226,380,0.8578947368421053,1.4761904761904763,True,Phase 1 (OCR),Mixed
icdar_tr_img_03727,donut,9,14,1.0,2.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03735,donut,63,106,0.8773584905660378,0.9090909090909091,True,Phase 1 (OCR),Chinese
icdar_tr_img_03748,donut,30,53,0.9056603773584906,1.3333333333333333,True,Phase 1 (OCR),Chinese
icdar_tr_img_03763,donut,57,14,3.857142857142857,7.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_03763,donut,57,14,3.857142857142857,7.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_03767,donut,67,14,4.785714285714286,9.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03799,donut,138,193,0.7772020725388601,1.25,True,Phase 1 (OCR),Mixed
icdar_tr_img_03849,donut,24,47,0.9148936170212766,2.5,True,Phase 1 (OCR),Symbols
icdar_tr_img_03858,donut,52,91,0.8241758241758241,1.6666666666666667,True,Phase 1 (OCR),Chinese
icdar_tr_img_03863,donut,13,14,1.0,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03874,donut,30,42,0.9285714285714286,1.6666666666666667,True,Phase 1 (OCR),Chinese
icdar_tr_img_03877,donut,22,42,0.7857142857142857,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03896,donut,23,45,0.9555555555555556,2.6666666666666665,True,Phase 1 (OCR),None
icdar_tr_img_03917,donut,34,38,1.0,3.5,True,Phase 1 (OCR),Chinese
icdar_tr_img_03918,donut,94,26,3.6153846153846154,2.75,True,Phase 1 (OCR),Chinese
icdar_tr_img_03922,donut,17,14,1.2142857142857142,3.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03939,donut,9,14,1.0,2.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03953,donut,133,828,0.9842995169082126,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03958,donut,21,14,1.3571428571428572,4.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03981,donut,11,59,0.9661016949152542,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_03989,donut,4,14,1.0,1.0,True,Phase 1 (OCR),Chinese
icdar_tr_img_04073,donut,72,113,0.6814159292035398,0.7142857142857143,True,Phase 1 (OCR),Latin
icdar_tr_img_04118,donut,28,72,0.7638888888888888,1.3333333333333333,True,Phase 1 (OCR),Latin
icdar_tr_img_04155,donut,37,210,0.9095238095238095,2.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_04262,donut,10,14,1.0,3.0,True,Phase 1 (OCR),None
icdar_tr_img_04276,donut,160,435,0.8298850574712644,0.9629629629629629,True,Phase 1 (OCR),Symbols
icdar_tr_img_04418,donut,17,91,0.8791208791208791,0.6666666666666666,True,Phase 1 (OCR),Symbols
icdar_tr_img_04520,donut,7,14,1.0,1.0,True,Phase 1 (OCR),Latin
icdar_tr_img_04546,donut,44,39,1.2307692307692308,3.75,True,Phase 1 (OCR),Symbols
icdar_tr_img_04614,donut,152,89,1.5168539325842696,7.5,True,Phase 1 (OCR),Symbols
icdar_tr_img_04645,donut,52,778,1.0,1.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_04690,donut,18,74,0.7972972972972973,1.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_04746,donut,93,216,0.7731481481481481,1.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_04826,donut,197,356,0.7275280898876404,0.8666666666666667,True,Phase 1 (OCR),Symbols
icdar_tr_img_04861,donut,43,19,2.473684210526316,4.333333333333333,True,Phase 1 (OCR),None
icdar_tr_img_04911,donut,23,29,1.3103448275862069,6.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_04915,donut,54,39,1.3333333333333333,3.3333333333333335,True,Phase 1 (OCR),Latin
icdar_tr_img_04917,donut,14,55,0.7636363636363637,0.6666666666666666,True,Phase 1 (OCR),Latin
icdar_tr_img_04927,donut,31,106,0.7641509433962265,1.0,True,Phase 1 (OCR),Latin
icdar_tr_img_05000,donut,22,74,0.8378378378378378,3.3333333333333335,True,Phase 1 (OCR),None
icdar_tr_img_05003,donut,82,24,3.75,10.5,True,Phase 1 (OCR),None
icdar_tr_img_05004,donut,36,53,0.9056603773584906,2.25,True,Phase 1 (OCR),Symbols
icdar_tr_img_05009,donut,69,45,3.5555555555555554,18.5,True,Phase 1 (OCR),Mixed
icdar_tr_img_05038,donut,18,14,1.2857142857142858,4.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05044,donut,46,230,0.8652173913043478,1.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05065,donut,25,17,1.7058823529411764,2.5,True,Phase 1 (OCR),None
icdar_tr_img_05071,donut,50,89,0.9438202247191011,3.25,True,Phase 1 (OCR),Symbols
icdar_tr_img_05100,donut,80,14,7.214285714285714,27.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_05112,donut,104,139,0.8705035971223022,2.125,True,Phase 1 (OCR),None
icdar_tr_img_05136,donut,87,1537,1.0,23.0,True,Phase 1 (OCR),None
icdar_tr_img_05146,donut,33,14,7.285714285714286,28.0,True,Phase 1 (OCR),None
icdar_tr_img_05153,donut,40,38,1.0526315789473684,3.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05175,donut,26,53,0.9056603773584906,2.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_05182,donut,54,96,0.84375,2.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05183,donut,143,51,4.490196078431373,20.0,True,Phase 1 (OCR),None
icdar_tr_img_05200,donut,5,14,2.0714285714285716,7.0,True,Phase 1 (OCR),None
icdar_tr_img_05206,donut,13,16,1.0,1.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05216,donut,66,93,1.4301075268817205,6.4,True,Phase 1 (OCR),Mixed
icdar_tr_img_05223,donut,9,14,1.2142857142857142,4.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05246,donut,73,14,6.071428571428571,23.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_05257,donut,29,42,0.9047619047619048,1.6666666666666667,True,Phase 1 (OCR),Korean
icdar_tr_img_05262,donut,17,107,0.9906542056074766,1.25,True,Phase 1 (OCR),Korean
icdar_tr_img_05273,donut,21,51,0.8627450980392157,1.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05282,donut,49,1161,0.9991386735572783,6.5,True,Phase 1 (OCR),Korean
icdar_tr_img_05311,donut,208,809,0.9975278121137207,3.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_05352,donut,69,18,4.0,8.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_05363,donut,27,63,0.9365079365079365,1.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_05370,donut,2,14,1.0,1.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05372,donut,26,14,2.142857142857143,5.0,True,Phase 1 (OCR),None
icdar_tr_img_05382,donut,7,14,1.0,3.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05406,donut,28,14,5.642857142857143,20.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05413,donut,70,14,7.142857142857143,23.0,True,Phase 1 (OCR),None
icdar_tr_img_05420,donut,28,3064,1.0,1.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05433,donut,66,18,4.0,9.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05435,donut,41,14,3.5714285714285716,12.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_05437,donut,46,21,3.4285714285714284,9.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_05438,donut,38,47,0.851063829787234,1.8333333333333333,True,Phase 1 (OCR),Symbols
icdar_tr_img_05445,donut,61,34,1.7352941176470589,2.2857142857142856,True,Phase 1 (OCR),Symbols
icdar_tr_img_05447,donut,13,20,1.0,1.5,True,Phase 1 (OCR),Korean
icdar_tr_img_05448,donut,27,29,1.0,1.6666666666666667,True,Phase 1 (OCR),Korean
icdar_tr_img_05470,donut,77,90,0.8666666666666667,2.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_05472,donut,137,315,0.819047619047619,1.6470588235294117,True,Phase 1 (OCR),None
icdar_tr_img_05476,donut,57,92,0.967391304347826,5.25,True,Phase 1 (OCR),Symbols
icdar_tr_img_05485,donut,32,89,0.9887640449438202,3.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_05501,donut,50,66,0.696969696969697,0.7777777777777778,True,Phase 1 (OCR),Mixed
icdar_tr_img_05505,donut,83,14,9.0,31.0,True,Phase 1 (OCR),None
icdar_tr_img_05509,donut,24,160,0.94375,0.8888888888888888,True,Phase 1 (OCR),Korean
icdar_tr_img_05518,donut,12,14,1.0,2.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05535,donut,492,46,20.391304347826086,113.0,True,Phase 1 (OCR),None
icdar_tr_img_05537,donut,36,140,0.9571428571428572,1.4285714285714286,True,Phase 1 (OCR),None
icdar_tr_img_05541,donut,43,146,0.952054794520548,1.8571428571428572,True,Phase 1 (OCR),Korean
icdar_tr_img_05541,donut,43,146,0.952054794520548,1.8571428571428572,True,Phase 1 (OCR),Korean
icdar_tr_img_05542,donut,3,14,1.0,1.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05544,donut,74,54,1.9444444444444444,7.0,True,Phase 1 (OCR),None
icdar_tr_img_05633,donut,155,230,0.9434782608695652,1.9,True,Phase 1 (OCR),Symbols
icdar_tr_img_05636,donut,33,44,0.6363636363636364,0.625,True,Phase 1 (OCR),Korean
icdar_tr_img_05653,donut,106,48,4.041666666666667,12.25,True,Phase 1 (OCR),Korean
icdar_tr_img_05658,donut,3,14,1.0,1.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05661,donut,76,56,1.8392857142857142,7.0,True,Phase 1 (OCR),None
icdar_tr_img_05664,donut,42,54,0.9074074074074074,1.0,True,Phase 1 (OCR),None
icdar_tr_img_05664,donut,42,54,0.9074074074074074,1.0,True,Phase 1 (OCR),None
icdar_tr_img_05730,donut,27,14,2.642857142857143,10.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_05745,donut,13,14,1.0,3.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05747,donut,109,70,1.9285714285714286,11.0,True,Phase 1 (OCR),None
icdar_tr_img_05765,donut,19,3062,0.9996734160679295,2.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05768,donut,20,40,0.9,1.3333333333333333,True,Phase 1 (OCR),Korean
icdar_tr_img_05771,donut,60,39,5.333333333333333,13.0,True,Phase 1 (OCR),None
icdar_tr_img_05798,donut,46,30,3.4,13.5,True,Phase 1 (OCR),None
icdar_tr_img_05799,donut,17,70,1.1,5.0,True,Phase 1 (OCR),None
icdar_tr_img_05806,donut,20,45,0.8888888888888888,4.0,True,Phase 1 (OCR),None
icdar_tr_img_05807,donut,80,252,0.9206349206349206,1.0588235294117647,True,Phase 1 (OCR),Korean
icdar_tr_img_05808,donut,30,36,0.5277777777777778,1.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05827,donut,66,2286,0.9991251093613298,1.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_05831,donut,61,147,0.8843537414965986,2.6666666666666665,True,Phase 1 (OCR),Symbols
icdar_tr_img_05840,donut,48,14,3.2142857142857144,8.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05871,donut,12,14,3.357142857142857,11.0,True,Phase 1 (OCR),None
icdar_tr_img_05876,donut,193,32,8.5625,30.5,True,Phase 1 (OCR),None
icdar_tr_img_05878,donut,50,46,0.9130434782608695,1.25,True,Phase 1 (OCR),None
icdar_tr_img_05917,donut,102,19,7.473684210526316,17.5,True,Phase 1 (OCR),None
icdar_tr_img_05925,donut,24,14,5.642857142857143,22.0,True,Phase 1 (OCR),None
icdar_tr_img_05940,donut,13,47,0.9574468085106383,2.5,True,Phase 1 (OCR),None
icdar_tr_img_05965,donut,79,64,1.34375,2.3333333333333335,True,Phase 1 (OCR),Mixed
icdar_tr_img_05979,donut,26,1543,0.9967595593000648,2.0,True,Phase 1 (OCR),Korean
icdar_tr_img_05979,donut,26,1543,0.9967595593000648,2.0,True,Phase 1 (OCR),Korean
icdar_tr_img_06011,donut,138,92,1.4130434782608696,2.6,True,Phase 1 (OCR),Mixed
icdar_tr_img_06019,donut,147,35,4.171428571428572,8.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06022,donut,7,14,1.0,2.0,True,Phase 1 (OCR),None
icdar_tr_img_06036,donut,139,187,0.7540106951871658,1.7272727272727273,True,Phase 1 (OCR),Japanese
icdar_tr_img_06040,donut,361,586,0.8156996587030717,1.411764705882353,True,Phase 1 (OCR),None
icdar_tr_img_06060,donut,6,60,0.95,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06061,donut,45,44,0.9090909090909091,2.6666666666666665,True,Phase 1 (OCR),Korean
icdar_tr_img_06066,donut,22,61,0.7213114754098361,0.75,True,Phase 1 (OCR),Japanese
icdar_tr_img_06095,donut,19,68,0.9558823529411765,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06096,donut,43,42,1.1428571428571428,4.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06117,donut,135,59,1.9152542372881356,6.0,True,Phase 1 (OCR),None
icdar_tr_img_06128,donut,43,14,4.428571428571429,12.0,True,Phase 1 (OCR),None
icdar_tr_img_06135,donut,237,255,0.9607843137254902,2.7857142857142856,True,Phase 1 (OCR),None
icdar_tr_img_06138,donut,16,45,0.9111111111111111,2.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06162,donut,230,127,5.338582677165355,20.5,True,Phase 1 (OCR),None
icdar_tr_img_06165,donut,530,14,46.785714285714285,144.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06181,donut,80,58,1.1379310344827587,2.5,True,Phase 1 (OCR),Japanese
icdar_tr_img_06185,donut,977,593,1.5143338954468804,4.277777777777778,True,Phase 1 (OCR),None
icdar_tr_img_06209,donut,485,773,0.666235446313066,0.7666666666666667,True,Phase 1 (OCR),Korean
icdar_tr_img_06214,donut,37,1198,0.9974958263772955,1.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06228,donut,212,154,1.4350649350649352,6.666666666666667,True,Phase 1 (OCR),None
icdar_tr_img_06237,donut,114,104,1.0673076923076923,2.1818181818181817,True,Phase 1 (OCR),Symbols
icdar_tr_img_06251,donut,92,785,0.9974522292993631,5.333333333333333,True,Phase 1 (OCR),Korean
icdar_tr_img_06284,donut,20,44,0.8409090909090909,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06285,donut,73,14,4.928571428571429,12.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06326,donut,437,55,7.963636363636364,9.8,True,Phase 1 (OCR),Mixed
icdar_tr_img_06327,donut,65,141,0.7375886524822695,1.4,True,Phase 1 (OCR),Japanese
icdar_tr_img_06349,donut,147,198,0.7777777777777778,1.3571428571428572,True,Phase 1 (OCR),Mixed
icdar_tr_img_06366,donut,24,50,0.84,2.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06366,donut,24,50,0.84,2.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06396,donut,9,14,1.0,2.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06397,donut,214,18,19.27777777777778,36.5,True,Phase 1 (OCR),Mixed
icdar_tr_img_06397,donut,214,18,19.27777777777778,36.5,True,Phase 1 (OCR),Mixed
icdar_tr_img_06402,donut,182,14,19.714285714285715,69.0,True,Phase 1 (OCR),None
icdar_tr_img_06410,donut,93,14,6.857142857142857,20.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06434,donut,25,14,1.8571428571428572,4.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06437,donut,104,14,19.428571428571427,65.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_06443,donut,40,111,0.7837837837837838,0.7142857142857143,True,Phase 1 (OCR),Japanese
icdar_tr_img_06448,donut,15,80,0.95,1.3333333333333333,True,Phase 1 (OCR),Japanese
icdar_tr_img_06465,donut,15,14,1.0714285714285714,4.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06479,donut,34,14,2.4285714285714284,6.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06506,donut,162,7535,0.9981420039814201,3.2,True,Phase 1 (OCR),Mixed
icdar_tr_img_06513,donut,726,1542,0.9857328145265889,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06523,donut,177,18,9.833333333333334,10.5,True,Phase 1 (OCR),Mixed
icdar_tr_img_06538,donut,172,528,0.9488636363636364,1.3703703703703705,True,Phase 1 (OCR),Mixed
icdar_tr_img_06554,donut,480,57,9.350877192982455,23.75,True,Phase 1 (OCR),Symbols
icdar_tr_img_06558,donut,275,14,26.142857142857142,76.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06566,donut,69,44,2.3181818181818183,9.5,True,Phase 1 (OCR),Japanese
icdar_tr_img_06567,donut,14,14,1.0,2.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06576,donut,4,14,1.0,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06584,donut,15,14,1.0714285714285714,4.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06588,donut,38,71,0.7746478873239436,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06617,donut,21,14,1.5,3.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06621,donut,510,16,32.125,24.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_06639,donut,131,99,1.5454545454545454,7.75,True,Phase 1 (OCR),Mixed
icdar_tr_img_06640,donut,43,14,4.857142857142857,15.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06646,donut,11,14,1.0,2.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06649,donut,16,18,1.0,2.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06671,donut,178,14,30.714285714285715,105.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06672,donut,4,14,1.0,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06682,donut,9,1542,0.9993514915693904,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06692,donut,28,37,0.8648648648648649,4.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06749,donut,22,16,1.75,3.0,True,Phase 1 (OCR),None
icdar_tr_img_06771,donut,169,18,10.333333333333334,11.5,True,Phase 1 (OCR),None
icdar_tr_img_06778,donut,11,54,0.9074074074074074,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06782,donut,9,50,0.82,1.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06789,donut,99,16,9.4375,18.5,True,Phase 1 (OCR),None
icdar_tr_img_06795,donut,45,70,0.8714285714285714,3.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06807,donut,7,16,1.0,1.5,True,Phase 1 (OCR),Japanese
icdar_tr_img_06812,donut,17,73,0.8493150684931506,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06814,donut,15,14,1.0714285714285714,3.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06821,donut,103,111,0.9819819819819819,1.4,True,Phase 1 (OCR),Mixed
icdar_tr_img_06826,donut,43,62,0.8387096774193549,2.3333333333333335,True,Phase 1 (OCR),Japanese
icdar_tr_img_06828,donut,334,14,30.0,96.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_06834,donut,198,473,0.8456659619450317,1.4285714285714286,True,Phase 1 (OCR),Mixed
icdar_tr_img_06849,donut,7,778,1.0,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06853,donut,121,248,0.9233870967741935,2.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06866,donut,19,38,0.8157894736842105,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06868,donut,189,167,0.9101796407185628,1.8461538461538463,True,Phase 1 (OCR),None
icdar_tr_img_06868,donut,189,167,0.9101796407185628,1.8461538461538463,True,Phase 1 (OCR),None
icdar_tr_img_06872,donut,43,34,1.2352941176470589,2.5,True,Phase 1 (OCR),Japanese
icdar_tr_img_06885,donut,64,35,1.3714285714285714,6.0,True,Phase 1 (OCR),Korean
icdar_tr_img_06886,donut,17,19,1.0,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06905,donut,43,14,3.0714285714285716,4.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06908,donut,90,14,9.857142857142858,28.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06963,donut,229,1558,0.993581514762516,1.0,True,Phase 1 (OCR),Mixed
icdar_tr_img_06966,donut,128,83,1.2891566265060241,4.2,True,Phase 1 (OCR),Mixed
icdar_tr_img_06982,donut,875,756,1.1719576719576719,3.8620689655172415,True,Phase 1 (OCR),Mixed
icdar_tr_img_06984,donut,14,30,0.9333333333333333,1.0,True,Phase 1 (OCR),Japanese
icdar_tr_img_06994,donut,38,177,0.8926553672316384,1.25,True,Phase 1 (OCR),Japanese
icdar_tr_img_07037,donut,193,366,0.8579234972677595,1.2380952380952381,True,Phase 1 (OCR),None
icdar_tr_img_07048,donut,16,14,1.1428571428571428,3.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_07074,donut,388,448,0.7745535714285714,1.9285714285714286,True,Phase 1 (OCR),Symbols
icdar_tr_img_07102,donut,441,47,14.042553191489361,40.666666666666664,True,Phase 1 (OCR),Symbols
icdar_tr_img_07157,donut,254,380,0.7842105263157895,3.5,True,Phase 1 (OCR),Symbols
icdar_tr_img_07190,donut,235,343,0.8192419825072886,1.875,True,Phase 1 (OCR),Symbols
icdar_tr_img_07305,donut,322,693,0.8528138528138528,1.7941176470588236,True,Phase 1 (OCR),Latin
icdar_tr_img_07338,donut,275,145,1.793103448275862,5.75,True,Phase 1 (OCR),Symbols
icdar_tr_img_07340,donut,68,93,1.1612903225806452,3.125,True,Phase 1 (OCR),None
icdar_tr_img_07399,donut,47,51,1.9215686274509804,5.5,True,Phase 1 (OCR),Symbols
icdar_tr_img_07414,donut,229,345,0.855072463768116,3.8333333333333335,True,Phase 1 (OCR),Symbols
icdar_tr_img_07493,donut,12,14,1.3571428571428572,4.0,True,Phase 1 (OCR),None
icdar_tr_img_07509,donut,498,359,1.3119777158774373,2.272727272727273,True,Phase 1 (OCR),Symbols
icdar_tr_img_07521,donut,379,72,5.263888888888889,17.0,True,Phase 1 (OCR),Symbols
icdar_tr_img_07564,donut,59,170,0.8705882352941177,1.2857142857142858,True,Phase 1 (OCR),Symbols
