sample_id,image_path,printed_image_path,dataset,ground_truth,gpt-5-mini_prediction,gpt-5-mini_prompt,gpt-5-mini_ground_truth_inference_time_ms,gpt-5-mini_prediction_inference_time_ms,gpt-5-mini_tokens_used,gpt-5-mini_ground_truth_error,gpt-5-mini_prediction_error,gpt-5-mini_timestamp,gpt-5-nano_prediction,gpt-5-nano_prompt,gpt-5-nano_ground_truth_inference_time_ms,gpt-5-nano_prediction_inference_time_ms,gpt-5-nano_tokens_used,gpt-5-nano_ground_truth_error,gpt-5-nano_prediction_error,gpt-5-nano_timestamp
iam_125_c06-005,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_125_c06-005/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_125_c06-005/printed.png,IAM_mini,"Where the 2bhoys are. In the hallway are the empties; through the door hearts are full, hopes are high. There are still a few amber inches in the bottle. Present are some hard-core Friends of Brendan. They listen with many an obliging guffaw to the brandy owner's solo swish on his anecdotal roller-coaster, with occasional stops for an old I.R.A. air or a Connemara tear-jerker.","Where the Ushers are. In the hallway are the empties; through the door hearts are full; hopes are high. There are still a few amber inches in the bottle. Present are some hard-core friends of Brendan. They listen with many an obliging guffaw to the brandy owner's soliloquy on his anecdotal roller-coaster, with occasional stops for an old I.R.A. air or a Connemara tear-jerker.",Extract all text from this document image,7052.375793457031,13943.31407546997,,,,2025-12-30T22:12:31.408813,,Extract all text from this document image,7671.68402671814,21178.513765335083,,,,2025-12-31T04:41:19.217488
iam_126_c06-052,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_126_c06-052/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_126_c06-052/printed.png,IAM_mini,"What happened to the new book partially tape-recorded by his publishers in March of last year? Still a skeleton. Yet I have before me now a 12,000-word manuscript of a book planned to be called Confessions of an Irish Rebel which was delivered to his agents in June. It begins: ""There was a party to celebrate Deirdre's return from her abortion in Bristol.""","What happened to the new book partially tape-recorded by his publishers in March of last year? Still a skeleton. Yet I have before me now a 12,000-word manuscript of a book planned to be called Confessions of an Irish Rebel which was delivered to his agents in June. It begins: ""There was a party to celebrate Deirdre's return from her abortion in Bristol"".",Extract all text from this document image,6056.404829025269,9409.467935562134,,,,2025-12-30T21:26:52.285759,"What happened to the new book partially tape-recorded by his publishers in March of last year? Still a skeleton, let me have before me now a 12,000-word manuscript of a book planned to be called Confessions of an Irish Rebel which was delivered to his agents in June. It begins: 'There was a party to celebrate Deirdre's return from her abortion in Bristol'.",Extract all text from this document image,7516.771078109741,15676.01990699768,,,,2025-12-31T03:35:00.336762
iam_126_c06-087,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_126_c06-087/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_126_c06-087/printed.png,IAM_mini,"Inevitably there comes the time when Mr. Hudson suddenly breaks with tradition and arrives there in July, when, just as inevitably, the place is full of American teenagers on an escorted tour. Result: Mr. Hudson and lady love Lollo find themselves playing chaperon (Brenda de Banzie, the official one, has broken a leg) to the girls, who have just been joined by a Jeep-load of boys.","Inevitably there comes the time when Mr. Hudson suddenly breaks with tradition and arrives there in July, when, just as inevitably, the place is full of American teenagers on an escorted tour. Result: Mr. Hudson and lady love Lollo find themselves playing chaperon (Brenda de Bentsie, the official one, has broken a leg) to the girls, who have just been joined by a Jeep-load of boys.

Note: the handwritten surname after ""Brenda de"" is difficult to read in the image; I have rendered it as ""Bentsie"" as the closest guess. There is also a small scribble at the top-left of the page.",Extract all text from this document image,6039.319038391113,14406.912088394165,,,,2025-12-30T23:27:42.289170,"Inevitably there comes the time when Mr. Hudson suddenly breaks with tradition and arrives there in July, when, just as inevitably, the place is full of American teenagers on an escorted tour. Result: Mr. Hudson and Lady have Lollo find themselves playing chaperon (Brenda de Bontie, the official one, has broken a leg) to the girls, who have just been paid by a Jeep-load of boys.",Extract all text from this document image,9087.319135665894,20096.014976501465,,,,2025-12-31T06:35:18.171950
iam_129_c06-014,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_129_c06-014/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_129_c06-014/printed.png,IAM_mini,"At last Brendan - to the journalist's relief - turns his attention to the writing scene. He proceeds to place himself in the literary hierarchy. ""I consider myself,"" he says, ""a cut above Evelyn Waugh socially, a cut above Nancy Mitford artistically, a cut above Frank Haxell conversationally. ""But,"" he continues, ""the greatest is Shelagh Delaney. Just because A Taste of Honey was set in Salford they put on her the limiting label of working-class writer.","At last Brendan - to the journalist's relief - turns his attention to the writing scene. He proceeds to place himself in the literary hierarchy. ""I consider myself,"" he says, ""a cut above Evelyn Waugh socially, a cut above Nancy Mitford artistically, a cut above Frank Haxell conversationally. ""But,"" he continues, ""the greatest is Shelagh Delaney. just because A Taste",Extract all text from this document image,10446.253061294556,13919.538021087646,,,,2025-12-30T22:53:56.780486,"At last Brendan - to the journalists relief - turns his attention to the writing surface. He proceeds to place himself in the literary hierarchy. ""I consider myself,"" he says, ""a cut above Evelyn Waugh socially, a cut above Nancy Mitford artistically, a cut above Frank Haxell conversationally."" ""But,"" he continues, ""the greatest is Shelagh Delaney. Just because A Taste",Extract all text from this document image,15562.5319480896,20126.393795013428,,,,2025-12-31T05:50:54.679567
iam_129_c06-138,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_129_c06-138/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_129_c06-138/printed.png,IAM_mini,"The plain, sober manner of its style all the more tellingly points up not only the horror of the case itself, which floundered on to the electrocution four years later of a German-born Bronx carpenter named Bruno Richard Hauptmann, but to the raree-show emotionalism and sensation-hunger of that era.","The plain, sober manner of its style all the more tellingly points up not only the horror of the case itself, which floundered on to the electrocution four years later of a German-born Bronx carpenter named Bruno Richard Hauptmann, but to the race-show emotionalism and sensation-hunger of that era.",Extract all text from this document image,5529.282093048096,26124.420881271362,,,,2025-12-30T22:52:57.399586,"The plain, sober manner of its style all the more tellingly points up not only the horror of the case itself, which floundered on to the electrocution four years later of a German-born carpenter named Bruno Richard Hauptmann, but to the rare-show emotionalism and sensation - hunger of that era.",Extract all text from this document image,8529.656887054443,21978.977918624878,,,,2025-12-31T05:49:12.657766
iam_130_b06-079,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_130_b06-079/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_130_b06-079/printed.png,IAM_mini,"It is impossible for Labour's new Defence statement to unite the movement as the Labour leaders are not only in favour of American bases, but are in favour of German bases and troops being trained on British soil. The new Defence statement, while accepting that Britain cannot remain an independent nuclear Power, now supports the policy of depending on American nuclear weapons and the H-bomb, placing Britain in an even more dangerous position.","It is impossible for labour's new Defence statement to unite the movement as the labour leaders are not only in favour of American bases, but are in favour of German bases and troops being trained on British soil. The new Defence statement, while accepting that Britain cannot remain an independent nuclear Power, now supports the policy of depending on American nuclear weapons and the H-bomb, placing Britain in an even more dangerous position.",Extract all text from this document image,6594.335079193115,15600.110054016113,,,,2025-12-30T23:25:47.864972,"It is impossible for Labour's new Defence measure to unite the movement as the Labour leaders are not only in favour of American bases, but are in favour of German bases and troops being trained on British soil. The new Defence statement, while accepting that Britain cannot remain an independent nuclear power, now supports the policy of depending on American nuclear weapons and the H-bomb, placing Britain in an even more dangerous position.",Extract all text from this document image,7277.554035186768,13654.268026351929,,,,2025-12-31T06:32:46.826186
iam_131_b06-042,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_131_b06-042/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_131_b06-042/printed.png,IAM_mini,"A policy which breaks with military alliances like Nato and seeks friendship with the Soviet Union can prevent another betrayal like that of the '30s. Shipbuilding Draughtsmen, writing in his personal capacity:*; I WAS pleased to read J. R. Campbell's article, for, as president of a union which fought for and still stands on the policy decisions established at the Scarborough Labour Party Conference I am appalled at the character of the current attack against those decisions.","A policy which breaks with military
alliances like Nato and seeks friendship
with the Soviet Union can prevent another
betrayal like that of the '30s. Shipbuilding
Draughtsmen, writing in his personal capa-
city:* I WAS pleased to read J. R. Camp-
bell's article, for, as president of a union
which fought for and still stands on the
policy decisions established at the Scar-
borough Labour Party Conference I am
appalled at the character of the current",Extract all text from this document image,8103.819847106934,8097.278833389282,,,,2025-12-30T23:27:21.842483,"A policy which breaks with military alliances like Nato and seeks friendship with the Soviet Union can prevent another betrayal like that of the '30s. Shipbuilding Draughtsmen, writing in his personal capacity: I WAS pleased to read J.R. Campbell's article, for, as president of a union which fought for and still stands on the policy decisions established at the Scarborough Labour Party Conference I am appalled at the character of the current",Extract all text from this document image,11352.95295715332,10970.463991165161,,,,2025-12-31T06:34:48.987836
iam_131_c06-058,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_131_c06-058/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_131_c06-058/printed.png,IAM_mini,"It is ribald, funny, brilliantly observant of character, and authentic as a glass of draught porter. But will we see its end? The last scene of this fragment is in a pub where the author throws a 10 note on to the bar and orders a round for the pals, one of whom cries:","It is ribald, funny, brilliantly observant
of character, and authentic as a glass
of draught porter. But will we see its
end? The last scene of this fragment
is in a pub where the author throws a
10 note on to the bar and orders a
round for the pals, one of whom cries:",Extract all text from this document image,4462.3658657073975,7996.8390464782715,,,,2025-12-30T21:32:48.956634,"It is ribald, funny, brilliantly observant
of character, and authentic as a glass
of draught porter. But will we see its
end? The last scene of this fragment
is in a pub where the author throws a
note on to the bar and orders a
round for the pals, one of whom cries:",Extract all text from this document image,6350.194931030273,19354.04634475708,,,,2025-12-31T03:43:45.769236
iam_132_b06-082,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_132_b06-082/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_132_b06-082/printed.png,IAM_mini,"The statement of Padley and Crossman is no different in principle to the new defence statement. They accept American nuclear bases, and also the use of nuclear weapons and nuclear strategy until some future date. They deceive the people by their talk of political and collective control of Nato. The Pentagon has made it perfectly clear who controls the American H-bomb, and who will actually give the instructions to press the button for nuclear warfare.","The statement of Padley and Crossman is no
different in principle to the new defence statement.
They accept American nuclear bases, and also
the use of nuclear weapons and nuclear strategy
until some future date. They deceive the people
by their talk of political and collective control
of Nato. The Pentagon has made it perfectly
clear who controls the American H-bomb, and
who will actually give the instructions to press
the button for nuclear warfare.",Extract all text from this document image,6306.35404586792,8866.387844085693,,,,2025-12-30T22:58:57.548961,"The statement of Padley and Crossman is no different in principle to the new defence statement. They accept American nuclear bases, and also the use of nuclear weapons and nuclear strategy until some future date. They accuse the people by their talk of political and collective control of Nato. The Pentagon has made it perfectly clear who controls the American H-bomb, and who will actually give the instructions to press the button for nuclear warfare.",Extract all text from this document image,8974.661827087402,13085.078001022339,,,,2025-12-31T05:56:43.785806
iam_132_c06-047,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_132_c06-047/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_132_c06-047/printed.png,IAM_mini,"LESS has been heard of Brendan's work. It is now five years since his first play, The Quare Fellow, was produced, three years since Borstal Boy was published and The Hostage was put on. What has happened to the play, Richard's Cork Leg, begun 18 months ago and due for presentation at the Theatre Royal, Stratford, last spring? It was never finished.","Less has been heard of Brendan's work. It is now five years since his first play, The Quare Fellow, was produced, three years since Borstal Boy was published and The Hostage was put on. What has happened to the play, Richard's Cork Leg, begun 18 months ago and due for presentation at the Theatre Royal, Stratford, last spring? It was never finished.",Extract all text from this document image,7829.423666000366,14288.188219070435,,,,2025-12-30T22:22:45.092249,"LESS has been heard of Brendan's work. It is now five years since his first play, The Quare Fellow, was produced; three years since Borstal Boy was published and The Hostage has put on. What has happened to the play, Richard's Cock Leg, begun 18 months ago and due for presentation at the Theatre Royal, Stafford, last spring? It has never finished.",Extract all text from this document image,8493.536949157715,22567.265033721924,,,,2025-12-31T04:56:11.410694
iam_132_c06-091,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_132_c06-091/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_132_c06-091/printed.png,IAM_mini,"It's hereabouts that the budge takes to the bottle, but I don't think it was through boredom. The film is funny enough in places and has a line or two of painful home truths thrown in. ""I don't want to talk like an adult,"" screams Gina, walking out on the man who has so far failed to make an honest woman of her.","It's hereabouts that the judge takes to the bottle, but I don't think it was through boredom. The film is funny enough in places and has a line or two of painful home truths thrown in. ""I don't want to talk like an adult,"" screams Gina, walking, walking out on the man who has so far failed to make an honest woman of her.",Extract all text from this document image,6335.402965545654,14478.790760040283,,,,2025-12-30T21:05:39.479638,"It's hearabouts that the badge takes to the bottle, but I
don't think it was through boredom. The film is funny enough
in places and has a line or two of painful home thoughts
thrown in. ""I don't want to talk like an adult,"" screams
Gina, talking, talking, talking out on the man who has so far
failed to make an honest woman of her.",Extract all text from this document image,7266.1168575286865,17205.517053604126,,,,2025-12-31T02:59:23.346576
iam_133_c06-080,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_133_c06-080/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_133_c06-080/printed.png,IAM_mini,"The performance of our talented feathered friend is not the only good thing (although the one original touch) in the film, which is better-than-average glossy comedy, Hollywood-styled, European set. Most of it has been shot in and around the sun-terrace of the Hotel Splendido (renamed the Dolce Vista for the picture) in Portofino - and if there's a better view to be had from a more comfortable vantage point anywhere, I'd like to see it.","The performance of our talented
feathered friend is not the only
good thing (although the one original
touch) in the film which is better-
than-average glassy comedy, Hollywood-
styled, European set. Most of it has
been shot in and around the
sun terrace of the Hotel Splendida (renamed
the Dolce Vista for the picture) in
Portofina - and if there's a better view",Extract all text from this document image,5178.415775299072,12005.622863769531,,,,2025-12-30T22:27:03.249159,"The performance of our talented feathered friend is not the only good thing (although the one original touch) in the film which is better-than-average glossy comedy Hollywood-styled, European set. Most of it has been shot in and around the interior of the Hotel Splendido (renamed the Dale Vista for the picture) in Patagonia - and if there's a better view.",Extract all text from this document image,10374.826669692993,24468.427896499634,,,,2025-12-31T05:12:22.307653
iam_133_c06-116,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_133_c06-116/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_133_c06-116/printed.png,IAM_mini,"Susan Hayward plays the wife sharply and sweetly. Mason is always good for a glower. And Miss Newmar is a stunner in every sense of the word. According to the script she was once captain of the junior hockey team at her school. So help me so was I. IL GRIDO (The Cry) - Paris Pullman - is an earlier essay in atmospheric meandering by the L'Avventura man, Michelangelo Antonioni.","Susan Hayward plays the wife sharply and sweetly. Mason is always good for a glower. And Miss Newman is a stunner in every sense of the word. According to the script she was once captain of the junior hockey team at her school. So help me so was I.

Il GRIDO (The Cry) - Paris Pullman - is an earlier essay, in atmospheric meandering, by the L'Avventura man, Michelangelo Antonioni.",Extract all text from this document image,7960.014820098877,11678.309917449951,,,,2025-12-30T21:39:43.550943,,Extract all text from this document image,9004.388809204102,24332.31520652771,,,,2025-12-31T03:53:51.422587
iam_136_c01-066,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_136_c01-066/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_136_c01-066/printed.png,IAM_mini,"The evil that Byron did certainly lived after him, and was even outmatched by the mischief perpetrated by almost every person who had been close to him. In turning over the bones Doris Langley Moore has brought to light a great deal of discreditable behaviour and a vision of mischief‑making propensities of the leisured classes in the early 19th century which leaves one a little breathless.","The evil that Byron did certainly lived after him, and was even outmatched by the mischief perpetrated by almost every person who had been close to him. In turning over the bones Doris Langley Moore has brought to light a great deal of discreditable behaviour and a vision of mischief-making propensities of the leisured classes in the early 19th century which leaves one a little breathless.",Extract all text from this document image,6113.425016403198,9158.063173294067,,,,2025-12-30T21:04:03.916852,"The ail that Byron did certainly lived after him, and was even outmatched by the mischief prophesied by almost every person who had been close to him. In turning over the bones Doris Langley Moore has brought to light a great deal of discreditable behaviour and a vision of mischief—making propensities of the leisured class in the early 19th century which leaves one a little breathless.",Extract all text from this document image,6552.213907241821,17566.10107421875,,,,2025-12-31T02:56:59.371542
iam_137_c02-000,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_137_c02-000/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_137_c02-000/printed.png,IAM_mini,"AFTER ten days of intermittent, near fatal ennui, the eleventh Berlin International Film Festival was suddenly jolted back to life by two extraordinary films, Bernhard Wicki's ""Das Wunder des Malachias"" (""The Miracle of Father Malachias"") and Michaelangelo Antonioni's ""La Notte."" The number of German film directors who have made first rate works in the last 25 years can be counted on the fingers of one hand: Frank Wysbar (""Fa""hrmann Maria""), Helmut Ka""utner (""Die Grosse Frei-heit No. 7""), Herbert Selpin (""Titanic""), Wolfgang Staudte (""Rotation""), and Georg Klaren (""Wozzeck"").","AFTER ten days of intermittent, near fatal ennui, the eleventh Berlin International Film festival was suddenly jolted back to life by two extraordinary films, Bernhard Wicki's ""Das Wunder des Malachias"" (""The miracle of Father Malachias"") and Michael-angelo Antonioni's ""La Notte"". The num-
ber of german film directors who have made first rank works in the last 25 years can be counted on the fingers of one",Extract all text from this document image,12969.567060470581,14842.295169830322,,,,2025-12-30T21:33:41.171776,,Extract all text from this document image,15889.0061378479,23970.139265060425,,,,2025-12-31T03:44:53.155119
iam_139_c02-007,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_139_c02-007/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_139_c02-007/printed.png,IAM_mini,"In 1950 he began to take photographs not only in Germany but also in Africa and America. An exhibition of these works which is now on view in a Berlin gallery is most impressive. As Friedrich Du”rrenmatt, the Swiss playwright and author, wrote: ”Wicki's blacks and greys are not only the colours of the lost and the forgotten, but they are also the technical means of abstraction.","In 1950 he began to take photographs not only in Germany but also in Africa and America. An exhibition of these works which is now in view in Berlin gallery is most impressive. As Friedrich Dürrenmatt, the Swiss playwright and author, wrote: ""Wicki's blacks and greys are not only the colours of the lost and the forgotten, but they are also the technical means of abstraction.""",Extract all text from this document image,10443.09401512146,8274.681091308594,,,,2025-12-30T23:29:50.765205,"In 1950 he began to take photographs not only in Germany but also in Africa and America. An exhibition of these works which is now in view in Berlin gallery is most impressive. As Friedrich Durrenmatt, the Swiss playwright and author, wrote: ""Wichl's blacks and greys are not only the colours of the lost and the forgotten, but they are also the technical means of abstraction.""",Extract all text from this document image,14599.99680519104,29633.380889892578,,,,2025-12-31T06:38:59.869002
iam_139_c02-017,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_139_c02-017/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_139_c02-017/printed.png,IAM_mini,"Following Bruce Marshall's original novel with considerable fidelity, the film tells the story of a little monk who prays that a disreputable night club near his church be removed. One night his prayer is answered and the offending establishment is suddenly transplanted to an island in the North Sea. But Father Malachias's troubles have only begun. Instead of having the desired effect, the miracle becomes exploited by a group of shrewd newspapermen.","Following Bruce Marshall's original novel with considerable fidelity, the film tells the story of a little monk who prays that a disrepu-
table night club near his church be re-
moved. One night his prayer is answered and the offending establishment is suddenly transplanted to an island in the North Sea.
But Father Malachia's troubles have only begun. Instead of having the desired effect, the miracle becomes exploited by a group",Extract all text from this document image,5632.940769195557,7769.24991607666,,,,2025-12-30T21:44:10.723231,"Following Bruce Marshall's original novel with considerable fidelity, the film tells the story of a little monk who prays that a disreputable night club near his church be removed. One night his prayer is answered and the offending establishment is suddenly transplanted to an island in the North Sea. But Father Malachia's troubles have only begun. Instead of having the desired effect, the miracle becomes explained by a group",Extract all text from this document image,16414.669036865234,15655.853986740112,,,,2025-12-31T04:00:54.997224
iam_140_c02-022,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_140_c02-022/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_140_c02-022/printed.png,IAM_mini,"Soon a carnival springs up on the site of the missing building. The Church rebukes the poor monk for his miracle, and as a crowning indignity the night club is given a gala society reopening on the island. Father Malachias goes to the island, prays, and in a second miracle the night club is replaced in its original setting.","Soon a carnival springs up on the site of
the missing building. The Church thanks the
poor man for his miracle, and as a
crowning indignity the night club is
given a place in high society reopening on the
island. Father Malachion goes to the island,
prays, and in a second miracle the
night club is replaced in its original
setting.",Extract all text from this document image,8992.491006851196,15767.743110656738,,,,2025-12-30T22:59:40.949520,,Extract all text from this document image,6604.001045227051,24839.036226272583,,,,2025-12-31T05:57:36.244448
iam_141_c02-026,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_141_c02-026/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_141_c02-026/printed.png,IAM_mini,"A summary of the story can give almost no indication of the scope of Wicki's artistry.
He tells his story best in the faces of his crowds, recording every wrinkle and drop of sweat with brutal honesty, building up to a tremendous climax in the island orgy.
Here, the guests arrive in ghost-like yachts, the wildly flapping white sails slashed by the glaring beacon of a lighthouse.","A summary of the story can give almost
indication of the scope Wizil's artistry. He
tells his story best in the faces of his crowds,
recording every wrinkle and drop of sweat
with brutal humanity, building up to a
tremendous climax in the island orgy.
Here, the guests arrive in ghost-like yachts,
the wildly flapping white sails slashed by
the glaring beacon of a lighthouse.",Extract all text from this document image,5363.194942474365,13176.9700050354,,,,2025-12-30T21:16:01.465969,"A summary of the story can give almost  
indication of the scope Wilde's artistry. He  
tells his story best in the faces of his crowds,  
recording every wrinkle and drop of sweat  
with vivid humanity, building up to a  
tremendous climax in the island orgy.  
There, the great arrive in ghost-like gadgets,  
the wildly flapping white sails slashed by  
the glowing beacon of a lighthouse.",Extract all text from this document image,7681.596279144287,39834.619998931885,,,,2025-12-31T03:16:43.943877
iam_142_c02-030,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_142_c02-030/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_142_c02-030/printed.png,IAM_mini,"When the final miracle does occur, it is accepted as a marvellous joke; no one has learned anything. Wicki suddenly returns to the city for a final epilogue. In complete silence he shows the faces of people walking in the streets, smug, content, satisfied, and thoroughly frightening. Wicki has succeeded in his second film in recording his personal apocalypse of the last days of a sick society.","When the final miracle occurs, it is accepted as a marvellous joke; no one has learned anything. Vicki suddenly returns to the city for a final epilogue. In complete silence he shows the faces of people walking in the streets, smug, content, satisfied, and thoroughly frightening. Vicki has succeeded in his second film in recording his personal apocalypse of the last days of a sick society.",Extract all text from this document image,6219.2840576171875,14238.101959228516,,,,2025-12-30T21:19:52.029426,"When the final miracle occurs, it is accepted as a marvellous joke; none has learned anything. Wick suddenly returns to the city for a final epilogue. In complete silence he shows the faces of people walking in the street, smug, content, satisfied, and thoroughly frightening. Wicki has succeeded in his second film in recording his personal apocalypse of the last days of a sick society.",Extract all text from this document image,8371.941089630127,17208.806037902832,,,,2025-12-31T03:23:20.822305
iam_145_c02-056,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_145_c02-056/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_145_c02-056/printed.png,IAM_mini,"This director is at last being re-evaluated and given his proper place in the history of the German film. Most charming was his tongue-in-cheek ""Unheimliche Geschichten"" (1920), five ghost stories with a light touch, and there was much to admire in ""Dreyfus"" (1930) and the virtually unknown but extremely important ""1914"" (1931), which tries to show that it took more than just Germany to start the First World War.","This director is at last being re-evaluated and
given his proper place in the history of the
german film. Most charming was his tongue-in-cheek
""Unheimliche Geschichten"" (1920), five ghost stories
with a light touch, and there was much to admire
in ""Dreyfus"" (1930) and the virtually unknown
but extremely important ""1914"" (1931), which
tries to show that it took more than just
Germany to start the First World War.",Extract all text from this document image,5709.694147109985,11183.568716049194,,,,2025-12-30T22:19:57.480350,"This director is at least being re-evaluated and given his proper place in the history of the German film. Most charming was his tongue-in-cheek ""Unheimliche Geschichten"" (1920), five ghost stories with a light touch, and these were much to admire in ""Drift"" (1930) and the virtually unknown but extremely important ""1914"" (1931), which lies to show that it took more than just Germany to start the First World War.",Extract all text from this document image,8153.662919998169,18286.681175231934,,,,2025-12-31T04:51:30.593554
iam_146_c02-059,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_146_c02-059/handwritten.png,/Users/kenzabenkirane/Documents/GitHub/research-playground/ocr_vs_vlm/datasets_subsets/iam_mini/iam_146_c02-059/printed.png,IAM_mini,"Prizes being what they are, Berlin is unusually generous in giving everyone something, and silver bears are awarded in every direction. Both the Antonioni and Wicki films took high honours, and the audience at the awards was particularly enthusiastic when one Miss Anna Kerima was selected as best actress for her work in the Godard film. Gifted with an interesting face, although little acting ability, she would seem to be well worth watching in the months to come.","Sentence Database                             C02-059

Prizes being what they are, Berlin is unusually
generous in giving everyone something, and silver
bears are awarded in every direction. Both the
Antonioni and Wicki films took high honours,
and the audience at the awards was particularly
enthusiastic when one Miss Anna Karina was selected
as best actress for her work in the Godard
film. Gifted with an interesting face, although little
acting ability, she would seem to be well
worth watching in the months to come.",Extract all text from this document image,5994.753837585449,17305.176734924316,,,,2025-12-30T21:51:42.548963,"Sentence Database                                           CO2-059

Prizes being what they are, Berlin is unusually generous in giving everyone something, and silver bears are awarded in every direction. Both the Antonioni and Wickl films took high honours, and the audience at the awards was particularly enthusiastic when one Miss Anna Kerima was selected as best actress for her work in the Godard film. Gifted with an interesting face, although little acting ability, she would seem to be well worth watching in the months to come.",Extract all text from this document image,7496.608018875122,26893.677711486816,,,,2025-12-31T04:12:02.905200
