sample_id,model,phase,ground_truth_len,prediction_len,cer,wer,has_prediction,length_bin
iam_079_a06-090,mistral_document_ai,Phase 1 (OCR),362,362,0.0,0.0,True,Long (250-500)
iam_081_n02-146,mistral_document_ai,Phase 1 (OCR),477,477,0.0,0.0,True,Long (250-500)
iam_085_a06-147,mistral_document_ai,Phase 1 (OCR),408,425,0.05392156862745098,0.11267605633802817,True,Long (250-500)
iam_086_a06-152,mistral_document_ai,Phase 1 (OCR),374,374,0.0,0.0,True,Long (250-500)
iam_087_b01-004,mistral_document_ai,Phase 1 (OCR),322,322,0.0,0.0,True,Long (250-500)
iam_088_b01-014,mistral_document_ai,Phase 1 (OCR),412,413,0.0024271844660194173,0.014285714285714285,True,Long (250-500)
iam_089_b01-038,mistral_document_ai,Phase 1 (OCR),520,521,0.0057692307692307696,0.033707865168539325,True,Very Long (500-1000)
iam_090_b01-049,mistral_document_ai,Phase 1 (OCR),400,400,0.0,0.0,True,Long (250-500)
iam_090_b01-053,mistral_document_ai,Phase 1 (OCR),361,361,0.0,0.0,True,Long (250-500)
iam_092_b01-084,mistral_document_ai,Phase 1 (OCR),377,377,0.0,0.0,True,Long (250-500)
iam_092_b01-094,mistral_document_ai,Phase 1 (OCR),377,377,0.005305039787798408,0.016666666666666666,True,Long (250-500)
iam_093_b01-122,mistral_document_ai,Phase 1 (OCR),399,400,0.002506265664160401,0.014492753623188406,True,Long (250-500)
iam_094_b01-127,mistral_document_ai,Phase 1 (OCR),402,402,0.0,0.0,True,Long (250-500)
iam_094_b01-136,mistral_document_ai,Phase 1 (OCR),345,345,0.0,0.0,True,Long (250-500)
iam_096_b02-045,mistral_document_ai,Phase 1 (OCR),483,483,0.0,0.0,True,Long (250-500)
iam_099_b02-105,mistral_document_ai,Phase 1 (OCR),213,213,0.0,0.0,True,Medium (100-250)
iam_100_b03-025,mistral_document_ai,Phase 1 (OCR),344,342,0.023255813953488372,0.13559322033898305,True,Long (250-500)
iam_102_b03-087,mistral_document_ai,Phase 1 (OCR),393,393,0.002544529262086514,0.014492753623188406,True,Long (250-500)
iam_103_b03-098,mistral_document_ai,Phase 1 (OCR),394,394,0.0,0.0,True,Long (250-500)
iam_104_b03-104,mistral_document_ai,Phase 1 (OCR),399,399,0.0,0.0,True,Long (250-500)
iam_105_b03-109,mistral_document_ai,Phase 1 (OCR),442,442,0.0,0.0,True,Long (250-500)
iam_106_b03-114,mistral_document_ai,Phase 1 (OCR),330,326,0.015151515151515152,0.03508771929824561,True,Long (250-500)
iam_107_b04-020,mistral_document_ai,Phase 1 (OCR),336,336,0.0,0.0,True,Long (250-500)
iam_108_b04-026,mistral_document_ai,Phase 1 (OCR),426,426,0.0,0.0,True,Long (250-500)
iam_109_b04-060,mistral_document_ai,Phase 1 (OCR),339,339,0.0,0.0,True,Long (250-500)
iam_109_b04-075,mistral_document_ai,Phase 1 (OCR),321,321,0.0,0.0,True,Long (250-500)
iam_112_b04-134,mistral_document_ai,Phase 1 (OCR),425,423,0.004705882352941176,0.013333333333333334,True,Long (250-500)
iam_112_b04-147,mistral_document_ai,Phase 1 (OCR),377,377,0.0,0.0,True,Long (250-500)
iam_114_b04-202,mistral_document_ai,Phase 1 (OCR),371,368,0.016172506738544475,0.046153846153846156,True,Long (250-500)
iam_115_b05-017,mistral_document_ai,Phase 1 (OCR),298,298,0.0,0.0,True,Long (250-500)
iam_117_b05-045,mistral_document_ai,Phase 1 (OCR),377,376,0.002652519893899204,0.015384615384615385,True,Long (250-500)
iam_117_b05-050,mistral_document_ai,Phase 1 (OCR),323,323,0.0,0.0,True,Long (250-500)
iam_118_b05-055,mistral_document_ai,Phase 1 (OCR),296,314,0.060810810810810814,0.05172413793103448,True,Long (250-500)
iam_118_g05-098,mistral_document_ai,Phase 1 (OCR),423,421,0.009456264775413711,0.041666666666666664,True,Long (250-500)
iam_118_h05-012,mistral_document_ai,Phase 1 (OCR),403,400,0.017369727047146403,0.07575757575757576,True,Long (250-500)
iam_119_g05-094,mistral_document_ai,Phase 1 (OCR),410,410,0.0,0.0,True,Long (250-500)
iam_120_b05-079,mistral_document_ai,Phase 1 (OCR),386,403,0.04404145077720207,0.05172413793103448,True,Long (250-500)
iam_123_b06-000,mistral_document_ai,Phase 1 (OCR),361,359,0.00554016620498615,0.03225806451612903,True,Long (250-500)
iam_124_c06-111,mistral_document_ai,Phase 1 (OCR),351,351,0.0,0.0,True,Long (250-500)
iam_125_b06-056,mistral_document_ai,Phase 1 (OCR),472,445,0.057203389830508475,0.05194805194805195,True,Long (250-500)
iam_125_c06-005,mistral_document_ai,Phase 1 (OCR),379,379,0.0,0.0,True,Long (250-500)
iam_126_c06-052,mistral_document_ai,Phase 1 (OCR),357,357,0.0028011204481792717,0.015873015873015872,True,Long (250-500)
iam_126_c06-087,mistral_document_ai,Phase 1 (OCR),383,383,0.0,0.0,True,Long (250-500)
iam_129_c06-014,mistral_document_ai,Phase 1 (OCR),457,366,0.2013129102844639,0.23684210526315788,True,Long (250-500)
iam_129_c06-138,mistral_document_ai,Phase 1 (OCR),300,299,0.0033333333333333335,0.02040816326530612,True,Long (250-500)
iam_130_b06-079,mistral_document_ai,Phase 1 (OCR),446,446,0.0,0.0,True,Long (250-500)
iam_131_b06-042,mistral_document_ai,Phase 1 (OCR),483,482,0.004140786749482402,0.02531645569620253,True,Long (250-500)
iam_131_c06-058,mistral_document_ai,Phase 1 (OCR),269,269,0.0,0.0,True,Long (250-500)
iam_132_b06-082,mistral_document_ai,Phase 1 (OCR),455,455,0.0,0.0,True,Long (250-500)
iam_132_c06-047,mistral_document_ai,Phase 1 (OCR),350,350,0.0,0.0,True,Long (250-500)
iam_132_c06-091,mistral_document_ai,Phase 1 (OCR),313,313,0.0,0.0,True,Long (250-500)
iam_133_c06-080,mistral_document_ai,Phase 1 (OCR),447,361,0.2058165548098434,0.3291139240506329,True,Long (250-500)
iam_133_c06-116,mistral_document_ai,Phase 1 (OCR),379,379,0.010554089709762533,0.05714285714285714,True,Long (250-500)
iam_136_c01-066,mistral_document_ai,Phase 1 (OCR),392,392,0.0,0.0,True,Long (250-500)
iam_137_c02-000,mistral_document_ai,Phase 1 (OCR),585,585,0.0,0.0,True,Very Long (500-1000)
iam_139_c02-007,mistral_document_ai,Phase 1 (OCR),380,380,0.0,0.0,True,Long (250-500)
iam_139_c02-017,mistral_document_ai,Phase 1 (OCR),453,428,0.05518763796909492,0.05555555555555555,True,Long (250-500)
iam_140_c02-022,mistral_document_ai,Phase 1 (OCR),326,326,0.0,0.0,True,Long (250-500)
iam_141_c02-026,mistral_document_ai,Phase 1 (OCR),381,377,0.010498687664041995,0.029850746268656716,True,Long (250-500)
iam_142_c02-030,mistral_document_ai,Phase 1 (OCR),396,391,0.017676767676767676,0.04477611940298507,True,Long (250-500)
iam_145_c02-056,mistral_document_ai,Phase 1 (OCR),418,415,0.011961722488038277,0.04285714285714286,True,Long (250-500)
iam_146_c02-059,mistral_document_ai,Phase 1 (OCR),467,467,0.0,0.0,True,Long (250-500)
iam_148_c02-082,mistral_document_ai,Phase 1 (OCR),525,388,0.26095238095238094,0.2926829268292683,True,Very Long (500-1000)
iam_151_c03-000b,mistral_document_ai,Phase 1 (OCR),333,331,0.015015015015015015,0.017857142857142856,True,Long (250-500)
iam_152_c03-021c,mistral_document_ai,Phase 1 (OCR),429,433,0.013986013986013986,0.024390243902439025,True,Long (250-500)
iam_152_c03-096c,mistral_document_ai,Phase 1 (OCR),346,346,0.0,0.0,True,Long (250-500)
iam_153_c03-003d,mistral_document_ai,Phase 1 (OCR),386,386,0.0,0.0,True,Long (250-500)
iam_153_c03-096d,mistral_document_ai,Phase 1 (OCR),346,346,0.0,0.0,True,Long (250-500)
iam_154_c03-021e,mistral_document_ai,Phase 1 (OCR),429,429,0.0,0.0,True,Long (250-500)
iam_157_c04-000,mistral_document_ai,Phase 1 (OCR),243,243,0.0,0.0,True,Medium (100-250)
iam_157_c04-004,mistral_document_ai,Phase 1 (OCR),414,414,0.0,0.0,True,Long (250-500)
iam_158_e04-000,mistral_document_ai,Phase 1 (OCR),342,341,0.023391812865497075,0.07017543859649122,True,Long (250-500)
iam_159_c04-017,mistral_document_ai,Phase 1 (OCR),359,359,0.0,0.0,True,Long (250-500)
iam_160_c04-023,mistral_document_ai,Phase 1 (OCR),279,279,0.0035842293906810036,0.02,True,Long (250-500)
iam_164_c04-075,mistral_document_ai,Phase 1 (OCR),410,410,0.0,0.0,True,Long (250-500)
iam_166_c04-089,mistral_document_ai,Phase 1 (OCR),432,429,0.006944444444444444,0.0625,True,Long (250-500)
iam_166_c04-098,mistral_document_ai,Phase 1 (OCR),370,370,0.0,0.0,True,Long (250-500)
iam_168_c04-116,mistral_document_ai,Phase 1 (OCR),318,318,0.009433962264150943,0.03125,True,Long (250-500)
iam_170_c04-150,mistral_document_ai,Phase 1 (OCR),391,391,0.0,0.0,True,Long (250-500)
iam_171_c04-156,mistral_document_ai,Phase 1 (OCR),266,268,0.041353383458646614,0.1836734693877551,True,Long (250-500)
iam_172_c04-165,mistral_document_ai,Phase 1 (OCR),409,409,0.0,0.0,True,Long (250-500)
iam_175_d01-016,mistral_document_ai,Phase 1 (OCR),302,300,0.006622516556291391,0.0392156862745098,True,Long (250-500)
iam_175_d01-019,mistral_document_ai,Phase 1 (OCR),448,448,0.002232142857142857,0.01282051282051282,True,Long (250-500)
iam_176_d01-024,mistral_document_ai,Phase 1 (OCR),346,360,0.04046242774566474,0.03278688524590164,True,Long (250-500)
iam_177_d01-049,mistral_document_ai,Phase 1 (OCR),386,386,0.0,0.0,True,Long (250-500)
iam_177_d01-052,mistral_document_ai,Phase 1 (OCR),331,333,0.006042296072507553,0.03508771929824561,True,Long (250-500)
iam_178_d01-060,mistral_document_ai,Phase 1 (OCR),555,435,0.2702702702702703,0.3541666666666667,True,Very Long (500-1000)
iam_179_d01-080,mistral_document_ai,Phase 1 (OCR),382,382,0.0,0.0,True,Long (250-500)
iam_179_d01-085,mistral_document_ai,Phase 1 (OCR),360,356,0.016666666666666666,0.03076923076923077,True,Long (250-500)
iam_180_d01-098,mistral_document_ai,Phase 1 (OCR),395,395,0.0,0.0,True,Long (250-500)
iam_181_d01-118,mistral_document_ai,Phase 1 (OCR),328,328,0.0,0.0,True,Long (250-500)
iam_184_d04-005,mistral_document_ai,Phase 1 (OCR),334,334,0.005988023952095809,0.03333333333333333,True,Long (250-500)
iam_185_d04-012,mistral_document_ai,Phase 1 (OCR),378,376,0.005291005291005291,0.0273972602739726,True,Long (250-500)
iam_186_d04-021,mistral_document_ai,Phase 1 (OCR),340,339,0.008823529411764706,0.05,True,Long (250-500)
iam_187_d04-032,mistral_document_ai,Phase 1 (OCR),465,465,0.0,0.0,True,Long (250-500)
iam_187_d04-037,mistral_document_ai,Phase 1 (OCR),300,300,0.0033333333333333335,0.017543859649122806,True,Long (250-500)
iam_189_d04-050,mistral_document_ai,Phase 1 (OCR),318,318,0.0,0.0,True,Long (250-500)
iam_190_d04-058,mistral_document_ai,Phase 1 (OCR),381,381,0.0026246719160104987,0.014492753623188406,True,Long (250-500)
iam_190_d04-062,mistral_document_ai,Phase 1 (OCR),283,283,0.0035335689045936395,0.017857142857142856,True,Long (250-500)
iam_192_d04-075,mistral_document_ai,Phase 1 (OCR),738,423,0.43360433604336046,0.4632352941176471,True,Very Long (500-1000)
iam_194_d04-089,mistral_document_ai,Phase 1 (OCR),405,405,0.0,0.0,True,Long (250-500)
iam_195_d04-101,mistral_document_ai,Phase 1 (OCR),319,319,0.0,0.0,True,Long (250-500)
iam_196_d04-111,mistral_document_ai,Phase 1 (OCR),513,491,0.056530214424951264,0.10843373493975904,True,Very Long (500-1000)
iam_197_d04-121,mistral_document_ai,Phase 1 (OCR),384,385,0.018229166666666668,0.03125,True,Long (250-500)
iam_199_d05-025,mistral_document_ai,Phase 1 (OCR),391,391,0.0,0.0,True,Long (250-500)
iam_202_e06-006,mistral_document_ai,Phase 1 (OCR),393,393,0.0,0.0,True,Long (250-500)
iam_203_d06-003,mistral_document_ai,Phase 1 (OCR),395,395,0.0,0.0,True,Long (250-500)
iam_203_e06-010,mistral_document_ai,Phase 1 (OCR),453,452,0.002207505518763797,0.02702702702702703,True,Long (250-500)
iam_203_e06-046,mistral_document_ai,Phase 1 (OCR),337,337,0.0,0.0,True,Long (250-500)
iam_204_d06-107,mistral_document_ai,Phase 1 (OCR),367,367,0.0,0.0,True,Long (250-500)
iam_204_e06-030,mistral_document_ai,Phase 1 (OCR),405,405,0.0,0.0,True,Long (250-500)
iam_205_e06-026,mistral_document_ai,Phase 1 (OCR),324,324,0.0,0.0,True,Long (250-500)
iam_206_d06-056,mistral_document_ai,Phase 1 (OCR),371,371,0.0,0.0,True,Long (250-500)
iam_206_d06-096,mistral_document_ai,Phase 1 (OCR),395,395,0.005063291139240506,0.013333333333333334,True,Long (250-500)
iam_207_d06-037,mistral_document_ai,Phase 1 (OCR),334,334,0.0,0.0,True,Long (250-500)
iam_207_d06-100,mistral_document_ai,Phase 1 (OCR),301,301,0.0,0.0,True,Long (250-500)
iam_207_e06-070,mistral_document_ai,Phase 1 (OCR),411,411,0.0,0.0,True,Long (250-500)
iam_208_d06-041,mistral_document_ai,Phase 1 (OCR),328,327,0.012195121951219513,0.01694915254237288,True,Long (250-500)
iam_208_d06-060,mistral_document_ai,Phase 1 (OCR),406,406,0.0,0.0,True,Long (250-500)
iam_208_d06-113,mistral_document_ai,Phase 1 (OCR),189,189,0.0,0.0,True,Medium (100-250)
iam_209_d07-085,mistral_document_ai,Phase 1 (OCR),319,319,0.0,0.0,True,Long (250-500)
iam_210_e01-018,mistral_document_ai,Phase 1 (OCR),397,398,0.007556675062972292,0.057971014492753624,True,Long (250-500)
iam_211_e01-025,mistral_document_ai,Phase 1 (OCR),428,428,0.0,0.0,True,Long (250-500)
iam_216_e01-107,mistral_document_ai,Phase 1 (OCR),434,434,0.0,0.0,True,Long (250-500)
iam_217_e01-119,mistral_document_ai,Phase 1 (OCR),346,346,0.0,0.0,True,Long (250-500)
iam_217_g01-000,mistral_document_ai,Phase 1 (OCR),394,394,0.0,0.0,True,Long (250-500)
iam_218_e02-000,mistral_document_ai,Phase 1 (OCR),341,341,0.0,0.0,True,Long (250-500)
iam_219_e02-014,mistral_document_ai,Phase 1 (OCR),297,297,0.0,0.0,True,Long (250-500)
iam_220_e02-018,mistral_document_ai,Phase 1 (OCR),276,276,0.0,0.0,True,Long (250-500)
iam_221_e02-021,mistral_document_ai,Phase 1 (OCR),326,326,0.0,0.0,True,Long (250-500)
iam_222_e02-025,mistral_document_ai,Phase 1 (OCR),309,309,0.0,0.0,True,Long (250-500)
iam_225_e02-086,mistral_document_ai,Phase 1 (OCR),496,496,0.0,0.0,True,Long (250-500)
iam_227_e02-094,mistral_document_ai,Phase 1 (OCR),518,508,0.13513513513513514,0.20618556701030927,True,Very Long (500-1000)
iam_230_e04-008,mistral_document_ai,Phase 1 (OCR),264,264,0.0,0.0,True,Long (250-500)
iam_233_e04-026,mistral_document_ai,Phase 1 (OCR),344,344,0.005813953488372093,0.028985507246376812,True,Long (250-500)
iam_235_e04-043,mistral_document_ai,Phase 1 (OCR),343,342,0.0029154518950437317,0.016666666666666666,True,Long (250-500)
iam_236_e04-058,mistral_document_ai,Phase 1 (OCR),339,339,0.0,0.0,True,Long (250-500)
iam_238_e04-079,mistral_document_ai,Phase 1 (OCR),270,271,0.003703703703703704,0.01818181818181818,True,Long (250-500)
iam_239_h04-000,mistral_document_ai,Phase 1 (OCR),498,402,0.1927710843373494,0.24050632911392406,True,Long (250-500)
iam_239_k04-017,mistral_document_ai,Phase 1 (OCR),419,417,0.00477326968973747,0.028169014084507043,True,Long (250-500)
iam_240_e04-086,mistral_document_ai,Phase 1 (OCR),309,309,0.0,0.0,True,Long (250-500)
iam_242_e04-103,mistral_document_ai,Phase 1 (OCR),330,330,0.0,0.0,True,Long (250-500)
iam_243_e04-127,mistral_document_ai,Phase 1 (OCR),374,374,0.013368983957219251,0.031746031746031744,True,Long (250-500)
iam_244_e07-003,mistral_document_ai,Phase 1 (OCR),452,452,0.0,0.0,True,Long (250-500)
iam_245_e07-007,mistral_document_ai,Phase 1 (OCR),361,361,0.0,0.0,True,Long (250-500)
iam_247_e07-086,mistral_document_ai,Phase 1 (OCR),403,403,0.0,0.0,True,Long (250-500)
iam_247_e07-090,mistral_document_ai,Phase 1 (OCR),384,384,0.0,0.0,True,Long (250-500)
iam_250_f01-053,mistral_document_ai,Phase 1 (OCR),330,330,0.0,0.0,True,Long (250-500)
iam_250_f01-058,mistral_document_ai,Phase 1 (OCR),388,385,0.015463917525773196,0.06060606060606061,True,Long (250-500)
iam_254_f01-081,mistral_document_ai,Phase 1 (OCR),335,335,0.0,0.0,True,Long (250-500)
iam_255_f01-135,mistral_document_ai,Phase 1 (OCR),414,369,0.15217391304347827,0.24285714285714285,True,Long (250-500)
iam_258_f02-003,mistral_document_ai,Phase 1 (OCR),300,300,0.0,0.0,True,Long (250-500)
iam_259_f02-033,mistral_document_ai,Phase 1 (OCR),471,478,0.03397027600849257,0.05,True,Long (250-500)
iam_260_f02-020,mistral_document_ai,Phase 1 (OCR),396,396,0.0,0.0,True,Long (250-500)
iam_261_f02-030,mistral_document_ai,Phase 1 (OCR),351,351,0.0,0.0,True,Long (250-500)
iam_265_f02-044,mistral_document_ai,Phase 1 (OCR),620,620,0.0016129032258064516,0.009433962264150943,True,Very Long (500-1000)
iam_267_f03-169,mistral_document_ai,Phase 1 (OCR),325,321,0.018461538461538463,0.047619047619047616,True,Long (250-500)
iam_272_f04-004,mistral_document_ai,Phase 1 (OCR),351,351,0.0,0.0,True,Long (250-500)
iam_273_g04-007,mistral_document_ai,Phase 1 (OCR),372,372,0.0,0.0,True,Long (250-500)
iam_273_g04-011,mistral_document_ai,Phase 1 (OCR),410,410,0.0,0.0,True,Long (250-500)
iam_273_g04-014,mistral_document_ai,Phase 1 (OCR),259,259,0.0,0.0,True,Long (250-500)
iam_274_f04-020,mistral_document_ai,Phase 1 (OCR),396,397,0.012626262626262626,0.04285714285714286,True,Long (250-500)
iam_275_f04-024,mistral_document_ai,Phase 1 (OCR),371,371,0.0,0.0,True,Long (250-500)
iam_277_f04-039,mistral_document_ai,Phase 1 (OCR),376,376,0.0,0.0,True,Long (250-500)
iam_277_f04-043,mistral_document_ai,Phase 1 (OCR),346,346,0.0,0.0,True,Long (250-500)
iam_278_f04-046,mistral_document_ai,Phase 1 (OCR),330,330,0.0,0.0,True,Long (250-500)
iam_279_f04-053,mistral_document_ai,Phase 1 (OCR),351,351,0.0,0.0,True,Long (250-500)
iam_279_f04-057,mistral_document_ai,Phase 1 (OCR),438,437,0.00228310502283105,0.013513513513513514,True,Long (250-500)
iam_286_f07-006,mistral_document_ai,Phase 1 (OCR),333,333,0.0,0.0,True,Long (250-500)
iam_286_f07-009,mistral_document_ai,Phase 1 (OCR),475,475,0.0,0.0,True,Long (250-500)
iam_287_f07-021b,mistral_document_ai,Phase 1 (OCR),383,382,0.005221932114882507,0.014084507042253521,True,Long (250-500)
iam_288_f07-019a,mistral_document_ai,Phase 1 (OCR),422,422,0.0,0.0,True,Long (250-500)
iam_288_f07-024a,mistral_document_ai,Phase 1 (OCR),391,391,0.0,0.0,True,Long (250-500)
iam_289_f07-032b,mistral_document_ai,Phase 1 (OCR),511,511,0.0,0.0,True,Very Long (500-1000)
iam_289_f07-039b,mistral_document_ai,Phase 1 (OCR),353,353,0.0,0.0,True,Long (250-500)
iam_290_f07-046b,mistral_document_ai,Phase 1 (OCR),402,403,0.007462686567164179,0.0410958904109589,True,Long (250-500)
iam_291_f07-081b,mistral_document_ai,Phase 1 (OCR),373,373,0.0,0.0,True,Long (250-500)
iam_292_f07-092a,mistral_document_ai,Phase 1 (OCR),333,333,0.0,0.0,True,Long (250-500)
iam_293_f07-092b,mistral_document_ai,Phase 1 (OCR),333,331,0.015015015015015015,0.03125,True,Long (250-500)
iam_293_f07-096,mistral_document_ai,Phase 1 (OCR),348,345,0.028735632183908046,0.06060606060606061,True,Long (250-500)
iam_293_f07-101b,mistral_document_ai,Phase 1 (OCR),254,254,0.007874015748031496,0.020833333333333332,True,Long (250-500)
iam_293_g07-000b,mistral_document_ai,Phase 1 (OCR),484,483,0.010330578512396695,0.024691358024691357,True,Long (250-500)
iam_294_g07-000a,mistral_document_ai,Phase 1 (OCR),484,474,0.78099173553719,0.9876543209876543,True,Long (250-500)
iam_296_g01-016,mistral_document_ai,Phase 1 (OCR),358,354,0.04189944134078212,0.11666666666666667,True,Long (250-500)
iam_297_g01-022,mistral_document_ai,Phase 1 (OCR),550,369,0.3472727272727273,0.3979591836734694,True,Very Long (500-1000)
iam_298_g01-031,mistral_document_ai,Phase 1 (OCR),570,570,0.0,0.0,True,Very Long (500-1000)
iam_300_g01-070,mistral_document_ai,Phase 1 (OCR),406,406,0.0,0.0,True,Long (250-500)
iam_301_g01-083,mistral_document_ai,Phase 1 (OCR),637,621,0.0565149136577708,0.11504424778761062,True,Very Long (500-1000)
iam_303_g02-059,mistral_document_ai,Phase 1 (OCR),446,446,0.0,0.0,True,Long (250-500)
iam_309_g03-004,mistral_document_ai,Phase 1 (OCR),330,330,0.0,0.0,True,Long (250-500)
iam_310_g03-016,mistral_document_ai,Phase 1 (OCR),370,371,0.002702702702702703,0.014925373134328358,True,Long (250-500)
iam_315_n02-104,mistral_document_ai,Phase 1 (OCR),330,328,0.012121212121212121,0.047619047619047616,True,Long (250-500)
iam_315_r03-053,mistral_document_ai,Phase 1 (OCR),913,393,0.5772179627601315,0.6172839506172839,True,Very Long (500-1000)
iam_318_g03-064,mistral_document_ai,Phase 1 (OCR),294,293,0.061224489795918366,0.1206896551724138,True,Long (250-500)
iam_321_g04-048,mistral_document_ai,Phase 1 (OCR),355,355,0.0,0.0,True,Long (250-500)
iam_322_g04-052,mistral_document_ai,Phase 1 (OCR),348,343,0.014367816091954023,0.01694915254237288,True,Long (250-500)
iam_324_g04-060,mistral_document_ai,Phase 1 (OCR),367,367,0.0027247956403269754,0.013888888888888888,True,Long (250-500)
iam_325_g04-068,mistral_document_ai,Phase 1 (OCR),590,590,0.0,0.0,True,Very Long (500-1000)
iam_325_g04-072,mistral_document_ai,Phase 1 (OCR),421,421,0.0,0.0,True,Long (250-500)
iam_326_g04-077,mistral_document_ai,Phase 1 (OCR),359,359,0.0,0.0,True,Long (250-500)
iam_331_g05-087,mistral_document_ai,Phase 1 (OCR),300,300,0.0,0.0,True,Long (250-500)
iam_332_g06-018a,mistral_document_ai,Phase 1 (OCR),368,367,0.002717391304347826,0.028169014084507043,True,Long (250-500)
iam_332_g06-050a,mistral_document_ai,Phase 1 (OCR),394,394,0.0,0.0,True,Long (250-500)
iam_333_g06-011b,mistral_document_ai,Phase 1 (OCR),472,441,0.08050847457627118,0.1,True,Long (250-500)
iam_333_g06-018b,mistral_document_ai,Phase 1 (OCR),368,367,0.002717391304347826,0.028169014084507043,True,Long (250-500)
iam_334_g06-018c,mistral_document_ai,Phase 1 (OCR),368,367,0.002717391304347826,0.028169014084507043,True,Long (250-500)
iam_334_g06-026c,mistral_document_ai,Phase 1 (OCR),298,297,0.003355704697986577,0.034482758620689655,True,Long (250-500)
iam_334_g06-031c,mistral_document_ai,Phase 1 (OCR),388,387,0.002577319587628866,0.02857142857142857,True,Long (250-500)
iam_334_g06-037c,mistral_document_ai,Phase 1 (OCR),481,481,0.0,0.0,True,Long (250-500)
iam_334_g06-047c,mistral_document_ai,Phase 1 (OCR),332,332,0.0,0.0,True,Long (250-500)
iam_335_g06-018d,mistral_document_ai,Phase 1 (OCR),368,367,0.002717391304347826,0.028169014084507043,True,Long (250-500)
iam_335_g06-045d,mistral_document_ai,Phase 1 (OCR),347,347,0.0,0.0,True,Long (250-500)
iam_336_g06-050e,mistral_document_ai,Phase 1 (OCR),394,394,0.0,0.0,True,Long (250-500)
iam_337_g06-037f,mistral_document_ai,Phase 1 (OCR),481,481,0.0,0.0,True,Long (250-500)
iam_338_g06-018g,mistral_document_ai,Phase 1 (OCR),368,368,0.005434782608695652,0.04225352112676056,True,Long (250-500)
iam_338_g06-031g,mistral_document_ai,Phase 1 (OCR),388,387,0.002577319587628866,0.02857142857142857,True,Long (250-500)
iam_338_g06-047g,mistral_document_ai,Phase 1 (OCR),332,332,0.0,0.0,True,Long (250-500)
iam_338_g06-050g,mistral_document_ai,Phase 1 (OCR),394,394,0.0,0.0,True,Long (250-500)
iam_339_g06-011h,mistral_document_ai,Phase 1 (OCR),472,471,0.00423728813559322,0.03333333333333333,True,Long (250-500)
iam_339_g06-031h,mistral_document_ai,Phase 1 (OCR),388,386,0.005154639175257732,0.04285714285714286,True,Long (250-500)
iam_339_g06-045h,mistral_document_ai,Phase 1 (OCR),347,347,0.0,0.0,True,Long (250-500)
iam_339_g06-050h,mistral_document_ai,Phase 1 (OCR),394,394,0.0,0.0,True,Long (250-500)
iam_340_g06-042i,mistral_document_ai,Phase 1 (OCR),270,270,0.0,0.0,True,Long (250-500)
iam_340_g06-045i,mistral_document_ai,Phase 1 (OCR),347,347,0.0,0.0,True,Long (250-500)
iam_341_g06-011j,mistral_document_ai,Phase 1 (OCR),472,471,0.00211864406779661,0.022222222222222223,True,Long (250-500)
iam_341_g06-042j,mistral_document_ai,Phase 1 (OCR),270,270,0.0,0.0,True,Long (250-500)
iam_341_g06-047j,mistral_document_ai,Phase 1 (OCR),332,332,0.0,0.0,True,Long (250-500)
iam_341_g06-050j,mistral_document_ai,Phase 1 (OCR),394,394,0.0,0.0,True,Long (250-500)
iam_342_g06-050k,mistral_document_ai,Phase 1 (OCR),394,394,0.0,0.0,True,Long (250-500)
iam_343_g06-037l,mistral_document_ai,Phase 1 (OCR),481,481,0.0,0.0,True,Long (250-500)
iam_343_g06-042l,mistral_document_ai,Phase 1 (OCR),270,270,0.0,0.0,True,Long (250-500)
iam_343_g06-047l,mistral_document_ai,Phase 1 (OCR),332,332,0.0,0.0,True,Long (250-500)
iam_344_g06-018m,mistral_document_ai,Phase 1 (OCR),368,367,0.002717391304347826,0.028169014084507043,True,Long (250-500)
iam_344_g06-026m,mistral_document_ai,Phase 1 (OCR),298,297,0.003355704697986577,0.034482758620689655,True,Long (250-500)
iam_344_g06-031m,mistral_document_ai,Phase 1 (OCR),388,387,0.002577319587628866,0.02857142857142857,True,Long (250-500)
iam_344_g06-037m,mistral_document_ai,Phase 1 (OCR),481,481,0.0,0.0,True,Long (250-500)
iam_345_g06-031n,mistral_document_ai,Phase 1 (OCR),388,396,0.02577319587628866,0.05714285714285714,True,Long (250-500)
iam_345_g06-042n,mistral_document_ai,Phase 1 (OCR),270,270,0.0,0.0,True,Long (250-500)
iam_345_g06-050n,mistral_document_ai,Phase 1 (OCR),394,384,0.04314720812182741,0.07936507936507936,True,Long (250-500)
iam_346_g06-018o,mistral_document_ai,Phase 1 (OCR),368,367,0.005434782608695652,0.04225352112676056,True,Long (250-500)
iam_346_g06-026o,mistral_document_ai,Phase 1 (OCR),298,296,0.010067114093959731,0.05172413793103448,True,Long (250-500)
iam_346_g06-050o,mistral_document_ai,Phase 1 (OCR),394,394,0.0,0.0,True,Long (250-500)
iam_347_g06-011p,mistral_document_ai,Phase 1 (OCR),472,488,0.038135593220338986,0.044444444444444446,True,Long (250-500)
iam_347_g06-031p,mistral_document_ai,Phase 1 (OCR),388,387,0.005154639175257732,0.04285714285714286,True,Long (250-500)
iam_347_g06-047p,mistral_document_ai,Phase 1 (OCR),332,349,0.05120481927710843,0.034482758620689655,True,Long (250-500)
iam_348_g06-042r,mistral_document_ai,Phase 1 (OCR),270,270,0.0,0.0,True,Long (250-500)
