sample_id,image_path,ground_truth_boxes,phase,predicted_boxes_claude_sonnet,inference_time_ms_claude_sonnet,error_claude_sonnet,predicted_boxes_gpt-5-mini,inference_time_ms_gpt-5-mini,error_gpt-5-mini,predicted_boxes_gpt-5-nano,inference_time_ms_gpt-5-nano,error_gpt-5-nano
337577,,,P-B,,7160.501956939697,,,16230.540037155151,,,19729.257106781006,
338740,,,P-B,,6035.703182220459,,,9853.282928466797,,,14325.747013092041,
338741,,,P-B,,3976.6898155212402,,,13830.279111862183,,,16183.243989944458,
34813,,,P-B,,4195.955276489258,,,15583.769083023071,,,16827.941179275513,
34814,,,P-B,,6762.006998062134,,,20528.960943222046,,,14070.22213935852,
36676,,,P-B,,8100.9180545806885,,,17819.09990310669,,,14128.949880599976,
36757,,,P-B,,5900.74896812439,,,14132.626295089722,,,21280.628204345703,
3688,,,P-B,,7987.350225448608,,,15136.556148529053,,,27617.829084396362,
39888,,,P-B,,6048.559188842773,,,14902.984142303467,,,16272.21393585205,
39913,,,P-B,,7373.134136199951,,,17013.218879699707,,,26288.09094429016,
39916,,,P-B,,6426.613807678223,,,16732.21516609192,,,18872.923135757446,
39917,,,P-B,,6552.596807479858,,,12173.655986785889,,,21477.99587249756,
39925,,,P-B,,8401.005268096924,,,18903.724193572998,,,15086.169958114624,
41151,,,P-B,,7604.251861572266,,,16465.569019317627,,,29391.53265953064,
41163,,,P-B,,8356.0791015625,,,15678.087949752808,,,22135.35785675049,
41222,,,P-B,,6628.745079040527,,,24268.44811439514,,,18119.980812072754,
41584,,,P-B,,7296.818971633911,,,16090.484380722046,,,15285.464763641357,
41590,,,P-B,,9099.320888519287,,,12313.307046890259,,,21507.959127426147,
41593,,,P-B,,8645.38598060608,,,13408.564329147339,,,17410.87794303894,
41594,,,P-B,,10180.93729019165,,,14973.562955856323,,,19048.33674430847,
41602,,,P-B,,6924.429655075073,,,15277.735948562622,,,16288.774013519287,
41606,,,P-B,,8181.5080642700195,,,20199.642181396484,,,15610.919952392578,
41608,,,P-B,,7997.5080490112305,,,13443.939208984375,,,21597.902059555054,
41642,,,P-B,,8191.08772277832,,,13983.381032943726,,,18035.755157470703,
41643,,,P-B,,6032.623291015625,,,20474.29895401001,,,17295.196056365967,
41652,,,P-B,,7479.305028915405,,,14321.32887840271,,,18413.23208808899,
41653,,,P-B,,4329.0557861328125,,,10436.65885925293,,,15474.382877349854,
41654,,,P-B,,7695.588111877441,,,14694.044828414917,,,18020.8740234375,
41658,,,P-B,,5672.256946563721,,,10336.205005645752,,,16663.761138916016,
41659,,,P-B,,6419.331073760986,,,13763.001680374146,,,17866.504192352295,
41660,,,P-B,,4486.546277999878,,,11004.664897918701,,,14129.692077636719,
41661,,,P-B,,3939.126968383789,,,17121.94037437439,,,19349.84803199768,
41690,,,P-B,,5018.21231842041,,,9945.575952529907,,,19684.30519104004,
41691,,,P-B,,4824.296951293945,,,14545.39704322815,,,14019.34790611267,
41706,,,P-B,,8973.908185958862,,,16258.66174697876,,,17926.048040390015,
41714,,,P-B,,6894.5207595825195,,,25319.085121154785,,,20179.342031478882,
41717,,,P-B,,7567.883014678955,,,18843.046188354492,,,15897.646188735962,
41718,,,P-B,,7257.71689414978,,,14833.478927612305,,,16107.640981674194,
41719,,,P-B,,8795.702934265137,,,18053.54905128479,,,12485.259056091309,
41720,,,P-B,,7536.089897155762,,,16103.725910186768,,,15622.499227523804,
42585,,,P-B,,8085.247993469238,,,17657.310247421265,,,19659.494876861572,
42588,,,P-B,,7570.065021514893,,,13234.970092773438,,,12243.84880065918,
42627,,,P-B,,6151.145935058594,,,20121.583223342896,,,13619.853019714355,
42697,,,P-B,,4770.610809326172,,,13423.259973526001,,,13980.17406463623,
42698,,,P-B,,5892.796754837036,,,13109.473943710327,,,12779.4828414917,
42712,,,P-B,,5959.533929824829,,,16802.007913589478,,,14144.387006759644,
42713,,,P-B,,7361.2189292907715,,,14634.045839309692,,,17999.8300075531,
42714,,,P-B,,7845.1268672943115,,,14111.058235168457,,,12461.115837097168,
42715,,,P-B,,8286.279916763306,,,19881.41894340515,,,15184.818029403687,
42845,,,P-B,,6775.321245193481,,,15026.423215866089,,,19057.977199554443,
43046,,,P-B,,8364.500045776367,,,15240.797996520996,,,24382.16495513916,
43095,,,P-B,,5431.857109069824,,,15376.970052719116,,,21726.42683982849,
46023,,,P-B,,7596.739053726196,,,17186.070203781128,,,21361.50884628296,
50161,,,P-B,,5967.811107635498,,,15422.466039657593,,,17858.624935150146,
50162,,,P-B,,6329.038143157959,,,14786.173820495605,,,18788.608074188232,
50244,,,P-B,,6504.602670669556,,,19082.81660079956,,,20493.484020233154,
50245,,,P-B,,5006.286144256592,,,12903.303146362305,,,13312.82091140747,
5185,,,P-B,,6656.76212310791,,,13451.4479637146,,,23836.246967315674,
5221,,,P-B,,6449.573040008545,,,14751.420974731445,,,12829.758167266846,
5222,,,P-B,,7171.111106872559,,,14291.299819946289,,,15008.299827575684,
56840,,,P-B,,5952.100992202759,,,11075.186014175415,,,17706.72607421875,
56858,,,P-B,,6335.39891242981,,,13164.294242858887,,,15673.524141311646,
65049,,,P-B,,7356.626987457275,,,15084.93423461914,,,24407.268047332764,
65085,,,P-B,,6779.0350914001465,,,20550.275087356567,,,16257.267951965332,
65086,,,P-B,,4894.3798542022705,,,16369.36902999878,,,29401.108026504517,
65163,,,P-B,,7065.559864044189,,,17570.85108757019,,,35105.89599609375,
67353,,,P-B,,6410.1691246032715,,,14356.076002120972,,,12562.216997146606,
68451,,,P-B,,6030.306816101074,,,17615.656852722168,,,12610.47101020813,
68570,,,P-B,,6144.754886627197,,,13804.072856903076,,,16026.347875595093,
75188,,,P-B,,8305.116891860962,,,14049.590110778809,,,16075.806140899658,
76531,,,P-B,,6238.730907440186,,,20320.46604156494,,,16077.476978302002,
76548,,,P-B,,6756.601095199585,,,15928.87806892395,,,19475.428819656372,
76549,,,P-B,,7988.473176956177,,,16247.11012840271,,,15371.812105178833,
76561,,,P-B,,6665.111780166626,,,18842.287063598633,,,15981.581211090088,
76641,,,P-B,,8406.745910644531,,,16688.980102539062,,,19691.861867904663,
8143,,,P-B,,6822.536945343018,,,14323.42791557312,,,14394.497871398926,
83882,,,P-B,,4709.884881973267,,,13791.919946670532,,,15615.47303199768,
83940,,,P-B,,6379.150867462158,,,14237.192869186401,,,26696.6769695282,
85296,,,P-B,,8388.634204864502,,,19048.06613922119,,,22065.912008285522,
85350,,,P-B,,6854.619026184082,,,13112.295150756836,,,18860.02206802368,
85391,,,P-B,,10159.080982208252,,,18326.606035232544,,,18445.84321975708,
85392,,,P-B,,6473.805904388428,,,9519.796133041382,,,14676.064014434814,
85393,,,P-B,,3841.5768146514893,,,17201.077938079834,,,22186.301231384277,
87491,,,P-B,,6466.669082641602,,,14871.11210823059,,,20232.92064666748,
8794,,,P-B,,11208.132028579712,,,19117.799282073975,,,17858.393907546997,
8836,,,P-B,,6126.3322830200195,,,13598.42586517334,,,9507.605075836182,
8909,,,P-B,,5314.283847808838,,,10726.34220123291,,,14123.569011688232,
8911,,,P-B,,3552.518129348755,,,11571.969985961914,,,13763.972043991089,
8912,,,P-B,,5023.405075073242,,,16077.124118804932,,,18115.66424369812,
8913,,,P-B,,6776.750087738037,,,11652.9860496521,,,10949.847221374512,
89832,,,P-B,,7780.929088592529,,,12083.90998840332,,,26113.99221420288,
89835,,,P-B,,6997.203350067139,,,17986.57202720642,,,21085.98279953003,
90324,,,P-B,,7434.218883514404,,,15896.675109863281,,,18655.306100845337,
91329,,,P-B,,6917.087078094482,,,15155.096054077148,,,29523.726224899292,
9230,,,P-B,,3723.5238552093506,,,14046.299695968628,,,22528.19800376892,
9231,,,P-B,,4709.328174591064,,,11262.92610168457,,,23181.148052215576,
9232,,,P-B,,5836.059808731079,,,14663.515090942383,,,24983.354806900024,
9233,,,P-B,,3809.417963027954,,,10898.880004882812,,,24721.750020980835,
9234,,,P-B,,3695.6160068511963,,,12212.114810943604,,,22998.34895133972,
9235,,,P-B,,4274.518728256226,,,14427.532196044922,,,24154.40320968628,
9236,,,P-B,,4904.226064682007,,,14068.556070327759,,,17237.563848495483,
9237,,,P-B,,3482.020139694214,,,16683.609008789062,,,22610.520124435425,
9238,,,P-B,,4976.148843765259,,,8279.662132263184,,,23949.57995414734,
92820,,,P-B,,8048.274993896484,,,15018.103837966919,,,18346.770763397217,
92821,,,P-B,,7311.919927597046,,,11854.084014892578,,,16853.410005569458,
92823,,,P-B,,7271.43120765686,,,15567.449808120728,,,14880.336999893188,
92826,,,P-B,,6557.104110717773,,,17172.74022102356,,,16637.903690338135,
92830,,,P-B,,10241.139888763428,,,14016.095161437988,,,15873.093128204346,
92833,,,P-B,,5940.870761871338,,,15878.432035446167,,,12871.185064315796,
92834,,,P-B,,7675.539970397949,,,15334.593057632446,,,16078.831911087036,
92835,,,P-B,,8086.619138717651,,,14804.538011550903,,,14974.836111068726,
92836,,,P-B,,5933.758974075317,,,20076.279163360596,,,13686.32984161377,
92837,,,P-B,,8105.243921279907,,,16348.180294036865,,,14441.44606590271,
92838,,,P-B,,6137.239933013916,,,16231.43482208252,,,14007.557153701782,
92841,,,P-B,,7373.744249343872,,,18593.304872512817,,,19753.684043884277,
92842,,,P-B,,5732.551336288452,,,13085.706949234009,,,16018.36895942688,
92843,,,P-B,,6860.605955123901,,,16779.749155044556,,,12307.50823020935,
92846,,,P-B,,6347.405910491943,,,12144.269943237305,,,17186.34080886841,
92852,,,P-B,,6201.071262359619,,,12900.091886520386,,,15205.091714859009,
92853,,,P-B,,4508.1892013549805,,,10448.575973510742,,,7506.748199462891,
92858,,,P-B,,5787.70899772644,,,10999.2036819458,,,15424.79419708252,
92859,,,P-B,,3511.5559101104736,,,11744.046926498413,,,10152.091026306152,
92877,,,P-B,,6045.169353485107,,,13476.31287574768,,,13694.68903541565,
92880,,,P-B,,4816.978931427002,,,10834.51509475708,,,8733.805894851685,
92888,,,P-B,,7065.608978271484,,,17101.289987564087,,,19462.132930755615,
92892,,,P-B,,5113.693952560425,,,16440.92321395874,,,13612.203121185303,
92893,,,P-B,,5551.590204238892,,,10763.328075408936,,,15775.18892288208,
92900,,,P-B,,3890.8298015594482,,,13443.265914916992,,,13943.055152893066,
92901,,,P-B,,6046.971082687378,,,17457.520723342896,,,14919.50011253357,
92909,,,P-B,,6354.002952575684,,,22531.251907348633,,,15959.029197692871,
92910,,,P-B,,4955.481290817261,,,18050.265312194824,,,19590.699672698975,
92915,,,P-B,,6850.500106811523,,,12026.556253433228,,,10309.428930282593,
92916,,,P-B,,5267.038822174072,,,16650.927305221558,,,20839.449882507324,
92917,,,P-B,,5744.9140548706055,,,13536.3609790802,,,12907.877922058105,
92926,,,P-B,,6651.454925537109,,,17758.927822113037,,,21455.45506477356,
92927,,,P-B,,6609.768867492676,,,13820.988178253174,,,14752.676963806152,
92930,,,P-B,,11268.624782562256,,,21653.778791427612,,,16176.886081695557,
92938,,,P-B,,5700.585842132568,,,17458.436965942383,,,16346.404075622559,
94113,,,P-B,,7070.604085922241,,,14131.237030029297,,,22196.73776626587,
94187,,,P-B,,7480.7751178741455,,,7934.561014175415,,,8947.507858276367,
94468,,,P-B,,8815.094947814941,,,19804.310083389282,,,20445.656776428223,
94488,,,P-B,,7410.545825958252,,,16546.8168258667,,,16789.320945739746,
94502,,,P-B,,7758.072137832642,,,13310.593128204346,,,19816.428184509277,
94504,,,P-B,,6519.333839416504,,,22527.842044830322,,,17199.737787246704,
94518,,,P-B,,8504.029750823975,,,14373.57783317566,,,9228.016138076782,
94519,,,P-B,,5332.104921340942,,,13810.346841812134,,,21328.616857528687,
94520,,,P-B,,7464.545011520386,,,14703.362941741943,,,18943.297147750854,
94565,,,P-B,,3911.7329120635986,,,12281.205892562866,,,13995.52583694458,
94591,,,P-B,,5939.239978790283,,,14403.985977172852,,,15911.401987075806,
94595,,,P-B,,8039.079189300537,,,11817.779064178467,,,17779.41584587097,
